Month,pr,r20mm,r50mm,hurs,tasmin,tas,hd35,rx5day
1975-03,313.06,3.55,0.24,87.33,21.67,24.32,0.03,93.99
1975-04,300.48,2.95,0.22,87.86,22.04,24.66,0.02,95.25
1975-05,276.6,2.33,0.21,87.62,21.81,24.47,0.02,83.3
1975-06,214.43,2.01,0.3,86.2,21.44,24.13,0.0,72.65
1975-07,222.2,1.49,0.19,86.47,20.99,23.7,0.0,70.12
1975-08,198.32,1.52,0.23,84.25,21.33,24.25,0.04,71.02
1975-09,290.33,2.93,0.26,86.78,21.4,24.08,0.01,90.25
1975-10,306.51,3.14,0.26,86.48,21.57,24.32,0.02,90.1
1975-11,317.86,3.21,0.25,87.55,21.48,24.11,0.0,98.01
1975-12,318.13,3.19,0.29,87.81,21.51,24.02,0.0,97.56
1976-01,253.89,2.2,0.21,86.62,21.26,23.85,0.0,84.98
1976-02,223.84,1.96,0.15,85.72,21.22,24.06,0.0,81.28
1976-03,278.86,2.59,0.2,86.76,21.52,24.27,0.0,85.08
1976-04,257.21,2.01,0.16,87.02,21.54,24.26,0.0,86.45
1976-05,187.25,1.51,0.17,85.12,21.62,24.54,0.04,77.42
1976-06,176.05,1.19,0.16,84.83,21.12,23.99,0.01,66.67
1976-07,146.57,0.9,0.12,83.07,20.95,23.92,0.06,58.9
1976-08,165.38,1.49,0.16,81.9,20.95,24.07,0.19,72.39
1976-09,131.61,1.04,0.08,80.26,21.15,24.45,0.2,61.64
1976-10,303.07,2.94,0.28,86.25,21.74,24.48,0.03,93.89
1976-11,298.25,2.73,0.19,87.56,21.82,24.46,0.01,91.82
1976-12,295.7,2.38,0.21,87.4,21.75,24.38,0.0,87.07
1977-01,268.75,2.74,0.21,86.97,21.75,24.37,0.0,92.27
1977-02,317.49,4.15,0.34,87.97,21.73,24.15,0.0,106.17
1977-03,276.23,2.47,0.2,86.99,21.86,24.46,0.0,87.76
1977-04,287.37,2.64,0.3,87.99,22.11,24.66,0.01,92.9
1977-05,225.19,1.3,0.16,87.11,22.01,24.72,0.03,69.26
1977-06,225.65,1.79,0.23,86.88,21.58,24.21,0.04,72.98
1977-07,185.17,1.59,0.28,84.44,21.22,23.94,0.06,66.11
1977-08,197.61,1.98,0.22,83.45,21.06,23.89,0.03,73.42
1977-09,138.9,1.06,0.12,81.33,21.48,24.57,0.26,57.95
1977-10,214.48,2.44,0.27,81.86,21.81,24.81,0.77,75.55
1977-11,247.91,2.27,0.2,84.77,21.91,24.78,0.33,90.21
1977-12,322.57,3.21,0.28,88.12,21.9,24.46,0.01,102.28
1978-01,316.86,3.61,0.42,87.37,21.91,24.42,0.0,105.9
1978-02,279.43,3.06,0.29,87.09,21.95,24.51,0.0,97.29
1978-03,360.69,4.24,0.41,88.14,22.27,24.77,0.0,106.03
1978-04,276.94,2.33,0.21,87.46,22.09,24.73,0.01,86.37
1978-05,272.89,2.45,0.23,87.63,22.65,25.21,0.05,92.97
1978-06,236.1,1.78,0.21,86.69,21.9,24.63,0.07,74.13
1978-07,238.18,1.57,0.21,86.84,21.49,24.13,0.01,74.89
1978-08,229.95,1.91,0.33,85.68,21.64,24.36,0.06,78.97
1978-09,289.65,3.02,0.36,86.55,21.53,24.2,0.04,93.5
1978-10,266.17,2.52,0.27,85.4,21.81,24.59,0.08,86.52
1978-11,304.43,3.23,0.33,87.12,21.92,24.5,0.01,102.46
1978-12,352.92,3.62,0.37,88.46,22.08,24.45,0.0,107.46
1979-01,221.08,1.68,0.13,86.17,22.06,24.72,0.0,71.15
1979-02,263.95,2.53,0.22,87.11,22.02,24.67,0.0,89.39
1979-03,309.39,3.35,0.32,87.1,22.05,24.71,0.02,97.96
1979-04,294.49,3.1,0.21,87.44,22.23,24.92,0.0,94.09
1979-05,250.4,2.14,0.22,86.64,22.26,25.05,0.06,87.57
1979-06,263.19,2.28,0.42,87.32,22.01,24.54,0.01,90.15
1979-07,171.61,1.18,0.25,84.58,21.41,24.15,0.02,62.04
1979-08,147.37,1.05,0.14,82.89,21.42,24.49,0.07,63.57
1979-09,264.82,2.74,0.28,85.24,21.64,24.41,0.09,88.1
1979-10,197.4,1.89,0.18,82.57,21.91,24.99,0.35,75.01
1979-11,342.5,4.0,0.34,87.16,22.1,24.71,0.14,103.14
