Month,hurs,pr,rx5day,r20mm,rx1day,hd35,tasmin,cdd
1950-01,82.82,211.84,81.05,2.0,28.71,0.05,21.53,4.43
1950-02,86.96,274.25,94.92,3.13,37.75,0.0,21.53,1.75
1950-03,87.11,255.96,83.27,2.11,29.81,0.0,21.75,1.42
1950-04,88.42,295.23,94.1,2.86,34.36,0.0,21.82,0.96
1950-05,87.75,198.94,69.23,1.01,25.23,0.0,21.82,2.36
1950-06,87.6,208.07,67.07,1.31,26.77,0.0,21.57,2.3
1950-07,86.65,210.3,62.36,1.29,23.14,0.0,20.86,2.82
1950-08,86.91,273.14,88.27,2.51,30.85,0.01,20.95,3.42
1950-09,86.08,246.26,81.06,2.14,29.13,0.1,21.28,3.23
1950-10,86.65,244.11,79.47,1.93,28.87,0.04,21.37,2.71
1950-11,88.27,279.92,83.89,2.37,30.24,0.0,21.44,1.0
1950-12,87.44,249.22,78.72,2.12,29.51,0.0,21.37,1.55
1951-01,87.41,252.69,78.28,2.12,28.29,0.0,21.16,1.73
1951-02,87.78,275.31,88.13,2.81,30.04,0.0,21.32,1.03
1951-03,86.33,231.31,75.81,2.19,29.45,0.0,21.45,2.23
1951-04,87.18,220.91,72.47,1.6,26.88,0.0,21.72,2.0
1951-05,85.67,144.72,48.95,0.58,17.38,0.0,21.81,3.23
1951-06,86.21,153.71,54.51,0.76,20.68,0.0,21.52,3.25
1951-07,85.64,174.5,59.48,1.12,21.78,0.0,21.0,4.69
1951-08,82.37,127.2,46.83,0.72,17.81,0.01,21.22,6.79
1951-09,82.22,168.61,63.51,1.38,26.39,0.13,21.48,6.53
1951-10,81.12,161.12,58.68,1.21,24.2,0.57,21.64,7.37
1951-11,84.99,230.02,80.09,1.78,31.05,0.33,22.04,3.05
1951-12,87.98,272.74,82.41,2.2,29.6,0.0,21.81,1.33
1952-01,87.64,309.6,113.66,3.8,40.54,0.0,21.85,2.48
1952-02,88.21,310.64,106.41,4.04,40.34,0.0,21.92,1.66
1952-03,88.85,330.39,97.63,3.44,36.41,0.0,21.85,0.88
1952-04,87.57,229.16,80.1,1.8,27.89,0.0,21.88,2.17
1952-05,87.92,209.71,63.81,1.1,24.45,0.0,22.17,1.84
1952-06,85.55,152.68,51.43,0.79,20.47,0.0,21.58,4.85
1952-07,84.67,172.8,58.66,1.15,22.22,0.0,21.18,5.11
1952-08,83.79,173.49,60.56,1.17,23.41,0.01,21.22,5.55
1952-09,83.78,201.36,68.8,1.71,28.47,0.06,21.28,4.73
1952-10,85.15,242.41,84.17,2.17,29.75,0.1,21.79,3.73
1952-11,87.66,283.38,86.46,2.4,34.42,0.01,21.7,1.16
1952-12,86.95,210.81,74.42,1.31,27.31,0.0,21.59,1.58
1953-01,86.93,240.56,80.1,1.92,32.43,0.0,21.55,1.3
1953-02,86.78,209.26,74.83,1.56,28.31,0.0,21.45,1.43
1953-03,87.54,264.04,82.01,2.12,32.63,0.0,21.74,1.28
1953-04,87.66,218.37,71.22,1.4,24.95,0.0,22.03,1.64
1953-05,87.76,225.45,69.37,1.19,26.32,0.0,21.9,2.63
1953-06,86.59,162.71,53.92,0.82,20.33,0.0,21.86,4.19
1953-07,86.16,197.52,59.96,1.2,22.14,0.0,21.12,4.06
1953-08,82.57,128.44,48.57,0.85,20.36,0.01,21.24,7.38
1953-09,81.59,182.21,65.19,1.51,24.75,0.16,21.31,6.34
1953-10,83.7,229.76,72.9,1.96,29.6,0.36,21.77,4.17
1953-11,86.59,253.85,79.53,2.04,31.5,0.06,21.97,1.88
1953-12,87.17,266.17,86.96,2.13,34.66,0.0,21.74,1.45
1954-01,88.41,329.36,94.62,3.21,34.23,0.0,21.67,0.77
1954-02,88.14,294.75,95.91,3.11,34.46,0.0,21.51,0.93
1954-03,87.78,278.46,86.47,2.39,31.26,0.0,21.69,1.48
1954-04,89.7,338.87,96.93,3.49,35.09,0.0,22.0,0.49
1954-05,88.68,262.61,77.49,1.77,29.47,0.0,21.92,1.08
1954-06,88.05,252.92,76.99,2.06,28.6,0.0,21.56,2.09
1954-07,87.78,257.44,78.61,2.24,29.42,0.0,21.05,2.6
1954-08,86.76,250.13,77.24,2.02,29.53,0.0,21.15,2.51
1954-09,85.65,245.47,81.24,2.36,33.41,0.01,21.14,3.62
1954-10,87.31,305.25,87.95,2.94,30.99,0.02,21.22,2.37
1954-11,87.83,301.07,93.55,3.08,33.64,0.01,21.33,1.34
1954-12,88.37,325.29,110.91,3.65,41.03,0.0,21.45,1.4
1955-01,88.61,338.49,99.03,3.55,36.23,0.0,21.18,0.76
1955-02,88.16,302.8,100.99,3.76,35.93,0.0,21.65,1.46
1955-03,87.31,271.35,82.74,2.2,29.34,0.0,21.49,1.61
1955-04,88.95,313.01,92.98,3.08,33.81,0.0,21.59,1.0
1955-05,88.62,279.57,85.1,2.31,31.3,0.0,21.96,2.16
1955-06,87.93,240.42,77.04,1.81,28.99,0.0,21.41,3.0
1955-07,88.01,255.63,73.45,1.87,25.74,0.0,21.01,2.05
1955-08,87.27,254.29,74.42,2.15,28.76,0.0,21.01,2.16
1955-09,86.5,261.34,84.5,2.42,32.33,0.02,21.31,2.4
1955-10,86.14,288.54,96.37,2.99,33.38,0.09,21.61,3.99
1955-11,88.24,326.22,111.89,3.58,39.5,0.0,21.66,1.26
1955-12,88.77,315.16,97.55,3.14,33.73,0.0,21.21,1.29
1956-01,88.33,311.88,97.36,3.17,35.09,0.0,21.19,1.41
1956-02,86.97,248.32,80.35,2.02,29.21,0.0,21.36,1.52
1956-03,87.01,256.85,81.62,1.93,27.68,0.0,21.51,1.88
1956-04,88.09,265.78,85.78,2.18,31.48,0.0,21.78,1.23
1956-05,88.77,263.37,78.07,1.92,27.86,0.0,21.69,1.3
1956-06,87.61,216.07,80.82,1.73,30.0,0.0,21.15,2.95
1956-07,86.37,189.6,66.06,1.21,23.87,0.0,20.84,4.53
1956-08,87.39,263.66,82.97,2.33,30.25,0.0,20.97,2.68
1956-09,86.12,271.89,86.46,2.98,33.8,0.01,20.9,3.62
1956-10,87.43,315.03,88.41,3.3,34.62,0.05,21.42,2.08
1956-11,87.34,284.67,101.83,2.82,37.8,0.02,21.56,2.58
1956-12,88.6,323.87,105.05,3.35,36.72,0.0,21.45,1.19
1957-01,87.29,273.61,94.24,2.63,35.05,0.0,21.35,2.58
1957-02,86.62,234.23,81.1,2.13,29.11,0.0,21.38,1.97
1957-03,88.75,340.59,98.84,3.6,35.81,0.0,21.67,0.87
1957-04,88.75,275.44,88.5,2.45,31.03,0.0,21.79,1.47
1957-05,88.36,245.38,78.46,1.75,27.59,0.0,21.95,1.7
1957-06,86.07,176.27,67.73,1.26,24.47,0.0,21.66,5.41
1957-07,87.23,250.4,87.48,2.29,32.53,0.0,21.39,3.51
1957-08,84.01,174.3,78.34,1.55,27.96,0.0,21.04,6.6
1957-09,81.25,193.76,69.29,1.95,28.04,0.16,21.29,6.96
1957-10,81.34,192.61,71.98,1.71,27.53,0.42,21.42,7.61
1957-11,84.99,244.42,79.82,2.03,28.97,0.21,21.8,2.89
1957-12,88.78,384.35,105.6,4.52,37.17,0.0,21.9,0.47
1958-01,86.4,250.26,89.17,2.01,30.43,0.01,21.82,1.87
1958-02,86.85,263.14,95.45,2.71,37.57,0.0,21.87,2.33
1958-03,88.6,342.81,98.59,3.82,35.44,0.0,21.94,1.46
1958-04,87.75,249.6,77.35,1.65,28.05,0.0,22.19,1.97
1958-05,88.15,244.53,77.68,1.64,28.28,0.0,22.34,3.16
1958-06,85.96,180.05,70.74,1.19,24.21,0.0,21.91,4.62
1958-07,83.82,143.3,61.38,0.96,24.39,0.07,21.42,5.69
1958-08,87.15,279.09,83.99,2.66,30.78,0.0,21.44,1.99
1958-09,84.97,225.17,81.48,2.16,30.24,0.1,21.48,3.6
1958-10,86.79,293.36,98.08,3.38,36.37,0.04,21.75,3.01
1958-11,87.51,298.51,100.33,3.28,36.01,0.03,21.81,2.64
1958-12,89.08,347.94,99.22,3.68,35.19,0.0,21.7,1.0
1959-01,86.4,245.39,84.93,1.98,28.74,0.0,21.65,1.98
1959-02,86.08,250.53,92.58,2.46,33.58,0.0,21.56,2.24
1959-03,87.32,317.92,106.75,3.65,38.12,0.0,21.78,1.9
1959-04,88.15,305.54,94.7,2.92,34.0,0.0,21.83,1.23
1959-05,88.66,298.98,87.15,2.46,32.73,0.0,22.04,1.1
1959-06,87.77,249.21,80.38,1.88,29.35,0.0,21.64,2.37
1959-07,84.84,161.08,62.25,1.14,22.75,0.0,21.08,4.92
1959-08,82.49,166.08,59.72,1.37,21.75,0.02,20.93,7.02
1959-09,83.39,217.75,72.44,2.03,29.63,0.2,21.29,4.32
1959-10,83.45,243.66,82.01,2.18,34.09,0.38,21.59,3.74
1959-11,86.09,261.1,83.38,2.14,29.76,0.18,21.77,1.58
1959-12,87.22,294.86,97.85,2.85,33.47,0.0,21.78,1.81
1960-01,87.77,318.52,97.67,3.46,35.74,0.0,21.59,1.41
1960-02,86.85,265.6,86.19,2.57,30.79,0.0,21.61,1.89
1960-03,86.92,272.74,87.44,2.26,31.0,0.0,21.55,1.4
1960-04,88.17,288.98,86.07,2.31,33.11,0.0,21.88,1.26
1960-05,87.88,279.34,84.56,2.53,30.16,0.02,22.0,2.27
1960-06,85.37,172.39,59.53,1.26,23.75,0.04,21.42,4.14
1960-07,86.48,233.98,74.8,1.82,26.21,0.02,21.33,3.29
1960-08,84.37,182.65,65.65,1.28,24.47,0.16,21.5,4.35
1960-09,85.7,276.93,84.81,2.74,32.66,0.1,21.45,2.51
1960-10,82.99,206.89,74.34,1.77,28.18,0.38,21.63,5.64
1960-11,87.59,326.25,92.3,3.21,33.66,0.02,21.71,0.9
1960-12,87.59,318.83,97.79,3.14,36.42,0.0,21.73,1.05
1961-01,86.62,284.61,97.02,2.88,35.69,0.0,21.53,2.61
1961-02,86.89,283.03,102.01,3.29,37.0,0.0,21.69,2.4
1961-03,86.82,263.15,82.88,2.13,29.05,0.0,21.71,2.02
1961-04,87.97,295.44,86.84,2.51,32.17,0.0,22.02,0.62
1961-05,86.84,226.2,82.34,1.7,30.28,0.01,22.03,3.04
1961-06,85.13,183.67,70.26,1.38,25.55,0.02,21.27,5.0
1961-07,82.38,153.79,64.23,1.27,23.16,0.05,20.83,6.73
1961-08,80.3,125.96,55.85,0.96,19.25,0.1,20.91,9.4
1961-09,80.21,173.05,57.32,1.44,25.66,0.32,20.94,7.43
1961-10,79.92,168.04,61.85,1.37,23.69,0.84,21.33,6.34
1961-11,85.54,231.72,70.45,1.5,25.42,0.06,21.53,1.77
1961-12,87.32,292.68,86.4,2.36,31.35,0.01,21.7,0.92
1962-01,87.74,325.77,99.67,3.45,36.17,0.0,21.73,1.32
1962-02,86.65,232.97,80.41,1.97,29.73,0.0,21.56,1.93
1962-03,88.2,358.93,103.92,3.86,39.97,0.0,21.55,0.97
1962-04,87.78,278.19,102.42,2.58,35.16,0.0,21.76,1.29
1962-05,86.8,209.68,71.38,1.37,27.42,0.01,22.02,3.0
1962-06,86.17,200.81,66.21,1.22,24.55,0.0,21.34,2.56
1962-07,83.66,143.89,66.87,1.09,23.4,0.07,21.27,6.33
1962-08,84.86,220.25,69.19,1.73,26.56,0.02,21.04,5.55
1962-09,83.3,208.14,72.19,1.96,27.88,0.14,21.24,5.14
1962-10,85.48,285.31,89.71,2.92,33.86,0.15,21.78,3.62
1962-11,86.28,250.57,89.66,2.06,29.67,0.03,21.69,1.68
1962-12,87.6,299.7,94.56,2.86,33.65,0.0,21.62,1.03
1963-01,87.1,284.8,87.82,2.72,33.77,0.0,21.35,1.63
1963-02,87.46,291.76,89.47,3.24,33.68,0.0,21.17,1.2
1963-03,87.85,333.16,97.1,3.78,35.23,0.0,21.59,1.28
1963-04,86.96,240.74,77.31,1.84,29.5,0.0,21.75,1.67
1963-05,86.83,229.34,76.91,1.78,34.23,0.01,22.09,2.76
1963-06,82.86,110.76,42.23,0.53,17.17,0.05,21.46,5.75
1963-07,80.84,122.81,51.87,0.69,19.29,0.02,21.05,7.9
1963-08,81.68,164.67,57.33,1.43,24.0,0.03,21.07,7.13
1963-09,79.33,139.44,51.94,1.15,21.11,0.34,21.43,10.02
1963-10,80.41,187.43,65.1,1.84,27.78,0.67,21.63,7.42
1963-11,82.79,191.15,64.5,1.29,24.14,0.67,21.72,4.64
1963-12,86.4,273.37,88.52,2.34,32.99,0.06,21.66,1.69
1964-01,87.09,292.78,98.48,2.8,36.55,0.0,21.88,1.43
1964-02,87.28,288.51,103.18,2.85,38.86,0.0,21.87,1.57
1964-03,87.62,321.64,102.98,3.5,37.97,0.0,21.92,1.25
1964-04,87.97,266.49,78.69,1.88,27.9,0.0,22.03,0.84
1964-05,86.97,224.87,82.01,1.69,29.48,0.03,22.1,3.23
1964-06,85.94,189.26,66.66,1.27,23.47,0.03,21.25,4.13
1964-07,86.25,222.19,70.74,1.5,26.01,0.01,21.14,3.88
1964-08,83.49,173.42,65.55,1.2,25.42,0.06,21.01,5.55
1964-09,85.68,269.66,88.32,2.86,34.84,0.06,21.43,2.5
1964-10,87.16,311.79,88.7,3.04,35.01,0.0,21.45,1.1
1964-11,86.87,290.55,94.94,3.03,33.83,0.0,21.49,1.98
1964-12,87.22,276.91,88.61,2.33,31.23,0.0,20.98,1.95
1965-01,86.38,268.16,93.24,2.92,35.06,0.0,20.92,3.0
1965-02,86.92,273.99,94.82,2.87,34.49,0.0,21.19,1.91
1965-03,87.64,323.73,96.96,3.53,36.87,0.0,21.45,1.55
1965-04,86.92,229.31,79.05,1.48,27.04,0.0,21.45,1.92
1965-05,87.44,240.14,78.17,1.67,28.63,0.0,21.72,2.32
1965-06,85.13,168.03,56.08,0.92,20.86,0.04,21.31,3.86
1965-07,81.05,84.22,34.05,0.31,13.24,0.1,20.71,8.44
1965-08,81.52,160.83,56.2,1.33,21.85,0.15,20.78,8.36
1965-09,78.71,132.88,47.35,1.08,19.85,0.47,21.08,9.67
1965-10,80.92,200.21,78.34,1.99,29.67,0.72,21.56,8.55
1965-11,85.1,220.23,70.54,1.5,26.1,0.15,21.71,2.25
1965-12,87.78,345.4,106.89,3.58,40.23,0.02,21.73,0.97
1966-01,88.64,333.75,96.4,3.5,33.36,0.0,21.41,0.99
1966-02,88.83,331.54,102.02,4.12,37.03,0.0,21.56,1.05
1966-03,88.65,358.27,106.75,4.47,38.65,0.0,21.64,1.02
1966-04,88.34,299.05,91.09,2.83,33.36,0.0,22.03,1.76
1966-05,87.35,228.53,74.88,1.59,26.48,0.0,21.91,2.62
1966-06,86.55,184.39,62.72,1.19,23.0,0.0,21.33,3.85
1966-07,85.1,187.12,58.4,1.39,22.46,0.0,21.13,5.31
1966-08,85.44,247.61,82.0,2.34,32.24,0.06,21.36,4.37
1966-09,83.31,200.24,81.6,1.84,28.97,0.19,21.24,5.27
1966-10,86.71,316.03,96.17,3.8,38.78,0.01,21.5,2.7
1966-11,87.86,306.42,96.83,3.22,35.21,0.02,21.61,1.63
1966-12,89.48,383.33,107.95,4.44,40.36,0.0,21.47,0.45
1967-01,88.56,354.19,112.09,4.39,42.43,0.0,21.36,1.2
1967-02,87.5,292.42,95.59,3.56,35.82,0.0,21.43,2.28
1967-03,87.74,296.16,93.07,2.99,33.5,0.0,21.41,1.76
1967-04,88.24,280.62,87.12,2.19,30.54,0.0,21.49,1.33
1967-05,87.6,268.62,87.59,2.47,32.13,0.0,21.73,2.88
1967-06,84.97,186.64,71.59,1.42,27.96,0.01,21.26,5.27
1967-07,83.88,166.56,58.27,1.25,23.17,0.01,20.94,5.95
1967-08,81.54,160.97,53.07,1.38,23.06,0.05,21.09,8.7
1967-09,80.41,168.73,65.91,1.59,25.38,0.18,21.07,7.69
1967-10,82.49,220.04,73.18,2.03,29.48,0.64,21.38,4.9
1967-11,86.42,298.68,96.69,3.26,36.96,0.1,21.51,2.86
1967-12,88.88,353.41,107.94,3.82,40.49,0.0,21.35,1.11
1968-01,87.57,290.83,104.16,3.24,38.96,0.0,21.41,2.53
1968-02,84.88,186.63,65.99,1.41,24.64,0.0,21.21,3.19
1968-03,88.51,373.89,113.39,4.5,42.24,0.0,21.51,1.41
1968-04,88.01,282.27,94.99,2.71,32.58,0.0,21.49,1.64
1968-05,88.46,281.11,80.8,2.05,29.78,0.0,21.73,0.86
1968-06,87.46,215.14,66.29,1.2,24.39,0.0,21.51,2.01
1968-07,87.17,233.54,72.78,1.63,29.04,0.0,21.37,2.07
1968-08,86.06,208.73,67.95,1.49,25.94,0.0,21.36,3.27
1968-09,83.15,182.84,69.01,1.73,28.55,0.02,21.28,5.22
1968-10,84.96,260.5,88.25,2.64,33.46,0.1,21.53,3.91
1968-11,86.78,285.24,102.87,2.97,38.08,0.07,21.5,2.15
1968-12,88.14,340.71,107.19,3.89,38.62,0.0,21.69,1.49
1969-01,86.84,253.46,90.41,2.12,30.48,0.0,21.49,1.78
1969-02,86.99,253.8,88.23,2.47,32.78,0.0,21.63,1.51
1969-03,87.9,319.08,96.67,3.37,34.93,0.0,22.02,1.45
