Month,hurs,pr,rx5day,r20mm,rx1day,hd35,tasmin,cdd
2000-09,83.28,210.5,68.63,1.83,26.5,0.07,21.8,4.65
2000-10,85.9,322.33,103.6,3.71,39.19,0.06,22.2,2.23
2000-11,87.06,337.47,108.34,3.65,43.93,0.02,22.43,0.95
2000-12,86.16,278.21,90.85,2.74,34.11,0.05,22.45,2.15
2001-01,87.46,370.07,113.46,4.5,42.74,0.02,22.06,0.86
2001-02,86.5,299.82,108.71,3.48,45.28,0.06,22.28,1.29
2001-03,86.29,327.87,99.63,3.71,38.0,0.01,22.26,1.18
2001-04,87.42,340.63,102.1,3.65,38.88,0.01,22.38,0.97
2001-05,85.51,219.37,73.14,1.64,28.03,0.02,22.43,2.9
2001-06,85.55,199.84,71.32,1.3,26.76,0.04,21.89,3.79
2001-07,82.43,156.9,63.04,1.13,24.95,0.14,21.52,8.38
2001-08,81.15,136.83,59.74,1.11,23.91,0.25,21.7,9.08
2001-09,84.08,261.51,83.86,2.63,33.69,0.09,21.9,3.89
2001-10,85.04,283.07,91.64,2.96,35.26,0.15,22.32,2.67
2001-11,86.94,322.76,99.34,3.58,36.85,0.01,22.42,1.11
2001-12,86.4,308.31,107.46,3.28,40.29,0.0,22.15,1.7
2002-01,86.95,329.83,109.85,3.93,42.91,0.01,22.21,1.62
2002-02,84.98,224.91,79.69,2.1,31.11,0.02,22.24,3.02
2002-03,87.08,334.61,97.6,3.75,36.3,0.01,22.32,1.13
2002-04,86.31,278.01,90.09,2.46,34.46,0.0,22.43,1.39
2002-05,84.97,204.96,91.86,1.99,32.92,0.03,22.54,4.49
2002-06,85.11,201.35,79.59,1.94,30.35,0.01,22.11,4.64
2002-07,81.95,110.97,42.83,0.6,17.93,0.04,21.74,9.24
2002-08,78.94,110.04,44.4,0.79,18.86,0.21,21.35,10.43
2002-09,80.13,159.44,57.99,1.37,24.51,0.34,21.71,8.64
2002-10,79.38,164.39,58.79,1.41,23.34,1.15,22.07,7.68
2002-11,84.52,284.82,92.38,2.89,36.55,0.26,22.48,2.34
2002-12,86.32,305.14,98.51,2.94,34.12,0.05,22.46,1.03
2003-01,86.5,307.52,103.26,3.31,37.65,0.0,22.39,1.28
2003-02,86.47,284.7,102.38,3.42,37.05,0.05,22.43,2.11
2003-03,85.92,314.05,94.66,3.42,37.35,0.04,22.34,2.83
2003-04,86.55,286.21,87.87,2.59,32.05,0.01,22.62,1.35
2003-05,84.04,187.73,85.3,1.73,31.01,0.06,22.65,6.54
2003-06,81.75,143.04,60.97,1.05,24.36,0.14,22.07,9.09
2003-07,83.47,193.95,68.41,1.67,29.55,0.04,21.71,5.94
2003-08,82.69,188.5,65.7,1.65,28.26,0.14,21.81,6.03
2003-09,83.36,219.79,74.18,2.21,29.74,0.07,21.91,4.52
2003-10,84.35,290.87,96.76,3.5,41.15,0.15,22.27,3.95
2003-11,85.64,303.9,99.76,3.41,39.18,0.09,22.5,1.65
2003-12,87.35,353.1,110.54,4.27,42.78,0.01,22.43,1.07
2004-01,86.95,315.44,95.4,3.17,35.5,0.03,22.44,0.98
2004-02,86.06,263.87,87.72,2.74,33.21,0.02,22.45,1.65
2004-03,85.92,296.46,99.82,3.42,39.36,0.04,22.62,2.37
2004-04,86.16,259.76,80.31,2.16,33.49,0.01,22.66,1.24
2004-05,85.21,238.9,92.62,2.28,38.33,0.07,22.64,3.61
2004-06,82.29,111.87,52.93,0.79,20.45,0.13,21.9,8.13
2004-07,84.81,198.92,63.94,1.33,24.84,0.02,21.56,5.26
2004-08,78.61,77.64,37.14,0.55,15.76,0.2,21.3,15.19
2004-09,82.44,229.5,74.71,2.36,32.38,0.3,21.77,6.55
2004-10,81.29,184.15,71.67,1.84,27.18,0.57,22.1,7.32
2004-11,85.24,296.25,99.23,3.11,40.87,0.25,22.45,1.94
2004-12,86.96,322.93,97.97,3.24,38.3,0.05,22.44,1.02
2005-01,85.81,263.82,91.0,2.71,34.2,0.01,22.44,2.29
2005-02,85.57,253.51,83.92,2.45,31.93,0.03,22.54,1.67
2005-03,85.57,306.16,103.61,3.39,36.69,0.06,22.63,1.6
2005-04,86.19,289.36,109.72,3.26,40.32,0.02,22.68,2.12
2005-05,85.83,247.22,82.2,2.16,31.18,0.01,22.65,3.13
2005-06,85.27,199.68,69.56,1.57,28.39,0.05,22.38,3.75
2005-07,84.64,196.95,68.01,1.47,26.73,0.06,21.96,4.19
2005-08,82.69,169.67,64.08,1.35,25.59,0.17,21.89,5.59
2005-09,82.28,189.17,70.47,1.78,29.81,0.29,22.17,5.4
2005-10,85.69,340.43,104.82,4.17,42.4,0.09,22.4,2.74
2005-11,86.17,317.2,103.6,3.66,39.95,0.03,22.45,1.76
2005-12,87.23,348.05,102.8,3.78,37.71,0.01,22.37,0.81
2006-01,86.42,329.4,113.0,4.01,44.81,0.03,22.35,2.12
2006-02,86.66,322.58,106.88,3.82,40.3,0.01,22.51,0.95
2006-03,85.62,296.67,100.87,3.35,40.16,0.03,22.48,1.67
2006-04,86.88,306.84,93.67,3.09,34.54,0.04,22.49,1.21
2006-05,86.12,241.23,76.12,1.76,29.29,0.0,22.45,2.14
2006-06,86.12,251.6,84.17,2.33,35.04,0.0,22.08,3.53
2006-07,82.82,148.66,55.75,1.07,23.61,0.03,21.91,6.73
2006-08,79.64,120.2,50.21,0.93,21.2,0.29,21.5,9.42
2006-09,80.65,175.82,67.61,1.76,28.91,0.52,21.71,7.92
2006-10,79.12,151.69,54.82,1.25,21.73,0.94,22.19,10.91
2006-11,82.78,225.74,72.51,1.8,27.22,0.56,22.49,4.45
2006-12,86.11,367.6,130.2,4.42,53.12,0.09,22.78,1.26
2007-01,86.18,327.76,117.05,3.93,47.24,0.05,22.75,1.62
2007-02,85.66,271.88,94.43,2.84,35.57,0.02,22.39,1.65
2007-03,85.29,306.69,97.96,3.55,37.74,0.02,22.44,2.15
2007-04,86.94,356.09,106.82,3.94,44.02,0.01,22.65,0.95
2007-05,85.82,253.41,87.02,2.15,37.19,0.0,22.7,2.35
2007-06,86.25,267.09,93.08,2.52,40.64,0.01,22.52,2.81
2007-07,84.45,203.83,83.48,1.97,34.36,0.02,21.86,5.62
2007-08,83.5,215.86,75.27,1.85,28.49,0.03,21.71,5.58
2007-09,82.49,212.9,83.89,2.42,36.35,0.15,21.9,6.17
2007-10,83.95,279.28,90.51,2.96,35.0,0.26,22.29,6.17
2007-11,85.41,283.44,93.34,2.78,36.55,0.05,22.37,1.99
2007-12,86.34,343.55,112.0,4.07,47.89,0.04,22.47,1.6
2008-01,85.1,273.46,99.37,2.35,36.95,0.03,22.42,1.59
2008-02,84.85,257.3,98.87,2.9,35.26,0.03,22.35,2.38
2008-03,86.85,375.65,109.73,4.75,42.8,0.03,22.09,1.09
2008-04,86.56,330.66,105.9,3.61,44.23,0.0,22.3,1.3
2008-05,83.94,206.14,79.98,1.59,30.39,0.01,22.12,5.6
2008-06,85.21,234.05,83.46,2.13,34.94,0.0,21.94,4.48
2008-07,84.16,219.51,73.24,2.02,30.87,0.06,21.6,5.16
2008-08,84.33,268.26,85.11,2.62,33.42,0.04,21.69,4.85
2008-09,83.78,249.24,87.56,2.79,35.13,0.06,21.98,4.25
2008-10,85.34,317.42,104.35,3.62,42.56,0.07,22.37,2.25
2008-11,86.82,367.72,106.73,4.35,44.26,0.02,22.64,0.73
2008-12,87.16,368.23,110.47,4.51,43.51,0.02,22.51,0.81
2009-01,86.05,294.65,98.63,2.84,35.88,0.06,22.4,1.47
2009-02,85.62,285.29,102.17,3.56,39.22,0.02,22.37,2.04
2009-03,85.93,322.78,95.4,3.54,36.06,0.02,22.27,1.16
2009-04,85.52,277.38,97.3,2.69,40.87,0.03,22.77,1.78
2009-05,84.96,230.12,80.31,1.75,31.41,0.06,22.7,3.01
2009-06,83.92,181.31,66.5,1.37,28.81,0.05,22.3,4.45
2009-07,81.99,153.55,58.03,1.15,24.01,0.11,21.84,6.72
2009-08,81.05,169.28,60.22,1.47,27.26,0.39,22.06,8.97
2009-09,79.46,148.68,62.1,1.46,27.49,1.34,22.39,7.27
2009-10,82.59,243.46,81.82,2.45,34.16,0.2,22.4,3.93
2009-11,84.89,319.08,107.34,3.93,42.75,0.18,22.74,2.6
2009-12,85.98,332.38,102.23,3.64,42.76,0.03,22.72,1.24
2010-01,86.15,326.51,102.99,3.52,39.71,0.02,22.64,1.05
2010-02,85.24,270.38,93.35,2.85,38.08,0.09,23.0,1.37
2010-03,86.1,369.33,113.04,4.6,48.28,0.05,22.98,1.18
2010-04,86.39,330.68,102.82,3.73,45.27,0.03,23.23,1.01
2010-05,86.82,320.4,98.91,3.02,43.64,0.06,23.48,1.0
2010-06,86.21,270.54,92.9,2.5,39.51,0.01,22.78,1.85
2010-07,86.27,285.3,90.3,2.86,38.44,0.04,22.37,2.13
2010-08,85.48,286.92,99.73,2.83,42.13,0.06,22.38,1.95
2010-09,85.95,324.49,99.28,3.64,41.16,0.07,22.46,1.34
2010-10,84.9,327.45,110.49,4.04,45.3,0.08,22.59,1.94
2010-11,86.24,339.72,100.12,3.9,39.29,0.02,22.63,0.74
2010-12,85.99,315.48,96.12,3.39,38.54,0.02,22.39,1.18
2011-01,85.99,300.81,95.05,3.01,37.18,0.05,22.28,1.24
2011-02,84.96,251.59,86.08,2.65,36.05,0.05,22.35,2.06
2011-03,86.18,340.51,101.47,4.05,37.67,0.03,22.41,1.1
2011-04,86.51,331.4,106.77,3.66,39.55,0.01,22.61,1.09
2011-05,85.81,278.03,98.53,2.59,41.73,0.07,22.75,2.27
2011-06,84.47,198.08,75.93,1.7,32.6,0.01,22.27,4.61
2011-07,83.21,166.05,69.48,1.46,30.41,0.05,21.83,5.77
2011-08,81.6,171.56,64.87,1.56,28.66,0.19,21.85,7.62
2011-09,82.81,245.88,82.66,2.84,34.57,0.29,22.1,5.96
2011-10,84.26,278.05,92.07,2.87,36.41,0.1,22.41,3.41
2011-11,85.82,328.01,105.19,3.6,43.11,0.04,22.65,1.36
2011-12,86.82,366.95,114.23,4.38,50.19,0.04,22.79,1.11
2012-01,85.49,292.49,93.8,3.3,36.36,0.02,22.49,1.81
2012-02,86.0,315.74,100.88,3.47,39.23,0.03,22.41,0.92
2012-03,85.49,335.58,113.42,4.42,45.36,0.02,22.54,1.7
2012-04,86.01,321.38,97.13,3.51,38.37,0.01,22.57,1.52
2012-05,85.37,263.84,88.0,2.38,35.68,0.02,22.65,2.14
2012-06,83.73,187.7,76.14,1.7,34.24,0.07,22.2,5.32
2012-07,84.29,231.42,80.65,2.23,34.09,0.06,21.87,5.17
2012-08,82.09,194.7,75.49,1.82,33.2,0.18,21.81,7.58
2012-09,80.92,183.28,70.5,1.84,31.93,0.47,22.03,6.66
2012-10,83.28,267.7,89.84,2.85,37.97,0.3,22.5,4.23
2012-11,86.21,353.47,110.11,4.37,46.58,0.07,22.73,1.41
2012-12,86.84,390.57,113.16,4.96,44.31,0.07,22.68,0.92
2013-01,86.02,325.86,106.48,3.99,39.87,0.03,22.82,1.85
2013-02,86.34,338.67,119.84,4.56,47.04,0.01,22.71,1.39
2013-03,85.29,304.0,92.7,3.14,34.36,0.06,22.92,1.56
2013-04,86.38,364.35,119.11,4.71,47.94,0.05,23.01,1.29
2013-05,86.53,316.82,101.7,3.42,39.69,0.01,23.0,1.77
2013-06,84.46,243.95,87.65,2.37,35.81,0.24,22.75,3.81
2013-07,85.76,305.47,101.43,3.63,43.08,0.05,21.97,2.7
2013-08,83.31,217.86,76.14,2.16,29.74,0.05,21.76,5.45
2013-09,83.08,227.03,88.7,2.4,36.15,0.05,22.08,6.19
2013-10,83.14,254.03,86.71,2.63,36.72,0.26,22.39,5.23
2013-11,85.83,339.74,108.25,4.2,45.0,0.06,22.52,1.46
2013-12,87.41,408.56,129.88,5.67,52.19,0.01,22.68,1.01
2014-01,85.2,272.28,97.65,2.99,36.02,0.01,22.36,3.32
2014-02,82.92,202.22,82.66,2.24,33.9,0.12,22.36,4.87
2014-03,84.6,274.03,91.16,2.67,35.45,0.06,22.57,2.24
2014-04,85.83,302.01,97.83,3.13,39.57,0.03,22.76,1.16
2014-05,86.23,288.19,87.97,2.67,39.29,0.01,23.0,1.52
2014-06,85.26,241.21,84.65,2.23,36.61,0.11,22.87,2.95
2014-07,83.11,157.36,63.92,1.34,27.97,0.21,22.31,5.44
2014-08,83.78,252.16,82.82,2.62,34.58,0.04,21.91,4.76
2014-09,80.03,175.71,61.34,1.85,29.76,0.5,21.9,7.22
2014-10,79.46,187.41,67.71,1.82,30.55,1.49,22.46,9.36
2014-11,84.84,330.03,105.01,3.93,43.37,0.29,22.76,3.69
2014-12,86.94,386.14,115.99,4.97,46.41,0.06,22.82,0.81
2015-01,86.0,312.98,103.28,3.27,39.35,0.02,22.57,1.29
2015-02,85.66,283.22,98.51,3.39,41.26,0.02,22.4,1.75
2015-03,85.47,305.0,96.34,3.14,36.97,0.04,22.61,1.5
2015-04,86.33,328.9,97.14,3.59,42.12,0.01,22.78,0.77
2015-05,85.02,231.06,80.59,1.84,32.87,0.01,22.87,3.1
2015-06,84.43,211.76,86.54,2.11,36.98,0.04,22.58,6.22
2015-07,80.5,118.13,56.87,0.99,24.22,0.24,22.06,10.82
2015-08,79.37,103.85,44.9,0.73,20.4,0.37,21.81,9.85
2015-09,77.18,123.69,46.93,1.2,22.68,0.69,22.17,11.4
2015-10,77.38,146.38,62.76,1.41,25.27,1.45,22.53,11.68
2015-11,84.4,320.48,95.82,3.75,41.0,0.54,23.02,2.91
2015-12,85.2,312.29,103.47,3.31,43.48,0.15,23.09,1.7
2016-01,85.14,303.77,109.22,3.22,46.14,0.15,23.22,1.65
2016-02,86.11,368.79,132.15,5.12,57.57,0.05,23.16,1.4
2016-03,86.09,352.42,107.72,4.3,45.87,0.1,23.5,1.23
2016-04,86.1,364.14,109.17,4.44,47.15,0.19,23.52,1.21
2016-05,86.13,309.83,98.82,3.17,42.58,0.06,23.59,1.38
2016-06,85.16,247.93,90.62,2.56,40.84,0.03,22.86,2.94
2016-07,84.6,258.52,89.21,2.58,36.17,0.13,22.56,3.76
2016-08,82.15,188.75,76.18,1.77,29.77,0.35,22.62,4.78
2016-09,84.33,307.41,102.11,3.75,41.82,0.21,22.71,2.22
2016-10,85.39,373.81,113.12,5.1,47.14,0.21,22.91,1.8
2016-11,86.28,358.57,107.37,4.52,45.72,0.11,23.08,1.29
2016-12,85.58,317.95,105.04,3.47,39.84,0.06,23.0,1.32
2017-01,85.83,332.68,107.34,3.94,41.19,0.04,22.75,1.34
2017-02,85.29,310.24,122.03,3.91,50.81,0.05,22.72,2.29
2017-03,86.01,339.84,107.61,4.02,40.9,0.03,22.74,1.2
2017-04,86.63,348.0,108.63,4.08,44.42,0.02,22.89,0.97
2017-05,86.24,326.99,103.81,3.57,42.65,0.02,23.2,2.06
2017-06,85.8,276.29,91.96,3.28,40.57,0.02,22.68,2.78
2017-07,84.67,233.43,83.33,2.4,35.15,0.05,22.39,4.39
2017-08,83.66,249.56,80.76,2.7,36.64,0.03,22.32,4.77
2017-09,83.26,277.97,98.79,3.38,44.84,0.28,22.59,4.37
2017-10,83.89,272.58,96.41,2.93,41.33,0.23,22.86,2.92
2017-11,86.55,388.97,120.21,5.32,47.95,0.04,22.95,1.17
2017-12,85.78,306.99,103.75,3.26,41.14,0.03,22.94,1.6
2018-01,85.18,300.23,106.68,3.64,40.21,0.05,22.65,2.2
2018-02,85.22,279.46,93.52,2.87,34.37,0.04,22.64,1.58
2018-03,85.77,343.49,106.12,4.12,42.97,0.05,22.67,1.05
2018-04,85.85,316.19,99.91,3.41,44.35,0.05,22.97,1.32
2018-05,85.62,289.15,92.46,2.73,40.93,0.02,23.01,2.49
2018-06,84.31,210.66,83.44,2.01,35.79,0.05,22.55,4.58
2018-07,82.92,171.0,70.9,1.57,28.49,0.03,22.27,6.56
2018-08,80.84,153.86,59.67,1.37,24.57,0.35,22.1,7.19
2018-09,80.56,200.33,73.46,2.12,34.54,0.44,22.09,5.8
2018-10,82.24,275.79,94.24,3.41,40.4,0.67,22.63,5.67
2018-11,85.4,349.05,110.55,4.34,45.66,0.16,22.93,1.52
2018-12,85.63,319.95,103.5,3.59,40.64,0.04,22.97,1.45
2019-01,85.64,303.97,94.03,3.21,37.93,0.02,22.93,1.38
2019-02,85.22,289.41,97.88,3.22,39.64,0.06,22.8,1.16
2019-03,84.51,300.55,106.3,3.52,41.97,0.12,22.79,2.42
2019-04,86.05,332.96,116.73,3.99,48.81,0.06,23.22,1.7
2019-05,84.79,227.37,91.02,1.7,33.82,0.07,23.1,3.04
2019-06,85.29,256.52,97.05,3.03,43.42,0.01,22.74,4.87
2019-07,81.74,142.37,53.78,1.22,25.0,0.05,21.9,6.95
2019-08,79.23,123.48,51.44,0.99,24.71,0.39,21.98,11.19
2019-09,77.3,120.69,64.23,1.14,26.32,1.18,22.01,12.91
2019-10,81.45,250.98,79.95,2.68,33.29,0.88,22.46,4.82
2019-11,81.41,190.84,69.72,1.51,29.19,0.84,22.92,3.78
2019-12,85.22,330.28,102.02,3.61,43.58,0.3,23.08,1.53
2020-01,85.03,287.64,99.46,3.12,45.69,0.09,23.2,2.05
2020-02,84.76,299.55,105.76,3.57,47.8,0.07,23.18,1.89
2020-03,85.57,364.98,118.83,5.02,50.25,0.15,23.23,1.63
2020-04,86.14,375.23,128.23,5.15,53.53,0.08,23.26,1.44
2020-05,85.88,314.52,111.95,3.54,53.88,0.1,23.56,2.2
2020-06,85.75,264.96,94.2,2.92,40.56,0.01,22.81,2.98
2020-07,85.22,264.62,86.75,2.84,38.65,0.02,22.4,3.92
2020-08,82.41,194.64,74.84,2.0,35.0,0.08,22.47,5.78
2020-09,83.89,294.74,95.4,3.61,45.51,0.21,22.59,4.07
2020-10,83.91,302.25,109.23,3.77,49.52,0.21,22.78,2.89
2020-11,85.21,333.73,110.71,4.33,45.8,0.14,22.94,2.12
2020-12,85.78,316.3,101.36,3.52,40.0,0.06,22.86,1.36
2021-01,86.42,343.25,115.14,4.46,47.78,0.05,22.72,1.68
2021-02,84.52,225.64,82.21,2.35,33.08,0.06,22.73,2.11
2021-03,85.52,374.3,117.41,4.71,51.77,0.04,22.62,1.42
2021-04,84.3,255.54,94.42,2.55,36.81,0.04,22.72,2.54
2021-05,85.48,292.03,104.02,3.22,51.81,0.02,23.2,2.6
2021-06,84.71,231.02,80.75,2.05,35.76,0.01,22.57,3.26
2021-07,83.58,220.06,92.09,2.58,43.96,0.07,22.41,5.35
2021-08,84.46,288.77,94.19,3.31,42.11,0.11,22.41,3.01
2021-09,84.6,318.77,106.32,4.14,49.88,0.08,22.58,2.48
2021-10,83.45,272.48,98.06,3.21,43.74,0.3,22.92,3.25
2021-11,85.47,348.24,114.87,4.76,48.52,0.07,22.89,1.56
2021-12,85.71,335.68,110.34,4.1,48.12,0.06,22.99,1.69
2022-01,85.18,280.68,94.4,3.01,40.37,0.08,22.69,2.26
2022-02,84.89,307.26,119.48,4.27,50.75,0.06,22.54,2.19
2022-03,84.96,318.23,105.08,3.94,42.77,0.13,22.81,2.11
2022-04,84.66,278.51,93.75,3.09,40.22,0.05,22.88,2.35
2022-05,84.89,278.27,92.42,3.24,43.94,0.08,23.1,2.63
2022-06,85.33,273.46,87.02,2.62,38.82,0.03,22.39,1.75
2022-07,84.68,265.75,95.78,2.97,42.27,0.07,22.43,3.53
2022-08,84.07,281.37,94.62,3.22,42.94,0.05,22.33,3.74
2022-09,83.77,275.26,97.18,3.52,46.14,0.15,22.42,2.84
2022-10,85.57,347.79,109.52,4.51,47.91,0.11,22.73,1.6
2022-11,85.73,349.49,109.95,4.4,42.59,0.11,22.76,1.07
2022-12,85.11,307.6,108.0,3.75,45.2,0.03,22.65,2.78
2023-01,85.06,286.98,101.91,3.21,39.6,0.11,22.59,1.98
2023-02,85.06,275.39,101.12,3.45,40.22,0.03,22.69,1.93
2023-03,85.57,345.69,111.97,4.24,47.24,0.06,22.69,1.18
2023-04,84.97,271.64,91.1,2.64,37.41,0.06,22.95,1.62
2023-05,84.27,237.21,92.46,2.36,42.49,0.06,23.25,3.7
2023-06,84.1,203.13,78.72,1.96,34.1,0.06,22.89,4.66
2023-07,83.25,196.61,80.89,2.21,39.73,0.07,22.59,6.2
2023-08,80.55,157.32,56.47,1.48,27.25,0.36,22.39,8.38
2023-09,78.91,175.49,68.16,2.15,32.19,1.09,22.5,8.54
2023-10,78.96,181.07,65.18,1.75,29.46,2.5,23.03,8.86
2023-11,83.37,290.0,100.73,3.37,45.57,0.91,23.36,3.13
2023-12,85.5,333.33,111.22,3.85,47.6,0.27,23.42,1.55
