Month,pr,rx5day,rx1day,r20mm,r50mm,hurs,tasmin,cdd
1988-02,22.87,13.4,7.83,0.2,0.02,51.98,14.21,27.2
1988-03,31.93,19.31,9.34,0.38,0.08,46.3,17.38,21.97
1988-04,37.78,19.97,8.95,0.28,0.03,45.07,21.68,25.84
1988-05,63.09,29.7,13.24,0.67,0.22,47.74,24.74,18.87
1988-06,158.61,86.74,36.93,1.93,0.37,63.35,24.47,16.28
1988-07,370.24,145.11,61.75,5.0,1.13,82.0,23.9,2.44
1988-08,272.62,120.89,52.39,3.24,0.68,82.38,23.47,3.81
1988-09,193.64,90.35,39.65,1.81,0.3,78.81,22.89,6.51
1988-10,42.94,37.54,17.43,0.45,0.1,63.24,18.6,22.99
1988-11,21.2,15.91,8.13,0.29,0.06,56.77,14.26,27.38
1988-12,19.09,20.61,9.79,0.23,0.03,60.78,11.9,28.82
1989-01,13.34,11.0,6.2,0.17,0.02,55.99,9.97,26.43
1989-02,11.97,6.44,3.77,0.13,0.01,45.29,12.15,26.42
1989-03,27.0,16.74,10.82,0.25,0.01,47.37,16.73,27.49
1989-04,27.73,16.62,6.56,0.35,0.07,38.88,20.35,24.55
1989-05,48.87,30.56,14.89,0.49,0.12,45.76,23.82,23.21
1989-06,198.17,94.25,42.42,2.51,0.53,67.45,23.81,13.27
1989-07,313.78,144.4,65.54,4.17,0.99,78.25,23.45,4.41
1989-08,258.71,98.76,44.22,3.2,0.51,80.37,23.13,4.35
1989-09,155.62,70.09,28.37,1.59,0.15,76.3,22.33,8.38
1989-10,49.76,29.02,11.23,0.44,0.08,61.84,18.98,21.85
1989-11,21.96,13.95,7.45,0.16,0.03,58.56,14.68,24.67
1989-12,18.66,16.57,7.92,0.09,0.0,63.31,11.35,26.43
1990-01,12.14,7.71,3.61,0.12,0.01,56.3,11.72,27.8
1990-02,43.29,24.79,12.2,0.35,0.02,58.78,13.74,25.39
1990-03,40.79,25.48,11.1,0.42,0.06,51.46,16.38,20.58
1990-04,45.26,21.65,10.12,0.54,0.11,44.51,20.88,21.59
1990-05,133.38,69.31,30.08,1.41,0.32,60.26,23.65,14.64
1990-06,206.41,105.29,40.55,2.72,0.53,68.07,24.32,9.78
1990-07,299.19,125.62,56.06,4.3,0.8,79.29,23.44,5.02
1990-08,308.89,131.38,62.92,3.91,0.87,81.35,23.41,4.15
1990-09,191.77,80.65,35.52,2.04,0.27,79.95,22.52,5.75
1990-10,99.83,57.97,23.86,1.16,0.14,69.66,18.98,15.43
1990-11,31.63,23.91,12.55,0.35,0.06,62.76,15.41,21.84
1990-12,25.13,20.79,10.66,0.31,0.06,62.79,11.99,26.9
1991-01,13.11,10.65,5.0,0.06,0.01,60.43,10.65,23.3
1991-02,21.44,13.88,7.34,0.21,0.01,52.97,13.8,25.42
1991-03,29.24,18.55,9.02,0.29,0.01,49.36,17.79,20.57
1991-04,47.96,27.51,14.1,0.51,0.09,47.14,20.89,20.01
1991-05,70.2,31.8,12.27,0.75,0.2,49.16,24.33,20.01
1991-06,195.17,98.24,44.0,2.49,0.59,66.65,24.42,12.17
1991-07,286.67,120.38,53.28,3.9,0.82,76.15,24.08,7.8
1991-08,249.83,99.1,42.64,3.16,0.54,80.09,23.29,5.01
1991-09,116.15,62.67,23.37,1.16,0.13,73.56,22.34,13.97
1991-10,57.16,33.0,14.73,0.48,0.09,60.55,18.53,20.59
1991-11,31.93,23.92,11.33,0.31,0.06,61.94,14.54,23.03
1991-12,21.23,18.37,9.19,0.21,0.0,63.71,11.51,28.43
1992-01,20.75,15.57,7.21,0.26,0.03,59.07,10.54,25.51
1992-02,15.72,9.23,5.69,0.14,0.01,54.55,12.16,23.61
1992-03,21.27,10.1,4.42,0.28,0.03,42.98,17.18,27.71
1992-04,23.38,12.43,5.06,0.16,0.01,42.26,20.98,24.74
1992-05,52.45,25.09,11.27,0.43,0.07,48.18,23.4,18.38
1992-06,124.83,71.12,33.86,1.37,0.36,59.05,24.74,14.27
1992-07,251.71,108.22,47.89,3.23,0.57,74.75,23.86,8.35
1992-08,259.52,102.62,46.21,3.06,0.52,81.95,23.3,3.97
1992-09,138.9,86.12,39.61,1.59,0.28,75.27,21.81,13.57
1992-10,52.26,35.38,19.03,0.5,0.07,66.67,19.18,18.29
1992-11,35.05,23.58,11.81,0.33,0.04,63.43,15.18,24.55
1992-12,6.23,4.77,2.33,0.04,0.0,60.67,11.19,28.68
1993-01,13.8,7.87,4.12,0.12,0.0,58.14,10.96,25.59
1993-02,23.84,19.72,9.24,0.28,0.03,50.93,13.38,25.97
1993-03,33.91,24.83,10.59,0.44,0.05,48.46,16.33,22.91
1993-04,30.77,16.71,7.28,0.26,0.01,45.12,20.87,20.45
1993-05,72.16,32.43,14.57,0.79,0.15,49.07,24.22,19.23
1993-06,179.24,89.11,39.27,2.28,0.47,64.05,24.66,11.07
1993-07,293.37,127.09,60.48,3.92,0.84,77.89,23.89,5.23
1993-08,197.7,89.98,38.56,2.48,0.44,76.77,23.54,8.01
1993-09,199.73,87.08,37.81,2.09,0.34,79.36,22.46,6.52
1993-10,86.4,38.22,16.9,0.59,0.07,69.14,19.75,15.78
1993-11,28.09,18.38,8.19,0.28,0.05,62.0,15.14,23.54
1993-12,20.5,15.94,9.37,0.28,0.06,60.94,11.21,27.38
1994-01,27.37,21.02,11.37,0.24,0.01,63.77,11.99,15.45
1994-02,29.59,18.78,12.21,0.31,0.02,57.14,12.98,18.53
1994-03,25.37,15.05,5.92,0.31,0.06,44.95,17.95,27.34
1994-04,49.49,25.81,12.81,0.41,0.07,47.81,20.58,19.26
1994-05,49.55,29.25,11.24,0.42,0.08,47.63,24.3,17.67
1994-06,228.09,105.14,46.08,3.14,0.66,67.11,24.52,14.57
1994-07,342.2,131.81,61.64,4.5,0.91,81.97,23.67,2.64
1994-08,276.41,106.67,53.2,3.52,0.68,82.52,23.35,3.32
1994-09,129.03,86.06,36.02,1.41,0.27,74.09,21.84,12.33
1994-10,83.65,42.86,20.02,0.7,0.11,66.06,18.81,17.73
1994-11,27.31,21.64,9.12,0.24,0.05,63.31,14.89,22.53
1994-12,10.69,6.22,2.64,0.13,0.01,59.17,10.93,29.28
1995-01,38.96,29.69,19.95,0.5,0.06,62.67,10.05,16.3
1995-02,23.15,14.25,7.98,0.21,0.01,54.96,13.21,24.64
1995-03,28.37,18.74,9.4,0.2,0.01,50.04,16.79,23.04
1995-04,32.71,15.36,6.87,0.27,0.03,43.82,20.7,18.57
1995-05,79.28,49.6,23.41,1.02,0.28,49.15,23.91,20.39
1995-06,141.15,74.33,33.12,1.63,0.36,59.93,25.34,20.03
1995-07,300.4,119.17,50.36,3.87,0.72,78.29,24.07,7.42
1995-08,251.27,114.25,46.49,2.71,0.5,81.56,23.65,3.96
1995-09,160.25,98.15,43.17,1.85,0.43,76.61,22.52,10.19
1995-10,80.46,40.73,17.26,0.59,0.06,69.01,19.85,15.1
1995-11,42.43,31.38,20.42,0.58,0.17,61.45,14.84,22.46
1995-12,12.21,8.98,4.66,0.07,0.0,61.8,12.1,28.26
1996-01,22.37,15.45,9.04,0.21,0.02,63.27,11.77,19.26
1996-02,28.37,17.77,10.95,0.35,0.03,55.72,13.63,25.1
1996-03,32.21,17.61,8.3,0.41,0.07,47.69,18.26,23.58
1996-04,34.88,21.0,9.06,0.27,0.02,45.51,20.98,24.11
1996-05,48.17,21.15,8.86,0.49,0.11,46.47,23.93,21.4
1996-06,209.47,125.39,57.54,2.7,0.77,65.27,24.43,14.13
1996-07,283.04,122.2,50.47,3.52,0.74,77.6,23.88,6.1
1996-08,265.41,101.75,43.49,3.05,0.45,82.41,23.2,3.86
1996-09,148.5,67.06,25.8,1.12,0.1,78.04,22.58,8.31
1996-10,88.16,56.84,28.52,1.03,0.19,69.02,18.96,16.27
1996-11,14.8,9.88,4.24,0.1,0.01,60.35,14.19,23.76
1996-12,20.55,13.13,6.21,0.26,0.05,57.68,10.7,27.61
1997-01,19.11,14.26,8.96,0.12,0.0,60.95,10.19,15.75
1997-02,10.95,5.12,2.96,0.05,0.0,49.52,12.0,24.18
1997-03,28.6,19.04,7.71,0.27,0.02,47.88,17.27,27.07
1997-04,44.41,24.2,11.59,0.26,0.0,50.56,19.7,16.94
1997-05,48.5,26.74,12.05,0.38,0.04,49.03,22.83,18.96
1997-06,171.33,89.81,39.57,1.84,0.39,64.92,24.08,12.12
1997-07,311.51,138.46,60.48,4.18,0.88,78.1,24.17,5.41
1997-08,260.96,116.56,56.14,3.45,0.82,79.5,23.37,3.99
1997-09,144.17,71.51,32.05,1.15,0.21,77.7,22.53,7.74
1997-10,57.17,29.55,12.89,0.24,0.0,72.1,18.88,13.42
1997-11,56.7,28.17,14.61,0.39,0.03,72.34,16.48,15.17
1997-12,56.57,38.39,21.74,0.6,0.08,76.6,12.88,15.05
1998-01,20.08,13.22,6.38,0.14,0.01,65.82,11.67,23.23
1998-02,25.78,16.47,9.86,0.29,0.03,58.55,13.71,20.93
1998-03,40.6,22.11,13.42,0.44,0.05,52.92,16.6,19.73
1998-04,37.94,19.82,10.09,0.31,0.05,49.54,21.8,19.28
1998-05,62.26,34.59,17.95,0.61,0.13,50.17,24.74,16.26
1998-06,181.81,101.39,45.62,2.36,0.55,63.3,25.26,17.64
1998-07,280.98,120.73,53.07,3.84,0.74,79.25,24.21,5.32
1998-08,229.52,86.72,38.37,2.39,0.35,81.21,23.97,4.28
1998-09,176.5,86.45,34.72,1.85,0.23,80.53,23.05,5.89
1998-10,103.67,63.61,32.71,1.03,0.22,74.71,20.54,10.65
1998-11,37.74,27.11,13.39,0.39,0.05,67.52,15.85,18.52
1998-12,9.84,7.02,2.6,0.12,0.01,62.14,11.22,29.05
1999-01,13.24,7.73,4.1,0.11,0.0,61.98,10.37,25.62
1999-02,14.79,10.47,6.14,0.08,0.0,57.3,14.45,24.58
1999-03,12.77,7.67,3.7,0.14,0.01,43.11,17.54,28.57
1999-04,19.3,11.52,4.89,0.18,0.02,40.57,21.79,26.05
1999-05,98.16,46.53,22.47,1.07,0.19,56.02,23.96,22.72
1999-06,179.99,96.12,43.61,2.44,0.57,67.4,24.0,11.3
1999-07,273.5,114.58,51.07,3.67,0.75,77.32,23.87,7.76
1999-08,206.68,86.49,36.66,2.42,0.39,79.16,23.32,6.62
1999-09,154.9,72.66,29.07,1.31,0.18,77.63,22.76,7.93
1999-10,98.55,50.81,22.51,0.74,0.11,71.77,19.83,13.4
1999-11,16.45,12.95,5.49,0.14,0.02,59.99,15.0,26.58
1999-12,4.93,3.47,1.75,0.02,0.0,61.14,11.37,28.83
2000-01,14.18,9.06,4.58,0.11,0.01,59.22,11.21,24.15
2000-02,28.91,18.39,10.49,0.24,0.01,58.26,12.59,24.24
2000-03,16.83,9.13,4.75,0.15,0.01,44.15,16.25,27.24
2000-04,35.8,18.88,8.09,0.35,0.07,44.98,21.91,24.86
2000-05,92.09,46.69,20.32,0.86,0.18,56.78,24.2,16.23
2000-06,206.53,95.86,43.63,2.78,0.55,70.02,24.21,8.87
2000-07,267.14,121.68,52.51,3.41,0.65,78.94,23.64,6.64
2000-08,229.4,97.4,42.21,2.73,0.46,79.24,23.5,7.74
2000-09,124.18,66.25,27.21,1.18,0.22,74.42,22.32,11.39
2000-10,45.06,25.16,12.12,0.36,0.06,62.15,19.77,19.69
2000-11,13.98,8.9,4.94,0.11,0.03,58.36,15.4,26.46
2000-12,11.27,12.04,6.35,0.09,0.02,54.72,10.8,29.01
2001-01,6.43,4.68,2.88,0.02,0.0,57.08,10.56,27.65
2001-02,10.84,7.55,4.01,0.08,0.0,48.86,13.25,26.04
2001-03,20.42,11.94,6.46,0.12,0.0,46.67,17.22,25.25
2001-04,43.71,27.33,12.74,0.37,0.06,47.47,21.08,19.05
2001-05,64.23,32.89,13.43,0.58,0.11,53.29,24.34,19.13
2001-06,241.21,116.52,50.37,3.11,0.54,72.38,23.99,7.99
2001-07,280.8,115.74,51.13,3.5,0.72,80.37,23.83,4.17
2001-08,205.63,86.94,37.21,2.1,0.28,79.88,23.52,5.6
2001-09,108.25,54.48,20.77,0.88,0.08,72.17,22.6,12.41
2001-10,96.61,59.84,25.22,0.88,0.15,68.92,20.05,16.16
2001-11,24.31,15.75,6.82,0.19,0.02,60.64,15.59,23.21
2001-12,11.27,7.85,3.43,0.1,0.01,60.55,11.69,28.7
2002-01,19.78,15.78,7.96,0.12,0.0,61.42,11.07,20.08
2002-02,22.69,18.09,11.05,0.27,0.02,55.29,13.62,22.92
2002-03,19.28,13.26,6.81,0.18,0.02,46.28,17.69,26.6
2002-04,36.25,17.11,8.4,0.35,0.04,45.48,21.85,21.16
2002-05,63.44,28.32,14.35,0.63,0.1,51.64,24.6,21.06
2002-06,191.37,102.2,46.31,2.2,0.54,67.1,24.61,10.07
2002-07,146.88,64.34,28.41,1.68,0.3,69.95,24.65,10.73
2002-08,275.41,114.89,50.76,3.5,0.66,79.95,23.51,5.52
2002-09,131.54,75.29,32.18,1.61,0.21,73.76,22.11,11.41
2002-10,62.49,36.13,17.64,0.61,0.06,63.68,19.55,18.55
2002-11,23.38,16.48,9.31,0.23,0.04,59.23,15.17,23.74
2002-12,11.71,10.39,5.93,0.06,0.01,59.82,12.33,28.99
2003-01,12.42,12.9,5.7,0.1,0.0,60.74,10.83,27.66
2003-02,36.58,26.27,15.19,0.39,0.09,60.24,14.47,18.91
2003-03,30.58,20.09,10.12,0.26,0.03,48.85,17.22,23.68
2003-04,35.94,17.68,8.32,0.32,0.02,45.84,21.83,19.87
2003-05,32.17,16.58,7.29,0.34,0.04,44.46,23.96,22.63
2003-06,188.59,89.39,36.25,2.52,0.44,63.64,24.93,20.05
2003-07,321.79,116.54,51.04,4.13,0.68,80.56,23.89,3.14
2003-08,251.7,103.2,46.93,2.72,0.46,81.4,23.7,3.27
2003-09,185.81,76.58,32.02,1.91,0.24,79.2,22.76,6.28
2003-10,95.35,50.68,23.16,1.15,0.2,67.62,19.37,17.37
2003-11,16.45,10.12,5.07,0.15,0.02,61.85,15.05,26.3
2003-12,22.58,17.56,11.93,0.21,0.06,63.78,11.83,28.56
2004-01,26.17,16.18,9.54,0.21,0.0,65.87,11.4,20.94
2004-02,7.61,7.05,2.78,0.05,0.0,52.43,13.18,25.38
2004-03,15.12,11.37,4.79,0.13,0.02,42.91,18.47,28.78
2004-04,55.86,32.15,12.9,0.57,0.15,48.02,22.3,21.69
2004-05,73.74,42.03,16.05,0.8,0.12,53.04,24.13,18.88
2004-06,174.37,96.64,40.85,2.16,0.54,66.73,24.21,13.24
2004-07,254.94,105.23,39.58,3.25,0.53,75.28,23.95,5.73
2004-08,254.93,110.02,47.76,3.06,0.61,80.25,23.41,5.93
2004-09,129.4,59.36,25.74,1.16,0.12,74.78,22.78,11.61
2004-10,89.36,56.87,26.68,0.91,0.16,68.97,18.72,15.72
2004-11,19.88,12.89,6.84,0.14,0.01,60.24,14.93,25.12
2004-12,8.09,5.73,3.56,0.08,0.01,61.16,12.07,28.87
2005-01,31.59,21.94,11.23,0.27,0.01,63.19,11.35,20.68
2005-02,26.87,20.77,6.8,0.3,0.02,56.25,13.98,20.91
2005-03,35.6,20.36,10.43,0.38,0.03,51.28,18.3,23.63
2005-04,38.09,23.1,9.24,0.31,0.03,44.52,20.82,23.07
2005-05,43.43,21.39,8.46,0.32,0.03,47.92,23.74,19.92
2005-06,144.92,94.6,37.72,1.79,0.4,58.67,25.32,17.1
2005-07,314.91,142.57,59.95,4.27,0.85,79.53,23.97,4.21
2005-08,178.44,94.63,40.28,2.09,0.39,77.61,23.57,7.43
2005-09,203.54,98.01,48.39,2.42,0.52,78.81,22.93,9.21
2005-10,104.52,52.83,23.09,1.17,0.18,68.82,19.65,16.0
2005-11,26.16,15.16,6.67,0.31,0.06,59.64,14.13,25.88
2005-12,12.94,8.75,5.05,0.11,0.01,59.33,10.86,28.27
2006-01,12.5,8.15,3.53,0.16,0.03,56.37,11.01,27.29
2006-02,10.41,6.1,3.03,0.11,0.02,49.54,15.02,26.43
2006-03,38.81,25.3,15.0,0.32,0.02,51.6,17.31,27.2
2006-04,34.98,21.74,12.48,0.43,0.04,46.31,21.44,24.75
2006-05,87.74,58.16,20.69,0.91,0.18,55.47,24.34,19.21
2006-06,152.79,83.55,32.59,1.77,0.25,65.57,24.44,11.43
2006-07,299.47,129.45,62.86,4.13,1.01,77.93,24.23,5.59
2006-08,287.48,132.6,58.59,3.71,0.98,80.55,23.48,4.08
2006-09,158.75,86.18,38.29,1.81,0.31,77.31,22.7,8.05
2006-10,49.25,31.98,11.4,0.35,0.05,67.38,20.08,18.49
2006-11,41.35,21.59,9.18,0.23,0.02,66.89,16.09,20.94
2006-12,10.92,7.68,4.57,0.1,0.02,63.52,12.31,27.08
2007-01,3.79,2.73,1.78,0.02,0.0,57.35,11.05,28.88
2007-02,41.68,27.69,15.22,0.51,0.05,59.82,14.19,23.58
2007-03,24.11,17.8,9.68,0.29,0.04,49.99,17.16,22.58
2007-04,37.72,19.06,8.01,0.38,0.07,46.44,22.16,25.25
2007-05,50.11,23.45,9.93,0.33,0.04,51.43,24.48,18.38
2007-06,238.78,128.54,53.11,2.97,0.73,67.93,24.9,12.08
2007-07,302.26,136.3,57.18,3.92,0.9,78.57,24.19,4.33
2007-08,280.12,122.29,53.94,3.45,0.68,80.5,23.75,4.47
2007-09,218.9,101.3,43.3,2.6,0.46,79.34,22.9,5.62
2007-10,69.47,39.81,17.52,0.79,0.12,62.8,18.89,19.97
2007-11,17.33,15.04,6.94,0.1,0.01,60.79,15.18,24.58
2007-12,17.05,12.5,7.39,0.18,0.05,61.74,12.04,27.84
2008-01,23.35,15.06,8.52,0.3,0.03,58.1,10.93,24.8
2008-02,20.14,13.89,6.89,0.12,0.0,54.16,12.24,22.14
2008-03,51.89,31.35,15.39,0.56,0.06,50.5,18.05,26.69
2008-04,30.8,19.61,8.91,0.24,0.03,46.6,21.14,21.11
2008-05,49.71,23.88,9.53,0.34,0.01,50.71,23.92,23.36
2008-06,249.9,103.12,44.84,3.36,0.53,72.29,24.22,10.55
2008-07,275.45,115.49,47.35,3.66,0.59,77.79,24.07,5.4
2008-08,283.57,119.54,49.73,3.68,0.6,81.61,23.46,4.48
2008-09,174.66,94.96,43.18,1.82,0.38,77.17,22.34,8.31
2008-10,60.16,33.82,14.84,0.46,0.07,65.57,19.53,18.54
2008-11,36.49,26.1,12.87,0.4,0.12,61.72,15.47,26.33
2008-12,11.23,10.07,4.1,0.1,0.01,65.13,13.21,28.26
2009-01,11.84,7.2,3.75,0.09,0.0,62.39,12.57,25.14
2009-02,11.24,6.54,3.47,0.13,0.01,50.72,14.46,26.01
2009-03,19.31,11.83,6.15,0.12,0.02,45.27,17.92,28.69
2009-04,23.16,12.95,6.4,0.2,0.02,41.31,21.68,22.85
2009-05,64.78,31.85,16.69,0.63,0.11,50.76,24.21,22.84
2009-06,100.26,64.24,25.41,1.09,0.16,57.25,25.04,14.81
2009-07,322.41,127.88,57.7,4.59,1.08,77.23,24.24,4.73
2009-08,228.22,99.7,44.58,3.0,0.42,76.99,24.02,7.64
2009-09,173.31,106.8,43.74,2.18,0.44,74.92,23.1,11.32
2009-10,81.27,81.32,31.93,1.05,0.25,62.96,19.32,21.86
2009-11,66.03,41.69,20.37,0.76,0.11,66.56,15.88,24.54
2009-12,17.56,12.28,6.39,0.11,0.02,64.74,12.77,26.33
2010-01,11.85,10.14,5.93,0.05,0.0,63.76,11.13,20.46
2010-02,17.42,13.15,7.69,0.18,0.05,55.07,14.33,25.96
2010-03,20.16,14.49,5.84,0.25,0.07,46.13,19.45,27.28
2010-04,43.17,22.93,8.48,0.5,0.15,43.31,23.35,24.7
2010-05,69.58,35.68,17.03,0.84,0.17,49.65,25.18,18.59
2010-06,159.64,79.1,36.27,2.08,0.45,62.36,25.13,16.23
2010-07,341.11,124.91,54.97,4.77,0.87,80.39,24.13,4.21
2010-08,299.68,116.15,49.87,3.66,0.54,83.09,24.03,2.77
2010-09,209.0,95.24,40.26,2.24,0.31,80.18,22.74,6.52
2010-10,85.82,45.18,20.94,0.77,0.1,70.15,20.46,13.94
2010-11,66.88,35.0,15.19,0.54,0.05,72.65,17.12,17.09
2010-12,31.42,30.21,13.84,0.45,0.05,65.67,11.53,24.97
2011-01,8.22,5.28,3.06,0.06,0.0,59.16,9.86,26.93
2011-02,25.2,16.65,9.46,0.27,0.02,57.36,13.63,25.21
2011-03,20.15,12.2,5.78,0.23,0.02,47.34,17.57,26.37
2011-04,41.9,23.68,11.95,0.33,0.03,48.9,20.87,22.03
2011-05,54.87,28.66,10.78,0.51,0.09,52.3,24.47,19.14
2011-06,204.43,102.59,45.81,2.75,0.63,68.1,24.52,11.58
2011-07,280.75,104.31,44.64,3.59,0.56,79.09,24.03,4.91
2011-08,340.71,134.3,58.42,4.72,0.83,83.22,23.75,2.91
2011-09,199.31,96.64,38.91,2.53,0.39,79.67,22.86,7.89
2011-10,47.66,22.68,9.14,0.29,0.01,65.26,19.82,18.78
2011-11,19.26,11.23,4.64,0.19,0.02,62.53,15.88,26.06
2011-12,12.3,12.82,7.61,0.14,0.01,61.99,11.86,28.54
2012-01,23.87,13.96,8.99,0.21,0.01,63.55,10.84,21.29
2012-02,14.32,8.18,4.64,0.15,0.0,50.82,12.93,25.21
2012-03,12.98,7.25,3.92,0.09,0.01,43.23,16.86,27.57
2012-04,42.19,20.25,8.31,0.42,0.04,48.38,21.77,23.15
2012-05,31.64,20.09,7.72,0.22,0.03,46.42,24.35,20.04
2012-06,125.81,67.98,28.88,1.66,0.41,58.68,25.42,20.64
2012-07,285.18,104.59,47.68,3.96,0.64,77.18,24.27,7.9
2012-08,295.83,115.84,52.28,3.71,0.69,81.35,23.75,4.16
2012-09,194.72,99.87,42.69,2.2,0.35,78.88,22.89,7.86
2012-10,67.2,46.02,21.23,0.81,0.15,65.07,19.06,20.24
2012-11,29.1,31.31,13.53,0.34,0.06,62.76,14.77,24.68
2012-12,13.85,10.09,6.53,0.13,0.02,63.27,12.19,27.6
2013-01,12.54,10.88,6.98,0.16,0.03,60.61,10.63,24.49
2013-02,40.41,24.95,14.76,0.53,0.04,60.09,13.98,23.34
2013-03,16.21,9.37,5.34,0.11,0.0,48.19,17.69,24.36
2013-04,32.95,21.21,9.9,0.27,0.02,47.64,21.41,21.22
2013-05,61.65,34.35,14.94,0.78,0.18,48.23,24.71,21.19
2013-06,259.35,118.21,49.79,3.75,0.77,72.46,24.34,13.98
2013-07,346.35,124.45,55.41,5.04,0.96,81.66,23.96,3.38
2013-08,258.1,108.35,46.0,3.27,0.47,82.44,23.52,3.84
2013-09,170.72,86.61,35.5,1.9,0.24,77.39,22.96,9.14
2013-10,132.91,72.17,36.35,1.59,0.3,75.35,20.55,11.39
2013-11,15.24,9.42,5.35,0.08,0.01,64.62,14.66,24.69
2013-12,9.75,7.58,3.93,0.06,0.0,64.2,11.65,29.15
2014-01,20.38,13.71,9.4,0.26,0.01,67.28,11.61,20.87
2014-02,34.52,22.28,12.11,0.33,0.01,60.77,13.14,24.17
2014-03,27.44,20.46,8.98,0.24,0.01,54.19,17.2,21.38
2014-04,19.81,11.02,5.23,0.09,0.0,45.66,21.21,24.61
2014-05,66.6,40.44,22.43,0.8,0.17,51.38,23.87,19.36
2014-06,101.54,52.84,21.2,1.24,0.19,59.43,25.58,16.13
2014-07,297.46,123.99,53.76,4.23,0.86,75.66,24.53,9.28
2014-08,249.9,117.03,48.98,3.27,0.62,78.49,23.92,5.73
2014-09,171.2,101.13,43.29,2.05,0.4,77.54,22.85,9.54
2014-10,72.49,42.26,25.14,0.7,0.18,68.37,20.36,15.93
2014-11,21.94,15.05,8.2,0.2,0.03,62.64,15.83,22.7
2014-12,24.37,18.44,11.15,0.23,0.02,65.44,11.82,26.53
2015-01,22.1,18.79,8.56,0.14,0.0,67.82,11.42,22.16
2015-02,25.62,25.8,10.26,0.27,0.02,58.02,14.58,22.11
2015-03,48.43,34.26,17.41,0.59,0.05,56.65,17.99,17.41
2015-04,67.0,36.45,17.26,0.63,0.06,55.41,21.62,15.34
2015-05,54.23,26.44,11.18,0.47,0.05,51.64,24.88,16.71
2015-06,203.17,98.79,45.25,2.68,0.57,67.36,24.75,12.76
2015-07,275.75,120.67,53.51,3.84,0.84,76.29,24.58,7.29
2015-08,210.13,88.79,38.91,2.31,0.39,79.16,24.16,5.28
2015-09,138.72,80.73,37.59,1.74,0.34,73.14,23.25,11.68
2015-10,49.63,31.43,15.17,0.45,0.03,65.15,20.65,20.27
2015-11,48.15,25.41,12.02,0.52,0.14,65.55,17.07,22.77
2015-12,19.22,14.61,7.02,0.17,0.03,63.43,12.79,27.07
2016-01,11.73,8.48,5.32,0.06,0.0,62.69,12.06,20.9
2016-02,15.02,10.83,6.29,0.12,0.01,55.99,15.32,24.94
2016-03,27.57,15.8,8.34,0.22,0.01,51.9,19.4,21.96
2016-04,36.5,16.69,6.69,0.47,0.13,45.31,23.51,23.42
2016-05,69.82,35.52,17.09,0.7,0.16,53.56,25.13,21.81
2016-06,180.86,84.06,32.73,2.25,0.32,66.56,25.62,12.4
2016-07,343.97,136.26,53.62,4.91,0.92,80.78,24.49,3.25
2016-08,264.26,111.15,47.22,3.42,0.61,80.71,24.14,4.91
2016-09,182.18,74.4,29.12,2.12,0.21,77.93,23.42,8.54
2016-10,64.96,47.83,20.35,0.63,0.05,67.69,20.32,20.68
2016-11,11.63,10.4,4.62,0.1,0.02,59.99,15.12,26.18
2016-12,11.0,7.92,5.38,0.09,0.03,63.6,12.67,27.6
2017-01,24.44,15.55,8.76,0.32,0.03,64.14,11.85,23.7
2017-02,10.98,7.09,3.85,0.12,0.01,53.43,14.44,24.99
2017-03,31.81,20.82,9.78,0.29,0.04,49.49,18.12,26.55
2017-04,38.32,21.32,9.51,0.47,0.11,44.67,22.77,24.2
2017-05,53.58,26.62,11.72,0.41,0.07,51.52,25.23,18.55
2017-06,196.29,93.34,36.99,2.48,0.33,68.37,25.0,7.78
2017-07,311.9,137.29,58.36,4.28,0.99,79.87,24.48,4.28
2017-08,241.05,96.13,41.09,2.73,0.38,80.74,24.27,4.01
2017-09,169.76,78.49,33.9,1.81,0.23,77.87,23.62,7.19
2017-10,88.82,46.32,20.24,0.81,0.12,68.33,20.87,15.81
2017-11,26.75,18.82,9.43,0.28,0.06,64.08,15.75,24.46
2017-12,16.15,16.21,9.36,0.19,0.04,64.0,12.69,26.85
2018-01,5.06,4.17,2.34,0.02,0.0,59.56,11.02,27.53
2018-02,13.57,9.61,5.65,0.09,0.0,54.32,14.57,24.91
2018-03,18.49,11.76,6.57,0.15,0.01,47.01,18.67,25.96
2018-04,36.45,18.02,7.79,0.23,0.01,48.62,22.41,19.58
2018-05,61.93,29.38,11.87,0.58,0.06,51.97,24.9,17.97
2018-06,172.8,85.9,36.71,2.09,0.31,66.16,25.36,12.27
2018-07,316.9,126.17,52.19,4.73,0.77,79.76,24.57,4.6
2018-08,271.5,107.63,48.11,3.61,0.59,80.86,24.16,4.71
2018-09,134.11,73.71,35.46,1.45,0.26,75.46,22.85,8.78
2018-10,42.93,28.6,14.56,0.42,0.1,62.51,19.54,20.61
2018-11,23.11,12.25,6.84,0.24,0.03,61.7,15.87,23.91
2018-12,18.82,15.19,10.32,0.22,0.04,63.3,11.72,27.52
2019-01,21.44,14.18,8.32,0.22,0.01,61.28,10.77,22.9
2019-02,32.87,17.19,9.95,0.34,0.03,58.49,14.04,19.05
2019-03,19.59,11.33,6.08,0.12,0.01,50.82,17.9,21.36
2019-04,32.76,20.93,9.6,0.22,0.02,48.12,22.77,20.03
2019-05,45.06,23.27,12.67,0.42,0.11,48.55,24.96,19.96
2019-06,123.33,68.87,30.86,1.39,0.22,61.13,25.81,16.4
