Month,hurs,pr,r20mm,rx5day,hd35,rx1day,tasmax,cdd
2012-07,86.14,244.14,1.99,75.64,0.02,29.94,29.85,2.75
2012-08,84.91,220.18,1.92,74.78,0.04,29.84,30.32,4.01
2012-09,85.14,212.29,1.73,70.05,0.02,28.6,30.22,1.95
2012-10,86.68,328.57,3.74,99.39,0.02,38.11,29.91,1.26
2012-11,88.11,361.86,4.06,106.13,0.0,43.51,29.73,0.56
2012-12,87.72,378.21,4.51,137.97,0.0,56.78,29.33,0.94
2013-01,86.11,229.92,2.58,100.42,0.0,46.27,29.18,3.01
2013-02,86.88,332.29,4.61,117.95,0.03,48.99,29.29,2.12
2013-03,84.23,187.46,1.25,56.95,0.19,26.93,30.69,2.53
2013-04,86.01,305.12,2.92,90.65,0.08,31.82,30.79,1.03
2013-05,85.94,263.37,2.2,79.56,0.04,28.91,30.76,1.69
2013-06,82.71,152.53,0.75,57.9,0.3,21.68,31.13,6.19
2013-07,83.76,177.92,1.29,68.36,0.06,33.68,30.14,4.61
2013-08,84.12,199.69,1.44,67.36,0.03,24.98,30.21,2.33
2013-09,85.07,250.55,2.76,94.76,0.05,37.26,30.09,3.91
2013-10,85.82,275.64,2.42,85.99,0.04,29.27,30.01,1.18
2013-11,87.53,335.84,3.62,113.97,0.0,45.65,29.56,0.46
2013-12,88.12,395.24,4.98,158.15,0.0,69.4,29.0,0.92
2014-01,84.9,236.29,3.17,103.6,0.01,43.4,28.04,6.52
2014-02,80.1,102.62,0.93,53.71,0.4,21.57,29.99,10.21
2014-03,80.53,167.69,1.33,68.1,1.13,26.96,30.77,8.55
2014-04,84.39,227.63,1.38,73.0,0.11,29.22,30.84,1.54
2014-05,85.94,265.23,1.84,72.56,0.13,25.77,30.78,1.11
2014-06,84.08,161.42,0.63,59.49,0.21,21.17,31.07,3.26
2014-07,82.86,139.59,0.57,49.75,0.33,17.87,30.94,3.83
2014-08,85.79,303.84,2.9,89.97,0.08,39.54,29.97,1.47
2014-09,84.39,212.5,1.29,64.87,0.01,24.43,30.42,1.73
2014-10,86.09,288.41,2.64,84.49,0.03,35.84,30.18,1.14
2014-11,87.8,364.71,4.08,103.1,0.0,43.28,29.77,0.49
2014-12,87.74,386.32,4.69,148.24,0.0,66.25,28.99,1.34
2015-01,86.07,288.87,3.35,111.16,0.0,50.72,28.63,3.16
2015-02,82.35,134.72,1.17,67.03,0.12,32.97,29.43,5.68
2015-03,80.9,165.72,1.18,63.74,1.05,24.5,30.68,5.26
2015-04,83.67,243.5,2.18,72.37,0.91,30.62,31.16,1.64
2015-05,85.31,229.82,1.21,66.56,0.24,23.75,31.03,1.39
2015-06,84.76,183.83,1.5,80.11,0.21,30.27,30.82,4.07
2015-07,82.53,171.87,1.19,66.98,0.46,25.03,31.08,5.36
2015-08,85.51,209.99,1.39,72.81,0.18,30.76,30.45,2.13
2015-09,85.4,203.71,1.34,69.37,0.19,27.23,30.56,1.91
2015-10,85.21,241.19,2.19,87.19,0.14,33.39,30.51,2.62
2015-11,88.39,395.13,4.9,108.69,0.0,46.19,29.9,0.31
2015-12,85.52,225.58,2.08,94.29,0.02,33.64,30.13,2.88
2016-01,83.38,166.49,1.03,62.76,0.38,24.8,30.64,3.76
2016-02,82.69,197.28,1.63,75.52,0.53,36.84,30.28,3.27
2016-03,79.7,153.25,0.98,51.42,3.62,25.01,31.63,5.88
2016-04,80.49,193.63,1.58,65.36,3.74,32.46,32.31,3.95
2016-05,84.37,279.41,2.52,87.58,1.28,38.94,31.54,1.35
2016-06,84.65,204.87,1.83,72.42,0.26,31.57,30.53,2.88
2016-07,84.65,250.32,2.57,92.38,0.54,33.93,30.65,3.52
2016-08,82.35,162.14,0.73,63.34,0.66,20.34,31.33,3.08
2016-09,84.75,254.68,2.51,78.44,0.28,31.49,30.66,1.6
2016-10,85.04,280.83,3.06,89.23,0.39,32.11,30.56,1.69
2016-11,87.95,337.36,3.2,103.52,0.0,38.3,29.96,0.33
2016-12,86.91,264.43,2.16,92.68,0.0,33.26,29.98,1.74
2017-01,86.65,288.03,3.02,110.85,0.0,44.17,29.69,2.08
2017-02,85.21,240.65,2.94,101.4,0.0,38.15,29.61,3.53
2017-03,85.43,273.32,2.73,100.36,0.14,42.88,30.11,2.82
2017-04,86.22,267.88,2.22,86.29,0.03,33.84,30.69,1.1
2017-05,86.82,305.61,2.28,80.32,0.02,30.38,30.93,0.55
2017-06,85.61,198.4,1.1,59.63,0.06,25.47,30.5,2.11
2017-07,84.19,161.9,0.69,58.94,0.08,20.46,30.67,4.23
2017-08,86.02,298.41,3.35,104.52,0.03,42.48,30.28,1.87
2017-09,86.15,297.34,3.5,99.5,0.05,41.19,30.38,1.59
2017-10,85.42,247.48,2.48,83.45,0.07,32.47,30.44,3.24
2017-11,87.98,376.29,4.58,126.51,0.0,49.66,29.88,0.56
2017-12,87.33,306.19,3.43,112.58,0.0,42.4,29.48,1.5
2018-01,88.51,381.21,4.41,131.01,0.0,52.46,28.98,0.8
2018-02,83.66,171.16,1.71,69.65,0.03,31.15,29.76,4.24
2018-03,83.92,212.52,1.75,72.48,0.23,31.09,30.58,2.11
2018-04,84.47,243.06,2.15,84.55,0.21,32.29,30.95,1.71
2018-05,86.14,295.73,2.45,87.24,0.19,32.54,30.95,0.6
2018-06,83.91,174.31,1.27,72.27,0.27,25.57,30.95,3.29
2018-07,83.14,148.72,0.97,59.99,0.29,23.5,30.84,5.21
2018-08,80.92,121.88,0.7,52.72,0.59,20.69,31.38,5.11
2018-09,84.9,254.16,2.61,81.11,0.05,31.95,30.32,2.11
2018-10,86.36,331.37,3.69,105.31,0.04,41.14,30.36,0.74
2018-11,86.62,295.54,2.67,98.29,0.01,42.15,30.31,0.97
2018-12,86.95,284.59,2.41,96.04,0.0,41.5,30.04,1.16
2019-01,83.96,204.4,1.82,78.88,0.01,39.3,30.0,2.96
2019-02,80.83,135.51,0.9,50.78,1.08,21.03,30.83,4.15
2019-03,79.45,147.8,1.41,62.49,2.12,27.48,31.68,6.81
2019-04,82.62,193.73,1.68,75.64,1.47,31.99,31.75,2.91
2019-05,83.64,206.6,1.18,69.03,1.38,24.02,31.74,1.88
2019-06,86.41,270.22,2.84,94.67,0.05,37.31,30.73,1.5
2019-07,84.03,151.1,0.68,53.16,0.16,22.67,30.78,3.86
2019-08,82.51,137.96,0.84,55.97,0.48,23.75,31.06,6.14
2019-09,82.3,151.05,1.03,70.74,0.61,25.99,31.46,4.44
2019-10,86.19,344.74,3.41,93.61,0.22,34.74,30.51,0.33
2019-11,86.0,273.59,2.16,94.22,0.06,35.41,30.41,0.99
2019-12,86.62,309.62,3.45,116.07,0.01,55.35,29.29,2.51
2020-01,83.5,184.44,1.6,72.4,0.54,31.73,30.32,4.09
2020-02,82.38,172.06,1.87,72.87,0.49,37.99,30.31,4.59
2020-03,82.59,211.32,2.42,79.92,1.5,39.69,31.31,4.74
2020-04,83.74,251.92,2.85,87.91,1.06,35.15,31.55,2.68
2020-05,86.11,282.41,2.84,84.86,0.61,41.35,31.54,1.28
2020-06,87.03,274.03,2.8,85.24,0.02,36.77,30.29,1.6
2020-07,87.06,308.66,3.04,87.44,0.02,36.64,30.15,1.17
2020-08,84.32,205.23,1.57,76.36,0.22,37.46,30.9,3.49
2020-09,86.45,337.83,4.24,114.68,0.14,48.09,30.31,1.78
2020-10,86.12,260.21,2.43,86.34,0.04,35.55,30.18,1.79
2020-11,88.1,380.02,4.47,122.51,0.01,56.31,29.79,0.57
2020-12,87.22,282.95,2.56,97.73,0.0,42.29,29.57,1.12
2021-01,87.24,325.57,4.17,136.65,0.0,54.09,28.51,2.47
2021-02,81.74,131.14,1.05,63.05,0.47,26.7,29.86,7.14
2021-03,83.38,268.22,2.87,104.87,0.63,39.93,30.6,4.92
2021-04,84.06,217.0,1.39,75.93,0.04,30.17,30.81,2.47
2021-05,86.01,290.19,2.97,93.4,0.11,38.44,30.73,1.95
2021-06,84.91,218.21,1.68,67.98,0.06,26.89,30.55,1.79
2021-07,83.65,181.47,1.82,87.42,0.09,37.44,30.75,5.44
2021-08,85.73,334.33,3.75,109.36,0.06,45.59,30.21,1.65
2021-09,85.5,297.2,3.7,98.06,0.05,45.06,30.1,1.88
2021-10,84.36,258.17,2.71,95.53,0.41,43.48,30.85,4.3
2021-11,86.86,350.71,4.36,121.53,0.02,56.19,29.99,1.07
2021-12,85.91,290.82,3.14,122.97,0.0,57.04,29.52,2.55
2022-01,84.34,250.38,2.77,106.77,0.17,42.6,29.59,4.78
2022-02,85.1,290.71,3.59,129.44,0.12,59.27,29.82,2.95
2022-03,85.34,289.96,3.23,101.7,0.12,47.51,30.51,1.56
2022-04,85.48,255.06,2.21,83.77,0.11,31.39,30.59,1.54
2022-05,84.54,247.16,2.29,80.45,0.16,34.39,30.98,2.8
2022-06,85.75,280.9,2.12,83.3,0.04,36.51,30.29,0.86
2022-07,83.9,186.97,1.3,72.33,0.31,28.75,30.59,3.39
2022-08,84.85,299.9,3.41,99.88,0.13,44.37,30.44,2.09
2022-09,85.02,270.02,2.98,87.22,0.04,39.79,30.01,1.34
2022-10,86.85,376.88,4.76,123.52,0.03,49.3,29.84,0.78
2022-11,87.42,333.48,3.53,107.43,0.0,45.08,29.8,0.98
2022-12,87.13,362.27,5.03,140.27,0.0,62.47,28.8,3.03
2023-01,86.29,286.25,2.81,108.36,0.0,48.02,29.1,1.99
2023-02,85.09,234.54,2.57,105.88,0.02,53.42,29.43,2.28
2023-03,83.75,242.24,2.69,100.27,0.21,35.17,30.05,3.85
2023-04,82.52,176.23,1.09,65.0,1.18,25.66,31.46,2.88
2023-05,82.29,188.68,1.27,65.45,1.87,29.2,31.89,2.59
2023-06,83.1,194.0,1.26,75.65,0.85,25.81,31.32,2.69
2023-07,83.31,206.46,2.14,78.23,0.42,35.87,30.93,4.32
2023-08,84.52,280.89,3.19,90.51,0.21,40.46,30.92,2.06
2023-09,85.18,312.89,3.82,114.13,0.03,50.79,30.76,1.68
2023-10,84.76,330.32,3.7,103.3,0.12,47.23,31.26,1.24
2023-11,86.88,347.05,4.01,108.2,0.05,45.86,30.41,0.63
2023-12,87.11,367.98,4.4,132.44,0.0,66.08,30.14,0.95
