Month,hurs,pr,r20mm,rx5day,hd35,rx1day,tasmax,cdd
1981-02,85.28,185.71,1.22,65.67,0.12,23.94,29.26,2.49
1981-03,82.95,173.78,1.33,67.11,0.34,28.31,30.16,3.23
1981-04,86.48,240.24,1.84,85.93,0.09,33.63,30.18,1.44
1981-05,86.87,267.63,1.81,78.03,0.08,30.59,30.36,0.62
1981-06,83.68,109.36,0.32,48.12,0.28,16.09,30.55,4.78
1981-07,84.11,201.08,1.5,78.13,0.38,31.94,30.07,2.63
1981-08,79.63,88.17,0.37,60.68,0.82,16.25,31.17,10.94
1981-09,86.48,283.68,3.48,100.86,0.05,42.24,29.51,2.47
1981-10,86.23,269.53,2.26,83.2,0.05,32.26,29.69,2.1
1981-11,87.92,292.88,2.66,95.93,0.01,33.86,29.07,1.37
1981-12,86.26,222.54,1.58,90.18,0.01,36.8,28.25,4.24
1982-01,83.59,210.0,1.85,76.45,0.13,32.84,28.49,5.8
1982-02,83.27,161.84,1.11,65.11,0.43,23.69,29.44,3.78
1982-03,83.25,190.04,1.28,75.06,0.38,32.39,30.12,3.0
1982-04,86.79,265.27,1.82,70.29,0.02,26.2,30.06,0.52
1982-05,87.02,238.68,1.31,74.13,0.05,24.69,30.07,0.99
1982-06,84.71,129.42,0.38,52.93,0.05,16.53,30.06,6.19
1982-07,83.87,131.25,0.48,46.09,0.05,19.07,29.85,5.16
1982-08,84.41,168.28,0.65,49.15,0.05,19.45,29.85,3.24
1982-09,84.01,182.31,1.11,66.59,0.21,26.23,30.16,3.3
1982-10,86.53,249.29,1.53,71.84,0.01,24.87,29.48,1.15
1982-11,86.31,231.91,1.2,72.05,0.02,29.19,29.73,1.3
1982-12,86.86,239.75,1.71,79.47,0.02,29.37,29.01,1.66
1983-01,83.74,170.68,1.54,66.93,0.14,23.72,29.25,4.66
1983-02,80.21,93.73,0.39,38.11,0.96,19.37,30.76,7.13
1983-03,78.96,87.06,0.16,31.98,2.49,12.58,31.67,6.52
1983-04,78.52,142.86,1.02,71.12,3.93,34.15,32.16,5.99
1983-05,86.06,238.94,1.46,69.52,0.19,24.03,30.63,1.14
1983-06,85.77,190.57,1.15,67.08,0.08,26.31,30.3,2.51
1983-07,87.11,237.9,1.42,68.49,0.02,24.33,29.73,1.63
1983-08,86.14,232.17,1.69,75.42,0.07,30.92,30.04,1.87
1983-09,87.46,307.53,3.21,93.15,0.04,32.21,29.48,1.32
1983-10,86.3,228.23,1.58,74.36,0.03,29.59,29.72,1.77
1983-11,87.3,241.43,1.57,82.12,0.0,27.19,28.94,1.55
1983-12,89.28,408.44,4.86,149.78,0.0,55.25,27.82,0.9
1984-01,88.41,310.17,3.1,109.91,0.0,32.74,27.86,1.1
1984-02,88.79,343.65,3.83,128.76,0.0,52.19,27.86,1.2
1984-03,87.29,278.15,2.17,82.86,0.01,31.04,29.16,2.05
1984-04,87.52,303.91,2.73,94.1,0.03,35.38,29.68,0.96
1984-05,88.07,314.67,2.61,81.65,0.0,28.36,29.59,0.68
1984-06,86.24,182.27,1.02,66.31,0.02,21.46,29.75,2.62
1984-07,87.26,266.3,2.2,88.97,0.01,31.54,29.06,1.52
1984-08,84.38,151.71,0.49,47.8,0.04,17.64,30.11,2.85
1984-09,86.34,263.19,1.71,78.97,0.0,26.28,29.37,0.85
1984-10,87.22,265.26,1.94,78.02,0.03,26.9,29.1,1.47
1984-11,87.53,270.79,2.07,77.03,0.0,30.56,29.06,0.89
1984-12,88.22,299.78,2.7,90.6,0.0,30.69,28.34,1.53
1985-01,83.79,160.95,0.99,75.32,0.01,21.26,28.79,4.9
1985-02,85.71,221.41,2.04,87.3,0.03,36.63,29.68,3.29
1985-03,86.86,273.47,2.64,81.82,0.0,32.22,29.4,1.17
1985-04,86.37,219.78,1.14,69.28,0.04,24.76,29.97,1.55
1985-05,87.47,280.17,1.97,77.4,0.01,26.71,29.87,1.25
1985-06,81.66,91.56,0.3,43.72,0.29,15.81,30.55,7.94
1985-07,84.5,195.33,0.91,65.79,0.06,23.2,29.41,5.44
1985-08,84.68,208.91,1.34,63.61,0.03,25.05,30.01,2.11
1985-09,86.28,267.18,2.25,86.17,0.01,29.19,29.35,1.63
1985-10,87.99,313.61,2.52,88.4,0.0,29.24,29.1,0.92
1985-11,88.24,299.48,2.21,82.12,0.0,28.45,29.06,0.47
1985-12,87.57,253.34,1.88,83.62,0.0,27.92,28.65,1.92
1986-01,87.56,330.59,4.52,133.57,0.02,53.17,27.55,3.22
1986-02,83.01,153.1,1.26,60.22,0.17,22.61,29.09,4.46
1986-03,86.33,310.32,3.66,101.49,0.06,37.13,29.01,1.71
1986-04,86.19,247.15,1.74,70.33,0.03,22.99,30.06,0.87
1986-05,84.65,157.36,0.55,57.57,0.13,22.43,30.56,3.07
1986-06,85.64,174.97,0.96,64.2,0.02,22.9,29.98,2.86
1986-07,83.42,141.36,0.52,49.72,0.15,20.99,30.11,4.35
1986-08,82.11,131.97,0.58,56.34,0.33,19.7,30.48,4.06
1986-09,86.38,289.49,2.66,91.37,0.02,33.35,29.7,1.23
1986-10,88.12,347.13,3.02,96.75,0.0,36.66,29.38,0.2
1986-11,88.57,322.91,3.2,112.74,0.0,40.25,28.67,0.64
1986-12,86.13,202.07,1.12,77.14,0.0,23.42,28.73,2.18
1987-01,85.76,231.63,2.55,79.72,0.12,29.82,28.15,3.0
1987-02,80.97,94.17,0.51,42.83,0.65,18.82,29.45,7.44
1987-03,83.41,208.37,1.65,74.94,0.19,27.5,30.41,2.37
1987-04,83.51,192.02,1.31,72.92,0.39,24.23,30.77,2.99
1987-05,86.39,255.66,1.67,80.41,0.04,26.22,30.27,1.04
1987-06,85.44,173.49,1.01,69.52,0.03,23.08,30.55,3.19
1987-07,83.33,132.34,0.41,53.84,0.07,17.98,30.29,5.29
1987-08,86.69,269.33,2.25,80.87,0.01,27.44,29.81,1.48
1987-09,85.62,232.67,1.87,82.63,0.0,30.01,30.12,2.64
1987-10,87.52,330.4,2.67,92.64,0.0,35.03,29.91,0.28
1987-11,87.55,310.88,3.29,108.42,0.0,41.59,29.59,1.09
1987-12,88.65,390.71,4.78,154.39,0.0,61.97,28.45,1.89
1988-01,85.66,259.24,2.82,87.06,0.08,33.65,29.23,3.17
1988-02,85.73,216.4,1.77,78.34,0.11,26.26,29.57,1.86
1988-03,85.55,297.05,3.74,114.97,0.2,46.53,30.12,2.56
1988-04,84.88,238.66,1.88,83.61,0.11,29.88,30.76,1.95
1988-05,86.84,260.57,2.24,86.62,0.02,31.12,30.33,2.16
1988-06,85.43,177.74,0.85,63.52,0.04,23.56,30.33,2.32
1988-07,86.26,219.96,1.38,72.72,0.0,28.59,29.65,1.61
1988-08,87.38,357.19,4.47,105.49,0.01,38.95,29.44,0.92
1988-09,87.14,307.81,3.06,87.34,0.0,34.81,29.57,0.92
1988-10,85.28,201.1,1.16,63.76,0.03,22.76,29.85,2.08
1988-11,89.42,431.85,4.94,161.81,0.0,67.91,28.42,0.52
1988-12,86.45,220.25,1.81,138.59,0.0,45.38,27.93,2.96
1989-01,86.37,238.57,2.04,79.37,0.05,30.79,28.65,2.57
1989-02,83.01,189.4,1.86,70.59,0.32,30.77,29.01,5.49
1989-03,86.06,252.96,1.83,80.83,0.1,28.63,29.22,2.11
1989-04,85.94,231.64,1.77,84.68,0.06,30.56,29.81,3.09
1989-05,86.79,246.91,1.14,69.41,0.0,22.36,30.03,1.15
1989-06,85.28,187.67,0.81,58.37,0.03,21.37,29.79,2.63
1989-07,84.95,187.91,0.82,59.24,0.04,20.23,29.92,3.99
1989-08,85.05,192.8,1.04,64.21,0.02,23.04,29.87,1.77
1989-09,86.14,268.99,2.52,84.13,0.0,31.31,29.67,1.37
1989-10,87.23,303.48,2.26,80.57,0.0,27.85,29.4,0.6
1989-11,87.83,283.04,2.34,89.77,0.0,34.94,29.07,0.97
1989-12,85.42,198.68,1.61,73.42,0.0,26.95,28.73,4.23
1990-01,85.68,226.76,2.32,91.3,0.07,42.81,28.51,3.82
1990-02,82.85,138.13,0.86,55.17,0.32,23.08,29.87,4.26
1990-03,81.76,175.38,1.54,60.41,0.69,25.86,30.29,4.55
1990-04,84.92,220.65,1.99,76.52,0.06,32.8,30.61,2.06
1990-05,86.11,222.94,1.33,72.41,0.04,25.11,30.43,1.75
1990-06,83.72,135.62,0.49,52.41,0.11,19.34,30.61,3.45
1990-07,83.84,185.73,0.96,58.33,0.04,23.15,30.0,3.01
1990-08,81.5,123.55,0.59,54.54,0.39,18.65,30.54,6.88
1990-09,85.58,276.18,2.79,96.99,0.05,37.94,29.64,1.69
1990-10,86.57,304.15,2.7,93.66,0.0,31.58,29.76,1.66
1990-11,86.96,249.41,2.41,95.26,0.01,33.85,29.17,1.54
1990-12,86.04,266.74,2.92,98.69,0.0,44.1,28.69,3.48
1991-01,85.46,270.48,3.44,113.71,0.02,47.85,28.7,4.05
1991-02,83.52,163.72,1.35,76.76,0.3,28.28,29.45,4.39
1991-03,82.41,190.98,1.48,75.14,0.32,32.83,30.23,4.62
1991-04,85.39,275.82,2.67,94.35,0.07,39.22,30.26,1.76
1991-05,87.9,311.42,2.56,90.03,0.0,27.73,29.67,0.61
1991-06,84.77,189.06,2.29,111.2,0.03,47.19,30.31,5.61
1991-07,83.85,143.5,0.62,57.72,0.05,19.7,30.28,4.68
1991-08,84.33,172.36,0.6,51.01,0.06,19.06,30.33,2.36
1991-09,85.62,215.63,1.33,70.49,0.0,26.18,29.91,1.9
1991-10,86.3,269.82,2.12,80.1,0.0,26.99,29.44,1.48
1991-11,88.58,319.75,2.68,85.79,0.0,28.16,28.51,0.45
1991-12,88.72,381.82,4.74,133.81,0.0,57.45,28.04,1.15
1992-01,84.6,128.74,0.5,49.24,0.0,17.73,28.59,4.09
1992-02,83.6,161.36,0.96,60.89,0.03,31.07,29.56,3.43
1992-03,81.81,136.96,0.7,57.36,0.36,21.51,30.44,4.71
1992-04,82.98,173.98,0.91,61.87,0.58,24.5,30.84,2.78
1992-05,86.34,251.49,1.83,75.58,0.13,31.72,30.18,1.03
1992-06,85.45,197.65,1.65,78.64,0.03,28.81,29.98,3.68
1992-07,85.27,231.56,1.5,78.07,0.0,33.97,29.68,2.54
1992-08,83.26,145.84,0.49,47.23,0.09,18.75,30.4,3.13
1992-09,83.83,219.98,1.28,76.41,0.14,27.91,30.17,2.48
1992-10,86.88,277.5,2.13,75.96,0.02,26.73,29.15,0.87
1992-11,88.05,305.91,2.86,89.34,0.0,32.83,28.23,1.33
1992-12,87.81,284.21,2.65,96.98,0.0,38.57,28.0,2.34
1993-01,84.53,197.0,1.86,95.52,0.0,39.79,28.44,5.1
1993-02,83.1,126.86,0.71,53.37,0.12,21.27,29.0,5.75
1993-03,84.03,224.65,1.78,80.55,0.07,31.66,29.38,3.7
1993-04,84.73,202.15,1.19,67.92,0.05,24.12,30.12,1.98
1993-05,86.24,258.44,1.89,81.05,0.04,30.5,30.13,1.13
1993-06,84.83,191.71,1.08,71.54,0.12,30.33,30.36,2.54
1993-07,85.93,216.49,1.39,79.16,0.0,27.34,29.64,2.21
1993-08,84.52,169.61,0.63,55.64,0.06,21.76,30.03,3.33
1993-09,85.94,260.88,1.88,73.66,0.0,25.98,29.64,1.43
1993-10,87.68,320.04,2.55,86.94,0.01,30.08,29.23,0.49
1993-11,87.75,325.11,3.33,105.49,0.0,41.67,29.19,1.0
1993-12,88.07,388.13,4.13,174.76,0.0,86.4,28.54,1.02
1994-01,84.31,234.44,2.43,92.34,0.01,41.93,28.82,4.13
1994-02,83.97,197.16,1.93,91.72,0.11,37.45,29.7,4.09
1994-03,86.78,330.46,3.66,98.88,0.05,39.52,29.14,1.6
1994-04,86.05,242.85,1.58,74.44,0.01,24.72,30.13,1.48
1994-05,86.27,237.2,1.13,69.06,0.01,23.52,30.15,1.48
1994-06,85.85,216.96,1.73,70.37,0.01,28.28,29.9,1.72
1994-07,81.88,89.51,0.19,47.12,0.05,13.52,30.34,5.5
1994-08,84.66,232.11,1.83,71.76,0.09,31.55,29.8,4.52
1994-09,84.92,190.27,1.01,63.88,0.01,20.57,29.88,2.82
1994-10,85.94,274.5,1.95,89.79,0.02,33.73,29.63,1.01
1994-11,87.73,342.77,3.84,95.7,0.0,38.05,29.01,0.65
1994-12,85.75,230.91,2.27,85.15,0.0,33.53,28.97,4.07
1995-01,85.06,211.44,1.94,75.43,0.05,36.13,28.76,2.96
1995-02,84.77,245.11,2.64,88.78,0.2,37.61,29.09,2.98
1995-03,83.86,231.65,2.13,77.96,0.28,34.97,29.87,3.1
1995-04,85.01,238.8,1.89,75.51,0.11,30.48,30.24,1.84
1995-05,84.83,227.91,1.76,86.66,0.07,39.77,30.51,3.06
1995-06,86.09,219.0,1.2,67.46,0.04,23.75,30.23,1.69
1995-07,85.27,256.19,2.64,85.74,0.01,44.56,29.66,2.22
1995-08,87.35,383.12,4.7,120.2,0.0,46.73,29.36,1.41
1995-09,85.46,233.71,2.07,74.46,0.0,28.03,29.73,2.03
1995-10,86.51,299.64,2.59,83.91,0.02,30.47,29.81,1.03
1995-11,88.36,353.77,4.3,109.46,0.0,43.63,28.98,0.8
1995-12,87.33,291.6,3.14,105.36,0.0,51.49,28.41,2.87
1996-01,86.3,307.52,3.55,114.31,0.03,54.4,27.96,3.82
1996-02,85.76,272.29,3.64,122.77,0.11,48.12,28.23,3.34
1996-03,82.83,203.73,1.97,76.23,0.34,29.69,30.12,6.25
1996-04,85.12,276.38,2.67,92.15,0.08,36.72,30.33,2.0
1996-05,85.1,188.43,0.69,61.57,0.02,22.7,30.52,2.87
1996-06,86.49,253.57,2.08,80.83,0.01,30.0,29.93,2.01
1996-07,83.45,179.02,1.71,80.7,0.04,32.79,30.28,7.21
1996-08,85.18,280.22,2.76,92.31,0.03,32.65,29.8,3.91
1996-09,83.83,208.73,1.92,80.73,0.07,30.86,30.21,2.51
1996-10,86.93,345.86,4.18,98.09,0.0,40.24,29.33,1.37
1996-11,86.39,243.48,1.88,78.87,0.01,28.68,29.33,2.11
1996-12,87.53,335.44,4.03,122.46,0.0,49.06,28.27,2.89
1997-01,81.94,143.89,1.18,66.1,0.05,25.55,28.95,6.09
1997-02,85.66,260.54,3.13,97.28,0.02,39.42,28.9,2.98
1997-03,82.78,151.49,0.65,68.39,0.12,22.37,30.09,3.89
1997-04,85.6,231.4,1.62,77.99,0.03,30.11,30.05,1.93
1997-05,83.88,170.21,1.25,73.66,0.2,28.34,30.56,4.87
1997-06,83.05,152.81,0.48,56.55,0.26,18.82,30.77,2.81
1997-07,84.61,189.36,1.55,84.47,0.02,30.8,29.97,3.27
1997-08,83.13,161.72,0.61,56.2,0.08,19.93,30.58,4.1
1997-09,85.69,235.16,1.56,77.72,0.04,28.1,29.94,1.97
1997-10,86.59,300.96,2.37,83.27,0.02,28.73,29.79,0.71
1997-11,87.07,286.69,2.41,85.46,0.0,28.95,29.8,0.63
1997-12,85.87,244.0,2.08,84.85,0.0,35.5,29.43,2.34
1998-01,83.1,140.84,0.63,57.02,0.14,21.0,30.03,4.02
1998-02,78.51,89.91,0.4,38.16,1.84,14.9,31.34,5.73
1998-03,77.59,141.59,0.87,52.46,3.14,24.15,31.96,5.09
1998-04,77.61,165.43,1.21,52.49,5.43,21.96,32.56,4.44
1998-05,82.07,206.69,1.38,71.4,2.17,28.67,32.02,2.18
1998-06,84.79,249.02,2.14,80.49,0.32,36.21,30.66,2.07
1998-07,85.53,279.05,2.3,78.86,0.07,31.85,30.13,1.19
1998-08,86.54,337.94,3.53,94.24,0.01,37.16,29.85,0.78
1998-09,85.06,282.85,2.89,82.99,0.02,30.66,30.21,1.25
1998-10,85.37,297.69,3.09,99.04,0.15,39.38,30.08,1.78
1998-11,87.14,300.54,3.14,97.24,0.0,38.31,29.43,0.97
1998-12,87.96,302.61,3.02,98.85,0.0,39.11,28.75,1.16
1999-01,87.09,312.87,3.74,121.76,0.0,49.41,28.74,2.02
1999-02,84.74,215.66,2.11,92.15,0.01,39.28,29.09,2.55
1999-03,86.04,308.06,3.31,91.2,0.03,34.59,29.75,1.06
1999-04,84.75,229.05,1.71,73.3,0.03,26.39,30.37,2.38
1999-05,86.39,302.72,2.43,81.45,0.0,27.28,29.84,1.57
1999-06,83.76,176.98,1.26,58.1,0.02,24.24,30.1,4.01
1999-07,83.14,149.71,0.76,62.83,0.06,21.48,29.94,6.16
1999-08,84.35,253.91,2.55,94.08,0.03,36.15,29.89,2.69
1999-09,84.17,245.39,2.19,88.53,0.03,33.73,30.12,2.6
1999-10,87.22,366.84,4.48,104.18,0.0,43.37,29.32,0.8
1999-11,86.17,230.88,1.46,76.43,0.0,25.76,29.46,2.13
1999-12,87.7,332.41,3.63,118.61,0.0,53.89,28.51,1.99
2000-01,86.37,300.77,3.57,103.12,0.0,46.39,28.55,2.15
2000-02,85.71,271.01,3.17,94.66,0.04,39.82,29.14,3.07
2000-03,85.02,254.65,2.35,91.2,0.01,33.48,29.89,2.86
2000-04,85.99,284.55,2.43,83.08,0.0,35.77,30.06,1.4
2000-05,83.86,156.05,0.45,58.16,0.08,18.29,30.8,3.62
2000-06,85.91,223.49,1.79,75.79,0.02,30.24,29.6,1.45
2000-07,82.03,134.57,0.72,65.12,0.13,20.78,30.5,5.91
2000-08,83.72,196.34,1.42,75.31,0.07,28.32,29.95,4.09
2000-09,84.54,288.28,2.8,98.3,0.11,34.01,30.24,2.09
2000-10,85.25,264.33,2.31,105.02,0.14,38.17,29.94,2.53
2000-11,87.28,335.15,3.62,118.19,0.0,52.5,29.45,0.94
2000-12,86.31,257.16,2.47,98.64,0.0,38.96,29.32,3.49
2001-01,87.06,342.91,3.91,121.15,0.0,57.48,28.82,1.44
2001-02,85.12,222.88,2.24,99.2,0.06,41.36,29.08,2.96
2001-03,85.14,287.16,2.77,87.65,0.09,36.78,30.02,2.56
2001-04,86.17,287.02,2.52,85.53,0.02,30.58,30.26,0.72
2001-05,85.04,197.62,0.9,61.54,0.02,21.65,30.73,1.47
2001-06,84.35,175.81,0.78,62.37,0.03,21.15,30.08,3.17
2001-07,81.58,174.83,1.13,72.68,0.14,29.12,30.71,7.91
2001-08,82.58,150.87,0.78,61.83,0.18,20.72,30.54,5.04
2001-09,84.63,303.45,2.95,93.01,0.1,39.78,30.27,1.15
2001-10,86.68,304.65,2.92,92.67,0.07,32.74,29.72,1.21
2001-11,87.37,273.27,2.44,89.56,0.0,32.23,29.07,1.51
2001-12,85.58,274.8,2.95,116.89,0.0,54.64,28.89,4.14
2002-01,84.12,202.35,1.86,90.66,0.12,38.01,28.86,3.93
2002-02,80.12,140.82,1.17,55.89,0.71,22.33,29.78,8.16
2002-03,80.6,181.56,1.43,67.56,1.38,27.92,30.62,5.36
2002-04,82.76,209.84,1.63,73.27,0.28,29.43,30.88,2.37
2002-05,83.4,190.36,1.5,79.47,0.23,28.01,31.03,2.84
2002-06,83.48,179.93,1.37,78.0,0.25,34.02,30.47,5.32
2002-07,80.59,112.56,0.38,47.57,0.31,19.36,31.02,6.73
2002-08,80.31,163.87,1.21,62.23,0.29,26.14,30.54,6.9
2002-09,83.24,210.26,1.48,70.56,0.11,30.24,30.33,1.6
2002-10,84.46,255.17,1.89,77.23,0.14,29.77,30.24,1.44
2002-11,85.9,286.54,2.53,96.91,0.02,37.91,29.89,1.46
2002-12,84.34,200.48,1.32,63.15,0.03,23.24,30.1,2.04
2003-01,84.23,263.08,2.73,111.82,0.06,47.54,29.15,3.47
2003-02,82.25,126.74,0.72,62.39,0.35,20.2,29.61,5.62
2003-03,82.57,232.53,2.22,83.44,1.04,37.15,30.43,5.2
2003-04,83.29,183.55,1.02,61.51,0.44,22.37,30.76,2.57
2003-05,81.53,151.98,1.26,72.15,0.87,30.29,31.1,9.05
2003-06,81.78,198.94,1.44,70.48,0.83,31.64,30.87,10.06
2003-07,83.69,186.04,1.42,67.35,0.14,25.02,30.05,4.11
2003-08,83.33,204.99,1.74,79.27,0.2,29.87,30.47,3.29
2003-09,83.01,194.31,1.38,68.07,0.09,27.63,30.34,2.27
2003-10,85.94,290.87,2.95,98.1,0.02,38.37,29.65,1.38
2003-11,86.41,264.64,2.1,91.45,0.0,34.57,29.65,0.82
2003-12,86.84,305.37,3.98,120.62,0.0,53.86,28.38,2.71
2004-01,84.36,231.12,2.3,93.53,0.1,38.8,29.32,3.44
2004-02,81.78,110.03,0.64,54.43,0.48,18.73,29.66,7.48
2004-03,83.53,205.73,1.78,86.03,0.3,39.23,30.25,6.25
2004-04,82.41,174.44,1.31,65.05,1.15,29.02,31.06,3.03
2004-05,82.81,190.34,1.75,79.81,0.74,32.56,30.84,5.49
2004-06,79.83,87.29,0.42,42.76,0.67,18.86,30.97,7.08
2004-07,84.18,234.5,1.91,73.19,0.13,29.3,29.7,2.65
2004-08,79.97,93.94,0.46,45.07,0.26,17.81,30.77,10.18
2004-09,84.03,304.37,3.52,93.53,0.31,44.92,30.1,2.48
2004-10,84.33,215.32,1.69,89.01,0.01,27.81,29.86,2.45
2004-11,84.95,240.79,1.85,80.78,0.05,31.72,29.81,2.3
2004-12,85.59,285.03,3.26,117.64,0.01,48.55,28.94,3.18
2005-01,81.08,130.91,1.13,65.96,0.43,32.56,29.12,8.36
2005-02,78.98,113.75,0.59,45.76,1.83,20.14,30.62,7.14
2005-03,79.89,190.6,1.94,86.62,1.36,34.47,30.65,4.32
2005-04,82.22,171.27,1.29,78.24,0.82,26.12,30.85,3.15
2005-05,84.43,239.9,1.8,76.77,0.62,32.48,30.58,2.14
2005-06,83.13,182.53,1.16,57.79,0.52,24.68,30.77,2.56
2005-07,81.72,158.07,1.08,64.37,0.56,24.54,30.64,4.38
2005-08,80.49,174.25,1.44,76.78,1.14,31.71,31.1,5.08
2005-09,81.11,185.28,1.37,66.3,0.99,32.13,31.09,3.65
2005-10,85.57,320.4,3.28,91.59,0.07,39.16,29.88,0.96
2005-11,86.78,295.6,2.33,104.85,0.0,44.12,29.34,0.75
2005-12,87.5,324.35,2.97,104.42,0.0,50.54,28.66,1.03
2006-01,85.29,241.11,2.43,99.4,0.01,43.73,29.11,3.74
2006-02,85.43,267.74,2.91,112.45,0.09,49.61,29.49,1.61
2006-03,83.3,192.63,1.68,76.36,0.54,30.44,30.25,3.64
2006-04,85.78,275.54,2.52,81.16,0.06,32.21,30.36,0.99
2006-05,86.47,297.21,2.61,91.81,0.02,43.03,30.16,1.06
2006-06,85.77,226.4,1.55,72.16,0.04,26.88,29.92,3.13
2006-07,84.17,174.7,0.6,51.96,0.05,18.92,30.59,2.8
2006-08,83.11,182.32,1.46,75.57,0.15,28.3,30.42,3.65
2006-09,85.85,250.66,2.06,93.48,0.01,38.84,29.7,2.02
2006-10,86.23,262.92,1.87,80.09,0.0,29.01,29.76,1.82
2006-11,86.29,278.5,2.04,79.05,0.02,28.2,30.01,0.68
2006-12,86.18,307.27,3.3,107.07,0.01,41.26,29.53,1.74
2007-01,87.12,373.97,4.82,152.63,0.0,67.14,28.48,2.13
2007-02,83.85,196.74,1.96,72.75,0.06,32.35,29.57,4.34
2007-03,83.01,217.45,2.2,83.21,0.35,32.33,30.44,4.46
2007-04,84.75,272.89,2.47,85.46,0.07,36.24,30.53,1.82
2007-05,85.58,283.61,2.16,81.67,0.01,32.48,30.73,0.94
2007-06,86.05,279.55,2.34,92.58,0.0,42.28,30.21,1.8
2007-07,84.7,239.39,2.27,97.21,0.06,40.26,30.05,4.33
2007-08,83.74,214.54,1.56,88.61,0.05,27.45,30.19,5.02
2007-09,85.26,256.2,2.72,100.59,0.01,46.68,30.0,2.14
2007-10,86.24,324.34,3.28,92.84,0.04,33.55,29.92,1.75
2007-11,87.12,283.95,2.22,86.28,0.0,32.79,29.14,1.33
2007-12,87.07,343.2,4.67,119.8,0.0,53.64,28.85,2.75
2008-01,85.31,253.62,1.94,94.69,0.07,36.9,29.34,2.7
2008-02,83.67,263.07,3.14,115.92,0.2,57.39,29.01,5.86
2008-03,86.75,372.51,4.38,112.95,0.01,44.22,29.4,0.77
2008-04,85.67,282.2,2.33,80.78,0.01,31.49,30.23,0.65
2008-05,84.39,194.04,0.86,65.04,0.0,21.22,30.5,2.6
2008-06,85.59,245.02,1.75,87.3,0.01,37.11,29.92,1.84
2008-07,85.93,279.68,2.95,92.82,0.0,42.66,29.57,2.22
2008-08,85.23,288.67,2.75,98.64,0.01,37.76,29.97,2.1
2008-09,84.79,250.07,2.74,102.28,0.01,35.83,30.06,1.8
2008-10,86.39,355.69,3.8,124.93,0.01,53.87,29.87,1.04
2008-11,87.65,374.35,4.3,117.23,0.0,49.29,29.45,0.52
2008-12,87.01,360.24,4.16,132.39,0.0,59.52,28.89,1.86
2009-01,86.18,356.26,4.7,166.87,0.0,64.71,28.35,3.33
2009-02,83.33,212.62,2.44,99.87,0.24,41.66,29.6,4.22
2009-03,85.67,311.27,2.96,92.92,0.0,37.85,29.89,1.09
2009-04,84.25,229.43,2.17,84.81,0.15,29.82,30.72,2.99
2009-05,83.96,205.18,1.26,72.55,0.2,28.46,30.89,2.34
2009-06,82.77,159.66,0.75,58.06,0.19,22.47,30.93,3.47
2009-07,82.28,145.19,0.56,57.5,0.15,19.67,30.46,4.29
2009-08,82.43,227.63,1.89,77.8,0.49,30.64,30.82,5.76
2009-09,83.27,172.61,0.94,65.92,0.19,23.58,30.81,2.83
2009-10,84.5,269.41,2.17,80.17,0.11,30.08,30.37,1.23
2009-11,87.08,357.84,4.27,133.04,0.0,57.22,29.42,0.95
2009-12,86.11,286.7,2.83,100.3,0.0,48.5,29.23,2.24
2010-01,85.65,266.59,2.79,122.31,0.02,48.23,29.17,3.04
2010-02,81.46,128.31,0.75,55.79,0.41,28.53,30.78,3.99
2010-03,81.17,199.44,1.77,75.52,1.2,35.12,31.14,3.96
2010-04,84.36,228.66,1.69,74.57,0.41,32.19,31.18,1.44
2010-05,84.76,250.38,2.08,79.13,0.43,35.25,31.44,2.21
2010-06,85.06,260.52,2.25,80.5,0.17,34.81,30.63,1.75
2010-07,86.31,304.38,3.21,100.86,0.0,45.09,29.76,1.41
2010-08,85.03,248.72,2.21,95.71,0.06,40.02,30.27,2.07
2010-09,85.58,306.97,3.45,98.85,0.05,37.99,30.1,1.21
2010-10,84.04,251.79,2.64,102.04,0.13,46.41,30.45,3.63
2010-11,86.8,336.38,3.32,105.38,0.0,42.47,29.72,0.83
2010-12,87.61,339.9,3.91,102.83,0.0,37.78,28.93,0.93
2011-01,87.24,365.44,4.7,127.1,0.0,54.36,28.46,2.05
2011-02,84.86,208.43,1.99,80.96,0.09,33.98,29.35,3.02
2011-03,87.01,372.63,4.53,133.07,0.05,55.59,29.17,1.84
2011-04,85.64,249.83,1.92,89.07,0.0,30.61,30.1,1.16
2011-05,85.74,230.19,1.23,82.99,0.1,31.63,30.6,1.54
2011-06,85.53,204.18,1.42,66.8,0.04,25.34,30.45,2.42
2011-07,84.15,136.03,0.69,59.61,0.05,21.73,30.53,2.86
2011-08,85.24,236.34,1.95,73.69,0.04,31.1,30.34,2.29
2011-09,84.65,216.95,1.73,74.41,0.02,30.25,30.36,2.16
2011-10,85.96,282.94,2.36,82.39,0.01,28.85,30.05,1.26
2011-11,87.24,303.86,2.7,102.27,0.0,30.7,29.59,1.25
2011-12,87.52,331.48,3.61,115.89,0.0,57.53,28.95,1.17
2012-01,86.24,269.78,2.92,93.76,0.0,39.37,29.19,2.71
2012-02,85.99,255.45,2.04,90.05,0.03,31.9,29.69,1.7
2012-03,86.15,312.92,3.69,106.97,0.0,43.17,29.77,1.4
2012-04,86.33,288.2,2.32,79.32,0.02,29.97,30.33,1.09
2012-05,85.14,203.89,1.04,61.59,0.02,24.95,30.73,1.77
2012-06,82.74,107.98,0.42,51.56,0.02,18.61,30.77,8.19
