Month,pr,r20mm,r50mm,tasmin,tas,tasmax,hurs,rx5day
2019-01,20.12,0.1,0.01,-12.56,-7.17,-1.75,61.23,10.34
2019-02,32.69,0.17,0.01,-9.92,-4.34,1.0,58.43,14.78
2019-03,41.04,0.37,0.03,-3.75,2.38,8.12,51.0,18.71
2019-04,57.21,0.51,0.03,3.77,9.72,15.24,52.16,24.06
2019-05,82.96,0.82,0.06,7.99,13.4,18.52,53.66,37.75
2019-06,121.29,1.36,0.21,13.13,17.98,22.8,61.21,51.64
2019-07,142.85,1.43,0.18,15.41,19.94,24.63,65.91,56.91
2019-08,119.39,1.11,0.15,14.9,19.59,24.55,65.79,52.63
2019-09,68.36,0.52,0.06,10.39,15.66,21.31,61.81,36.38
2019-10,45.23,0.19,0.0,3.02,8.27,13.95,60.95,21.12
2019-11,20.62,0.04,0.0,-4.31,0.99,6.53,58.0,9.96
2019-12,16.04,0.02,0.0,-11.16,-5.91,-0.19,60.85,9.69
2020-01,32.21,0.27,0.01,-11.83,-6.65,-1.24,66.24,18.23
2020-02,30.02,0.22,0.01,-8.99,-2.93,3.01,57.35,16.22
2020-03,45.04,0.38,0.02,-2.96,2.99,8.45,52.05,19.33
2020-04,45.27,0.32,0.01,2.35,8.34,13.87,48.16,24.15
2020-05,83.74,0.84,0.08,8.75,14.2,19.41,54.4,39.26
2020-06,132.45,1.61,0.22,13.34,18.11,22.87,61.4,53.88
2020-07,143.33,1.46,0.28,15.57,20.02,24.65,66.23,57.99
2020-08,141.77,1.62,0.23,14.92,19.5,24.36,66.96,56.81
2020-09,102.45,0.93,0.1,10.41,15.08,20.15,65.56,43.54
2020-10,39.83,0.25,0.03,2.83,7.93,13.57,56.92,21.36
2020-11,23.11,0.13,0.01,-3.95,1.1,6.66,57.78,16.16
2020-12,10.97,0.0,0.0,-11.69,-6.77,-1.4,60.44,6.0
2021-01,12.26,0.0,0.0,-13.04,-7.2,-1.25,53.65,6.43
2021-02,26.55,0.19,0.02,-7.66,-1.41,4.77,52.75,16.55
2021-03,40.4,0.18,0.0,-1.79,3.99,9.4,53.01,20.57
2021-04,53.6,0.32,0.01,2.46,7.96,13.04,53.48,24.99
2021-05,98.32,1.03,0.12,8.62,13.93,19.02,56.01,42.53
2021-06,117.09,1.17,0.11,13.51,18.26,23.05,61.64,53.72
2021-07,140.14,1.43,0.25,16.51,21.02,25.74,65.95,62.41
2021-08,137.27,1.39,0.18,14.5,18.92,23.64,67.7,58.05
2021-09,91.96,0.85,0.13,10.88,15.97,21.47,64.6,41.31
2021-10,61.02,0.53,0.07,3.01,8.02,13.48,61.85,33.63
2021-11,28.83,0.2,0.0,-5.77,-0.38,5.52,59.12,17.51
2021-12,13.78,0.05,0.0,-10.98,-5.5,0.38,59.21,8.62
2022-01,26.25,0.09,0.0,-12.3,-7.0,-1.38,63.35,12.57
2022-02,31.37,0.23,0.01,-11.81,-6.16,-0.74,58.95,14.88
2022-03,49.1,0.47,0.03,-1.69,4.39,10.15,51.19,24.95
2022-04,58.21,0.63,0.05,3.46,9.47,15.11,47.94,29.85
2022-05,93.32,0.93,0.11,8.83,14.21,19.34,54.67,40.22
2022-06,134.44,1.63,0.21,14.12,18.93,23.74,61.06,55.72
2022-07,112.02,1.11,0.16,16.18,21.06,26.06,62.1,51.97
2022-08,103.06,0.83,0.1,15.54,20.11,25.08,66.25,44.03
2022-09,66.2,0.47,0.06,10.42,15.66,21.27,60.46,33.45
2022-10,43.84,0.3,0.03,2.32,7.64,13.38,59.24,27.87
2022-11,36.09,0.25,0.01,-3.83,1.49,7.15,60.93,19.66
2022-12,11.24,0.01,0.0,-11.94,-6.73,-1.09,54.69,8.37
2023-01,13.08,0.04,0.0,-12.86,-7.07,-1.04,54.25,8.53
2023-02,23.16,0.05,0.0,-7.97,-2.33,3.22,56.53,12.72
2023-03,35.56,0.25,0.03,-2.25,3.99,9.88,49.15,21.39
2023-04,61.78,0.6,0.07,2.5,8.28,13.64,50.11,29.25
2023-05,76.38,0.67,0.06,7.83,13.22,18.28,54.88,34.27
2023-06,104.37,1.04,0.13,13.47,18.54,23.52,58.42,48.1
2023-07,135.24,1.39,0.19,16.27,20.86,25.6,64.4,57.32
2023-08,130.52,1.23,0.14,15.33,19.87,24.7,67.01,51.6
2023-09,85.85,0.73,0.11,10.98,15.95,21.31,64.67,39.79
2023-10,45.81,0.3,0.03,3.64,9.1,15.11,60.43,24.88
2023-11,27.25,0.21,0.0,-5.09,0.52,6.53,57.88,17.64
2023-12,18.73,0.06,0.0,-11.01,-5.6,0.13,59.02,11.84
