Month,pr,r20mm,r50mm,tasmin,tas,tasmax,hurs,rx5day
1980-10,213.04,3.28,0.58,10.6,13.65,17.05,76.51,94.96
1980-11,92.03,1.06,0.2,5.3,8.57,12.44,74.82,54.97
1980-12,114.55,0.96,0.07,-1.17,1.79,4.95,73.17,47.22
1981-01,78.23,0.22,0.0,-4.97,-1.94,1.28,71.57,33.61
1981-02,86.13,0.63,0.0,-3.33,-0.15,3.04,72.38,36.68
1981-03,127.55,1.31,0.11,0.3,3.63,7.25,71.1,52.82
1981-04,150.67,2.4,0.11,5.68,9.4,13.43,69.87,57.32
1981-05,146.48,1.87,0.2,9.6,13.11,17.1,73.38,57.67
1981-06,215.29,3.39,0.5,14.97,17.46,20.44,82.36,102.36
1981-07,182.3,1.97,0.3,20.44,22.96,26.04,82.9,82.89
1981-08,249.69,3.28,1.3,20.04,22.81,25.98,80.29,125.72
1981-09,147.12,2.06,0.3,15.27,18.33,21.73,78.37,69.15
1981-10,161.14,2.43,0.4,9.95,13.19,16.71,74.4,81.68
1981-11,114.45,1.07,0.2,2.76,5.64,8.88,73.38,53.91
1981-12,67.82,0.29,0.0,-0.61,2.52,6.08,72.57,28.81
1982-01,88.0,0.47,0.03,-3.54,-0.34,3.06,70.82,31.96
1982-02,74.22,0.48,0.02,-3.65,-0.41,3.09,70.42,31.8
1982-03,118.16,1.15,0.06,1.02,4.55,8.21,69.49,44.87
1982-04,151.94,2.27,0.23,5.81,9.2,13.04,71.13,67.42
1982-05,135.41,1.87,0.2,12.05,15.62,19.56,72.89,75.36
1982-06,120.4,1.79,0.32,14.4,17.73,21.39,75.74,73.34
1982-07,299.32,4.98,1.34,18.16,20.78,23.87,82.12,144.24
1982-08,232.28,2.49,0.91,20.84,23.27,26.33,82.62,128.0
1982-09,248.26,3.82,1.27,16.02,18.93,22.25,78.68,150.77
1982-10,102.19,1.39,0.13,10.65,14.23,18.28,74.4,57.66
1982-11,145.51,1.95,0.24,6.42,9.32,12.61,75.76,53.99
1982-12,77.49,0.21,0.0,0.46,3.44,6.8,72.23,45.18
1983-01,75.8,0.23,0.0,-2.67,0.46,3.88,70.72,32.06
1983-02,88.94,0.73,0.01,-3.77,-0.56,2.84,69.99,41.78
1983-03,157.32,2.13,0.11,0.56,3.74,7.13,72.73,56.9
1983-04,169.98,2.69,0.21,8.19,11.73,15.74,70.69,72.15
1983-05,155.01,2.53,0.56,11.4,15.05,19.15,71.53,75.42
1983-06,186.4,2.65,0.74,13.98,16.81,20.11,78.21,90.78
1983-07,266.78,4.17,0.92,18.42,20.85,23.78,83.32,104.66
1983-08,162.37,2.03,0.35,21.34,23.99,27.1,81.77,86.81
1983-09,250.77,3.7,0.82,17.37,20.0,23.1,81.71,117.14
1983-10,127.47,1.52,0.07,9.85,13.12,16.86,73.46,51.52
1983-11,73.51,0.32,0.0,4.19,7.37,11.03,73.07,29.35
1983-12,69.21,0.2,0.0,-1.71,1.31,4.69,70.4,27.15
1984-01,86.21,0.42,0.0,-4.95,-1.94,1.27,72.37,30.01
1984-02,85.15,0.55,0.0,-5.41,-2.32,0.81,71.0,36.75
1984-03,100.29,0.66,0.0,-2.25,1.02,4.42,69.2,43.12
1984-04,105.99,1.74,0.27,4.46,7.96,11.78,71.76,60.16
1984-05,101.44,1.62,0.04,10.22,13.61,17.39,75.32,52.48
1984-06,214.87,3.55,0.7,16.74,19.31,22.35,81.2,96.88
1984-07,160.14,1.71,0.2,20.7,23.14,26.13,82.8,66.6
1984-08,103.54,1.14,0.32,21.48,24.55,28.11,78.02,61.86
1984-09,140.39,1.93,0.23,16.24,19.36,22.88,77.34,71.67
1984-10,98.2,1.08,0.09,9.65,12.93,16.66,71.79,48.57
1984-11,77.15,0.83,0.01,4.74,7.99,11.75,71.67,41.31
1984-12,94.95,0.62,0.01,-0.83,2.02,5.24,72.25,38.94
1985-01,66.18,0.06,0.0,-5.66,-2.36,1.15,69.95,25.75
1985-02,141.62,1.93,0.23,-1.68,1.1,4.13,73.84,58.78
1985-03,147.05,1.66,0.05,0.97,3.98,7.14,73.19,49.63
1985-04,133.24,1.97,0.15,6.59,10.13,14.18,72.44,60.86
1985-05,152.22,2.26,0.47,11.64,15.12,18.96,72.39,62.59
1985-06,288.51,4.78,1.53,14.83,17.55,20.7,79.99,150.09
1985-07,203.82,3.02,0.65,19.8,22.53,25.73,81.84,128.46
1985-08,105.48,1.06,0.15,21.35,24.44,28.05,79.91,51.15
1985-09,197.02,3.16,0.33,17.05,19.95,23.27,79.29,82.88
1985-10,135.03,1.83,0.14,10.79,13.98,17.6,74.49,56.52
1985-11,129.75,1.19,0.15,4.69,7.64,10.94,73.84,56.66
1985-12,84.31,0.42,0.01,-2.87,0.57,4.08,73.76,36.72
1986-01,67.41,0.15,0.0,-4.76,-1.78,1.53,69.68,28.83
1986-02,66.37,0.53,0.0,-4.99,-1.73,1.82,68.85,32.66
1986-03,137.08,1.61,0.17,-0.08,3.16,6.7,71.01,55.48
1986-04,127.61,1.4,0.16,6.29,9.64,13.45,71.13,48.89
1986-05,198.53,2.95,0.67,10.79,14.15,17.89,73.14,68.08
1986-06,189.64,3.0,0.81,14.85,17.91,21.38,77.68,89.5
1986-07,202.5,3.2,0.37,18.55,20.89,23.77,83.6,88.61
1986-08,118.33,1.2,0.38,20.64,23.59,26.96,78.57,75.33
1986-09,159.4,2.03,0.37,16.81,20.0,23.55,78.2,73.2
1986-10,96.03,0.89,0.05,8.86,12.25,16.03,73.44,44.66
1986-11,75.34,0.35,0.02,4.07,7.22,10.67,72.11,28.86
1986-12,103.46,0.99,0.07,0.15,3.33,6.73,71.81,45.36
1987-01,98.42,0.44,0.01,-3.36,-0.15,3.27,71.49,34.07
1987-02,80.72,0.47,0.01,-2.33,0.79,4.18,70.23,33.26
1987-03,146.7,1.88,0.09,0.79,3.94,7.31,72.19,58.07
1987-04,84.14,0.7,0.04,5.73,9.48,13.56,67.47,37.57
1987-05,158.41,2.51,0.44,11.04,14.71,18.74,71.36,80.37
1987-06,148.25,2.33,0.51,15.5,18.8,22.47,74.97,59.41
1987-07,275.34,4.31,0.88,20.21,22.61,25.59,82.53,121.72
1987-08,198.94,2.54,0.39,20.65,23.08,26.12,82.65,80.59
1987-09,141.4,1.81,0.29,16.6,19.55,22.92,77.63,66.07
1987-10,144.29,1.89,0.43,11.5,14.9,18.58,74.72,79.75
1987-11,93.96,0.79,0.02,5.17,8.2,11.69,73.14,51.69
1987-12,67.39,0.33,0.0,-0.61,2.75,6.71,72.44,29.24
1988-01,81.68,0.17,0.0,-1.8,1.21,4.52,70.89,28.99
1988-02,70.26,0.2,0.0,-3.99,-0.92,2.42,67.73,31.61
1988-03,132.59,1.65,0.07,0.13,3.29,6.62,69.77,51.07
1988-04,138.62,2.29,0.15,5.78,9.38,13.31,69.1,47.12
1988-05,169.81,2.65,0.26,10.65,13.98,17.74,72.22,97.84
1988-06,264.24,3.93,1.2,15.86,18.53,21.66,80.96,103.31
1988-07,170.73,2.36,0.51,18.31,20.57,23.37,82.81,79.98
1988-08,196.56,2.2,0.32,21.14,23.65,26.74,82.27,88.51
1988-09,232.31,3.54,0.82,17.24,19.81,22.77,81.82,109.77
1988-10,99.39,1.17,0.09,9.93,13.26,16.91,72.81,50.11
1988-11,93.42,0.63,0.1,2.82,6.1,9.82,70.97,41.73
1988-12,60.56,0.16,0.0,-0.23,2.71,6.23,69.11,18.89
1989-01,120.98,1.6,0.07,-0.62,2.42,5.59,73.08,56.65
1989-02,141.13,2.09,0.23,-0.73,2.38,5.61,72.04,62.83
1989-03,116.79,1.25,0.02,1.63,4.87,8.4,69.61,50.12
1989-04,128.36,2.0,0.09,6.62,10.33,14.51,68.29,55.13
1989-05,166.25,2.29,0.4,10.82,14.06,17.69,74.75,66.41
1989-06,184.41,3.02,0.55,14.45,17.32,20.59,78.2,85.42
1989-07,175.22,2.42,0.37,19.43,21.88,24.81,81.25,87.96
1989-08,200.99,2.85,0.74,20.86,23.64,26.87,79.58,113.96
1989-09,302.12,4.69,1.24,17.77,20.36,23.34,81.45,133.38
1989-10,103.22,1.12,0.03,10.44,13.79,17.57,73.46,41.55
1989-11,95.08,0.97,0.01,6.17,9.19,12.6,73.11,43.08
1989-12,70.96,0.23,0.0,0.29,3.28,6.73,71.52,28.21
1990-01,108.11,0.81,0.01,-3.71,-0.55,2.7,71.59,38.31
1990-02,124.12,1.73,0.17,0.6,3.46,6.48,75.95,60.26
1990-03,102.54,1.09,0.02,2.14,5.57,9.28,67.86,43.82
1990-04,147.66,2.02,0.21,6.51,10.01,13.88,68.94,62.96
1990-05,134.89,1.9,0.44,11.59,14.94,18.75,72.3,69.41
1990-06,200.72,3.23,0.72,16.74,19.65,23.02,78.64,98.69
1990-07,128.19,1.43,0.24,20.24,22.9,26.17,80.44,89.44
1990-08,148.46,1.98,0.38,21.71,24.62,28.05,78.39,81.36
1990-09,299.49,4.66,1.38,18.07,20.79,23.97,80.16,134.26
1990-10,159.69,2.36,0.44,11.59,14.88,18.56,75.92,90.38
1990-11,184.07,2.96,0.72,7.29,10.45,14.09,74.52,74.18
1990-12,74.97,0.32,0.0,1.54,4.5,7.82,70.73,60.58
1991-01,81.82,0.33,0.0,-1.87,0.97,4.01,71.11,30.89
1991-02,121.32,1.43,0.11,-2.82,0.32,3.66,68.62,53.9
1991-03,137.26,1.89,0.11,1.6,4.72,8.11,72.43,49.63
1991-04,123.64,1.99,0.17,7.29,10.75,14.72,70.47,55.05
1991-05,116.7,1.33,0.14,11.51,14.83,18.58,71.49,65.15
1991-06,264.14,4.29,0.94,17.48,19.92,22.99,81.79,114.59
1991-07,254.75,4.08,0.59,20.07,22.4,25.39,82.14,109.25
1991-08,165.77,2.29,0.58,20.12,22.7,25.82,80.12,76.33
1991-09,252.44,3.34,1.26,17.64,20.45,23.73,79.08,111.78
1991-10,199.8,3.37,0.64,11.86,14.59,17.69,76.15,117.06
1991-11,92.45,1.13,0.11,4.99,8.15,11.74,71.68,48.39
1991-12,88.22,0.53,0.0,0.91,3.89,7.27,73.52,41.14
1992-01,89.07,0.66,0.02,-1.53,1.39,4.7,72.48,36.13
1992-02,71.8,0.47,0.0,-1.93,1.15,4.5,68.58,38.4
1992-03,158.6,2.54,0.04,1.96,4.97,8.26,72.97,54.23
1992-04,144.22,2.06,0.14,6.5,10.06,14.08,69.14,48.99
1992-05,149.65,1.96,0.17,10.21,13.53,17.29,72.46,62.72
1992-06,185.04,2.89,0.7,14.65,17.55,20.81,77.95,81.17
1992-07,158.64,1.94,0.4,19.41,22.19,25.42,80.21,89.6
1992-08,204.1,2.86,0.63,20.65,23.08,26.09,82.09,89.94
1992-09,151.9,2.24,0.39,16.14,19.17,22.62,75.35,71.96
1992-10,136.66,1.66,0.41,10.69,13.91,17.54,75.92,59.36
1992-11,84.26,0.79,0.03,5.2,8.38,12.11,72.6,38.02
1992-12,116.45,1.3,0.15,0.74,3.69,6.92,72.71,56.74
1993-01,115.57,0.86,0.02,-1.12,1.61,4.61,73.96,48.14
1993-02,112.55,1.39,0.03,-1.26,1.83,5.19,69.17,44.2
1993-03,88.86,0.93,0.01,0.42,3.82,7.43,66.27,41.49
1993-04,102.16,1.05,0.22,5.04,8.67,12.71,66.37,72.86
1993-05,122.35,1.76,0.07,10.61,14.04,17.94,72.32,57.63
1993-06,288.4,4.76,1.06,15.39,17.74,20.65,81.91,126.24
1993-07,314.71,5.02,1.47,18.1,20.3,23.01,83.52,135.38
1993-08,242.92,3.62,0.83,19.15,21.58,24.53,82.43,114.92
1993-09,268.3,4.25,1.22,16.12,18.89,22.08,79.81,123.51
1993-10,127.83,1.73,0.18,9.95,13.2,16.92,73.09,60.16
1993-11,143.05,1.85,0.39,6.41,9.4,12.72,74.51,69.99
1993-12,103.25,0.61,0.01,0.1,3.1,6.4,72.33,42.52
1994-01,83.95,0.55,0.0,-3.19,-0.09,3.34,71.22,33.38
1994-02,108.91,1.48,0.05,-1.71,1.19,4.35,69.37,52.38
1994-03,104.17,1.19,0.12,-0.33,2.99,6.55,67.28,51.48
1994-04,102.24,1.2,0.17,6.75,10.46,14.6,66.33,41.08
1994-05,129.8,2.05,0.17,11.88,15.47,19.39,69.71,60.66
1994-06,161.21,2.11,0.6,15.72,18.62,21.92,78.26,79.59
1994-07,87.79,0.88,0.14,21.41,24.26,27.65,78.75,49.45
1994-08,118.58,1.41,0.22,22.29,25.36,28.97,77.38,66.09
1994-09,240.51,3.74,0.89,18.11,21.09,24.58,77.72,106.43
1994-10,93.57,1.08,0.05,12.1,15.39,19.09,72.99,58.57
1994-11,57.38,0.35,0.0,5.97,9.19,12.95,71.24,28.28
1994-12,86.68,0.3,0.01,0.35,3.3,6.53,71.57,33.94
1995-01,95.94,0.7,0.04,-3.16,0.02,3.26,70.01,51.83
1995-02,57.86,0.17,0.0,-2.59,0.7,4.36,69.03,25.5
1995-03,128.89,1.58,0.05,0.66,4.18,7.85,71.09,43.6
1995-04,151.04,1.55,0.12,6.24,9.65,13.52,70.45,60.7
1995-05,205.7,3.03,0.64,11.21,14.64,18.5,74.59,106.78
1995-06,179.44,2.44,0.43,14.56,17.26,20.5,81.46,74.72
1995-07,250.19,3.89,0.91,20.24,22.84,25.96,82.83,142.06
1995-08,161.68,2.21,0.35,21.23,24.25,27.84,79.6,72.97
1995-09,160.84,2.1,0.49,15.98,19.18,22.77,75.58,94.02
1995-10,106.1,1.38,0.04,11.65,15.06,18.85,75.61,52.04
1995-11,90.89,0.71,0.03,3.98,7.32,11.09,68.97,35.08
1995-12,67.87,0.28,0.0,-1.01,1.94,5.18,69.88,23.69
1996-01,87.63,0.37,0.0,-3.08,0.08,3.49,69.8,34.98
1996-02,68.86,0.3,0.0,-3.39,-0.07,3.47,68.72,30.23
1996-03,142.4,1.78,0.1,0.17,3.58,7.17,69.02,56.32
1996-04,86.73,0.76,0.13,3.63,7.44,11.52,66.12,50.47
1996-05,132.32,1.9,0.09,10.08,13.55,17.42,73.49,63.1
1996-06,229.42,3.51,0.56,15.82,18.45,21.66,82.08,96.19
1996-07,200.7,2.7,0.68,19.67,22.38,25.66,82.34,100.51
1996-08,158.78,2.22,0.43,20.0,22.9,26.33,79.86,73.46
1996-09,169.93,2.56,0.44,16.06,19.19,22.76,78.11,84.62
1996-10,105.57,1.12,0.01,10.59,13.97,17.86,75.65,50.62
1996-11,112.77,0.86,0.04,5.1,8.07,11.35,74.14,45.5
1996-12,93.31,0.95,0.08,-0.37,3.04,6.74,72.7,40.32
1997-01,84.76,0.4,0.0,-2.81,0.37,3.81,70.92,37.42
1997-02,77.73,0.41,0.0,-2.16,1.07,4.61,69.38,28.97
1997-03,90.36,0.68,0.03,0.95,4.63,8.65,67.59,41.3
1997-04,119.62,1.61,0.09,6.27,9.93,13.94,70.14,72.04
1997-05,171.98,2.61,0.22,11.41,14.72,18.59,75.01,69.41
1997-06,192.65,2.62,0.78,15.69,18.63,22.07,80.03,91.03
1997-07,266.51,4.4,1.12,20.07,22.77,26.01,81.56,135.24
1997-08,165.59,2.22,0.53,20.08,22.96,26.36,80.74,94.06
1997-09,215.55,3.21,0.7,16.19,19.13,22.37,79.69,102.92
1997-10,74.32,0.39,0.02,9.58,13.24,17.41,72.32,33.28
1997-11,163.97,2.74,0.37,6.34,9.66,13.37,75.11,88.24
1997-12,91.55,0.82,0.01,0.74,3.81,7.17,72.91,51.02
1998-01,151.88,1.83,0.14,-3.72,-0.51,2.7,73.58,67.37
1998-02,97.43,1.08,0.08,-1.64,1.84,5.45,72.17,46.64
1998-03,104.98,1.28,0.05,1.33,5.11,9.05,67.17,43.03
1998-04,169.87,2.75,0.4,8.79,12.36,16.27,75.92,76.87
1998-05,206.42,3.56,0.43,12.9,16.36,20.28,75.81,75.94
1998-06,239.01,4.01,0.72,15.64,18.21,21.36,82.45,98.98
1998-07,178.53,2.49,0.21,19.7,22.38,25.66,82.58,79.86
1998-08,251.2,3.54,0.94,21.0,23.54,26.61,83.21,121.36
1998-09,248.71,3.75,1.12,18.45,21.2,24.46,82.15,119.98
1998-10,216.55,3.27,0.9,12.94,16.03,19.58,79.06,114.21
1998-11,81.09,0.47,0.01,4.55,7.98,11.67,72.85,34.56
1998-12,64.59,0.28,0.0,0.5,3.58,7.09,72.15,34.17
1999-01,74.38,0.28,0.0,-2.4,0.65,3.99,70.23,27.89
1999-02,82.4,0.48,0.0,-3.0,0.42,4.14,68.89,33.0
1999-03,138.09,1.74,0.08,1.33,4.71,8.29,71.95,54.96
1999-04,119.83,1.44,0.15,6.18,9.73,13.7,72.51,50.02
1999-05,161.6,2.47,0.57,11.23,15.04,19.21,70.66,80.01
1999-06,251.86,4.44,1.1,16.19,19.11,22.48,79.37,110.3
1999-07,217.37,3.16,0.46,19.86,22.49,25.59,82.78,110.31
1999-08,190.02,2.24,0.39,21.84,24.59,27.86,81.48,90.67
1999-09,212.94,3.01,0.64,19.01,21.85,25.16,80.88,97.1
1999-10,152.02,2.26,0.46,11.6,14.95,18.7,74.64,68.02
1999-11,80.5,0.7,0.01,5.45,8.73,12.46,73.36,42.27
1999-12,72.55,0.29,0.01,-0.55,2.62,6.11,71.66,28.97
2000-01,108.07,0.59,0.01,-1.73,1.48,4.77,74.01,43.5
2000-02,67.14,0.23,0.0,-3.65,-0.5,2.9,68.77,23.32
2000-03,141.07,1.83,0.05,0.09,3.59,7.25,67.19,47.31
2000-04,143.39,1.95,0.18,5.6,9.09,12.81,69.43,54.57
2000-05,138.53,1.74,0.06,12.04,15.44,19.35,76.59,66.16
2000-06,215.57,3.69,0.7,16.07,18.88,22.17,80.71,92.49
2000-07,200.15,2.65,0.58,20.77,23.57,26.97,80.58,90.42
2000-08,124.86,0.96,0.14,21.5,24.45,28.04,79.3,66.14
2000-09,239.93,3.86,0.68,17.77,20.67,23.99,78.98,109.55
2000-10,150.92,1.85,0.28,11.64,14.7,18.12,75.32,78.11
2000-11,133.5,1.93,0.35,5.34,8.54,12.06,74.52,74.78
2000-12,89.25,0.33,0.0,-0.65,2.57,6.2,71.4,35.24
2001-01,141.0,1.56,0.05,-4.14,-0.98,2.25,71.81,51.87
2001-02,80.4,0.4,0.01,-2.93,0.21,3.63,70.16,32.5
2001-03,113.9,0.79,0.03,0.6,3.96,7.63,68.15,51.4
2001-04,65.27,0.62,0.06,6.5,10.45,14.85,65.75,45.3
2001-05,128.06,1.63,0.07,12.16,15.41,19.15,73.91,57.04
2001-06,209.85,3.28,0.47,16.33,18.99,22.23,78.93,89.79
2001-07,160.05,2.04,0.19,20.76,23.5,26.95,79.21,66.84
2001-08,179.47,2.11,0.47,20.25,22.98,26.39,79.32,88.01
2001-09,241.57,3.42,1.22,16.6,19.47,22.87,77.27,134.33
2001-10,168.25,2.65,0.52,11.42,14.58,18.3,74.73,77.27
2001-11,91.47,0.97,0.02,4.83,8.05,11.86,71.1,45.68
2001-12,85.16,0.51,0.0,-1.29,1.53,4.74,71.08,36.66
2002-01,151.47,2.15,0.3,-1.74,1.28,4.44,72.11,56.1
2002-02,63.01,0.32,0.0,-0.85,2.22,5.69,70.17,28.11
2002-03,128.31,1.65,0.09,2.59,6.09,10.03,66.69,53.0
2002-04,107.08,1.36,0.03,8.14,11.59,15.69,67.98,42.08
2002-05,115.98,1.4,0.11,11.73,14.98,18.74,72.91,56.24
2002-06,153.41,2.02,0.32,15.21,18.25,21.82,75.97,69.78
2002-07,257.41,3.7,1.03,20.89,23.3,26.45,81.99,125.2
2002-08,156.41,1.78,0.29,20.63,23.26,26.59,78.82,77.03
2002-09,149.11,2.12,0.35,16.73,19.85,23.42,75.94,103.82
2002-10,157.77,2.27,0.45,11.04,14.27,18.02,73.12,74.57
2002-11,105.59,0.97,0.08,2.97,5.9,9.37,71.42,50.64
2002-12,97.5,0.94,0.06,-0.93,1.85,4.97,72.82,42.01
2003-01,123.82,1.57,0.07,-3.26,-0.23,3.01,70.61,55.96
2003-02,72.94,0.4,0.03,-2.09,1.04,4.48,70.91,42.76
2003-03,130.94,1.67,0.17,0.34,3.64,7.23,67.91,55.54
2003-04,156.7,2.09,0.06,7.22,10.53,14.38,72.91,60.63
2003-05,156.05,2.38,0.48,12.03,15.32,19.14,73.2,63.34
2003-06,182.75,2.62,0.41,16.15,18.94,22.31,78.95,89.71
2003-07,218.31,3.31,0.3,17.85,20.09,23.0,82.9,82.1
2003-08,263.05,3.75,0.99,20.39,22.78,25.84,82.69,119.73
2003-09,146.47,1.75,0.39,17.27,20.25,23.75,77.43,81.79
2003-10,98.49,1.32,0.03,10.33,13.7,17.61,71.33,51.67
2003-11,176.13,2.72,0.36,7.43,10.28,13.5,76.67,70.21
2003-12,84.71,0.48,0.0,0.76,3.65,6.87,71.41,42.93
2004-01,77.63,0.43,0.0,-2.78,0.27,3.63,69.5,33.83
2004-02,103.06,0.99,0.11,-1.01,2.38,6.12,67.62,44.03
2004-03,88.94,0.83,0.04,1.26,4.73,8.5,65.25,42.55
2004-04,119.45,1.57,0.23,6.55,10.55,14.96,63.51,54.19
2004-05,234.15,4.22,0.43,12.64,15.79,19.46,75.44,87.95
2004-06,180.26,2.57,0.47,16.64,19.76,23.29,76.19,80.56
2004-07,152.74,1.83,0.33,20.92,23.76,27.21,78.21,81.03
2004-08,212.74,2.77,0.64,20.54,23.41,26.83,78.55,93.81
2004-09,240.55,3.03,0.85,18.03,20.73,24.01,80.55,99.56
2004-10,296.44,4.29,1.64,11.46,14.36,17.78,76.23,146.9
2004-11,86.85,0.78,0.02,7.18,10.28,13.94,73.48,50.46
2004-12,145.73,1.64,0.55,1.24,4.27,7.77,71.14,77.21
2005-01,99.6,0.58,0.1,-2.42,0.42,3.43,70.06,42.01
2005-02,99.3,0.73,0.01,-2.73,0.21,3.35,69.68,47.15
2005-03,124.13,1.0,0.01,0.38,3.59,7.12,67.33,42.13
2005-04,87.23,0.65,0.05,6.65,10.36,14.53,65.22,36.93
2005-05,93.66,0.84,0.05,10.19,13.69,17.65,70.46,43.33
2005-06,125.29,1.48,0.28,16.87,19.87,23.44,77.66,79.56
2005-07,218.86,3.3,0.58,19.64,22.09,25.16,81.82,102.93
2005-08,158.58,1.81,0.29,21.49,24.24,27.63,79.75,75.71
2005-09,178.94,2.27,0.61,18.1,21.04,24.5,77.93,116.32
2005-10,119.07,1.35,0.16,12.25,15.34,18.92,75.44,51.07
2005-11,89.7,0.95,0.08,5.39,8.52,12.28,70.56,41.5
2005-12,89.34,0.42,0.0,-2.34,0.4,3.45,68.55,29.44
2006-01,88.28,0.7,0.06,-2.92,-0.08,3.03,69.13,39.7
2006-02,114.18,1.08,0.06,-1.51,1.49,4.76,70.84,54.82
2006-03,122.24,1.1,0.01,0.99,4.22,7.88,66.82,44.81
2006-04,153.53,2.01,0.28,5.54,8.7,12.26,69.36,63.24
2006-05,164.64,2.39,0.19,11.75,14.93,18.56,74.14,67.19
2006-06,186.54,2.76,0.63,15.98,18.64,21.82,80.14,89.43
2006-07,287.2,4.44,1.16,19.81,22.04,24.84,83.87,140.73
2006-08,131.34,1.19,0.29,21.94,24.77,28.23,79.45,62.65
2006-09,150.98,2.28,0.3,16.88,19.9,23.4,77.39,70.55
2006-10,150.85,2.31,0.7,11.87,15.18,19.0,74.53,94.01
2006-11,129.51,1.65,0.09,6.55,9.49,12.95,73.45,55.72
2006-12,119.45,1.11,0.37,1.15,3.83,6.89,72.29,64.37
2007-01,80.6,0.63,0.12,-1.07,1.87,5.15,69.76,40.91
2007-02,82.06,0.8,0.01,-0.54,3.02,6.72,67.19,42.34
2007-03,106.89,0.93,0.08,1.43,4.8,8.38,65.39,39.82
2007-04,100.76,0.8,0.01,5.63,9.19,13.09,66.59,37.97
2007-05,133.32,1.72,0.04,11.3,14.78,18.75,70.01,46.48
2007-06,147.83,1.78,0.16,16.61,19.45,22.77,78.39,64.98
2007-07,266.85,4.1,1.01,18.76,21.22,24.17,81.61,131.07
2007-08,140.01,1.63,0.29,21.59,24.59,28.13,77.84,71.52
2007-09,174.72,2.27,0.52,19.04,21.76,25.08,78.88,83.36
2007-10,117.26,1.46,0.24,11.83,15.03,18.7,72.49,59.56
2007-11,69.46,0.58,0.03,5.21,8.24,11.84,69.08,38.54
2007-12,114.14,1.11,0.04,1.21,3.83,6.78,70.98,48.01
2008-01,81.42,0.45,0.0,-2.36,0.37,3.41,69.43,30.61
2008-02,86.66,0.5,0.0,-3.06,0.07,3.48,66.57,34.6
2008-03,113.16,1.42,0.07,2.45,5.81,9.6,68.56,46.34
2008-04,130.13,1.95,0.34,7.19,10.74,14.69,67.77,61.34
2008-05,161.95,2.67,0.27,11.28,14.69,18.49,71.98,64.86
2008-06,190.73,3.05,0.52,15.48,18.2,21.41,79.07,76.83
2008-07,116.78,1.05,0.01,20.83,23.39,26.62,79.89,46.25
2008-08,183.12,2.43,0.23,20.68,23.22,26.41,79.58,77.81
2008-09,173.25,2.36,0.59,17.61,20.53,23.96,77.31,88.47
2008-10,105.48,1.38,0.1,12.07,15.23,18.86,74.19,57.94
2008-11,103.68,1.1,0.03,5.23,8.18,11.71,71.78,47.82
2008-12,99.85,0.76,0.0,1.17,4.29,7.8,71.45,38.73
2009-01,119.61,1.09,0.15,-1.46,1.43,4.49,70.89,51.75
2009-02,115.0,1.53,0.03,-0.74,2.57,6.01,69.78,56.0
2009-03,131.83,1.73,0.1,1.73,4.99,8.49,66.33,45.43
2009-04,116.26,2.14,0.09,6.61,10.43,14.52,64.69,59.95
2009-05,108.09,1.09,0.08,12.17,15.61,19.49,69.21,47.76
2009-06,183.11,2.6,0.46,16.22,18.98,22.25,77.34,82.84
2009-07,283.87,4.39,0.54,19.89,22.02,24.82,83.24,103.62
2009-08,156.85,2.16,0.39,20.56,23.05,26.13,79.36,77.92
2009-09,84.48,0.8,0.05,16.5,19.63,23.2,74.81,77.26
2009-10,190.06,2.97,0.75,11.36,14.6,18.33,72.39,95.07
2009-11,157.82,2.11,0.5,5.92,8.79,12.15,74.67,88.42
2009-12,104.94,0.72,0.06,0.5,3.3,6.42,70.45,43.98
2010-01,93.27,0.54,0.0,-1.72,1.2,4.27,69.02,36.09
2010-02,111.73,1.08,0.12,-1.13,1.88,5.14,71.25,53.53
2010-03,176.13,2.22,0.05,1.24,4.3,7.52,70.55,61.2
2010-04,191.89,2.8,0.33,5.2,8.41,11.83,69.33,65.53
2010-05,167.22,2.45,0.58,10.91,14.2,17.8,71.95,93.01
2010-06,220.14,3.68,0.61,16.98,19.8,23.14,78.81,99.87
2010-07,257.3,4.38,0.6,21.27,23.63,26.62,81.85,118.99
2010-08,127.44,1.23,0.23,23.06,25.76,29.09,78.19,69.04
2010-09,181.16,2.91,0.55,18.43,21.44,24.9,75.15,82.76
2010-10,165.58,2.66,0.44,12.43,15.24,18.54,75.44,74.91
2010-11,77.68,0.66,0.06,5.43,8.58,12.24,70.52,51.99
2010-12,158.62,2.32,0.07,0.94,3.98,7.2,71.41,56.35
2011-01,65.69,0.11,0.0,-4.02,-1.28,1.78,67.55,20.41
2011-02,89.62,0.9,0.04,-1.15,2.19,5.87,69.55,37.25
2011-03,78.77,0.55,0.0,-0.47,2.98,6.61,64.68,32.33
2011-04,124.85,1.65,0.1,5.6,9.21,13.28,64.58,53.76
2011-05,230.66,3.46,0.98,11.23,14.3,17.77,73.77,110.42
2011-06,246.8,3.52,1.05,16.86,19.37,22.44,80.76,107.27
2011-07,208.85,2.97,0.58,20.83,23.36,26.53,80.47,107.84
2011-08,165.36,1.95,0.13,21.73,24.2,27.34,80.34,108.01
2011-09,308.76,4.76,1.82,18.15,20.99,24.29,78.45,179.54
2011-10,140.45,2.23,0.2,11.59,14.8,18.47,73.51,58.26
2011-11,118.02,1.18,0.37,7.1,10.06,13.47,73.49,60.97
