Month,pr,r20mm,r50mm,hurs,tasmin,tas,hd35,rx5day
1997-11,72.98,0.72,0.22,79.29,19.71,23.04,0.07,55.45
1997-12,49.55,0.44,0.03,77.88,17.85,21.16,0.18,24.03
1998-01,33.11,0.12,0.01,76.52,17.35,21.02,0.45,14.33
1998-02,30.01,0.05,0.0,75.4,18.2,22.01,0.92,16.44
1998-03,38.61,0.3,0.02,73.58,19.97,24.01,4.13,25.29
1998-04,87.99,0.55,0.02,75.98,22.78,26.26,4.68,45.11
1998-05,211.61,2.3,0.27,79.82,24.21,27.13,3.48,76.28
1998-06,263.04,3.13,0.35,81.9,24.84,27.38,2.58,94.62
1998-07,206.74,2.05,0.22,81.55,24.57,27.15,2.23,83.47
1998-08,214.85,1.55,0.06,83.01,23.97,26.68,1.19,68.12
1998-09,293.01,3.63,0.7,84.29,22.86,25.46,0.05,130.28
1998-10,203.58,2.16,0.22,82.41,21.37,24.26,0.0,89.77
1998-11,251.31,3.08,1.24,82.68,19.42,22.3,0.0,108.06
1998-12,139.6,1.71,0.44,80.77,17.47,20.39,0.0,83.05
1999-01,65.39,0.43,0.06,81.47,16.68,19.71,0.0,31.49
1999-02,43.65,0.19,0.02,77.43,17.44,20.98,0.12,18.04
1999-03,56.0,0.2,0.01,77.07,19.83,23.52,1.06,28.49
1999-04,203.57,1.83,0.19,82.93,22.25,24.97,0.28,76.27
1999-05,259.67,2.43,0.13,84.51,22.6,25.04,0.04,82.95
1999-06,227.55,2.03,0.17,83.17,23.91,26.37,0.36,81.04
1999-07,218.45,2.03,0.06,82.44,24.2,26.54,1.46,71.9
1999-08,250.59,2.44,0.08,84.0,23.53,25.94,0.17,79.62
1999-09,175.01,0.89,0.05,83.34,22.85,25.57,0.02,71.6
1999-10,267.51,3.09,0.52,85.52,21.7,24.12,0.0,101.13
1999-11,217.7,2.48,0.92,84.64,19.59,22.13,0.0,140.45
1999-12,157.7,2.06,0.55,78.94,14.79,18.03,0.0,82.58
2000-01,58.81,0.46,0.05,79.26,16.93,20.1,0.01,26.74
2000-02,58.54,0.29,0.0,79.8,16.63,19.69,0.2,32.17
2000-03,57.41,0.13,0.0,79.54,19.16,22.45,0.52,32.67
2000-04,154.6,1.3,0.25,81.44,22.1,25.06,0.43,66.17
2000-05,254.01,2.55,0.26,83.01,23.11,25.76,0.39,98.54
2000-06,229.81,2.42,0.14,83.73,23.52,25.99,0.13,93.59
2000-07,243.52,2.83,0.2,82.96,23.8,26.27,0.4,92.41
2000-08,254.06,2.37,0.24,83.7,23.78,26.21,0.61,98.09
2000-09,222.46,1.92,0.32,83.49,22.52,25.1,0.01,96.6
2000-10,302.39,4.19,0.73,86.65,21.65,23.94,0.0,128.92
2000-11,134.96,1.71,0.46,80.62,18.5,21.7,0.0,72.01
2000-12,118.4,1.28,0.16,81.86,17.71,20.64,0.01,52.95
2001-01,51.39,0.11,0.0,81.2,17.24,20.4,0.19,23.31
2001-02,52.51,0.55,0.02,78.91,16.96,20.35,0.45,30.04
2001-03,139.5,1.23,0.07,81.23,19.97,22.91,0.94,65.34
2001-04,83.05,0.68,0.01,79.47,22.16,25.53,2.42,42.92
2001-05,250.74,3.27,0.38,81.95,23.33,25.95,1.62,104.75
2001-06,245.83,2.6,0.18,83.08,23.89,26.42,0.51,85.17
2001-07,247.28,2.92,0.46,82.54,24.16,26.6,0.99,88.99
2001-08,293.6,3.41,0.42,84.91,23.81,26.09,0.24,99.96
2001-09,197.11,1.94,0.11,83.46,23.12,25.8,0.05,84.33
2001-10,246.44,2.35,0.52,85.86,22.06,24.47,0.0,104.96
2001-11,94.99,0.8,0.33,78.34,17.67,21.09,0.0,62.4
2001-12,84.8,0.92,0.08,79.91,16.85,19.93,0.03,39.74
2002-01,39.19,0.19,0.0,76.45,16.04,19.62,0.38,17.64
2002-02,27.93,0.01,0.0,76.69,17.56,21.17,0.67,11.92
2002-03,50.83,0.39,0.03,74.86,20.06,23.67,2.74,26.21
2002-04,69.3,0.4,0.0,74.28,22.35,26.06,4.1,33.83
2002-05,237.36,3.15,0.35,78.81,23.79,26.66,3.33,94.33
2002-06,266.69,2.97,0.31,82.37,24.36,26.86,0.84,94.51
2002-07,240.33,2.75,0.36,81.24,24.57,26.86,0.95,83.12
2002-08,302.27,3.76,0.36,84.42,23.45,25.8,0.23,117.6
2002-09,262.73,3.32,0.33,84.12,22.72,25.2,0.0,97.22
2002-10,170.08,1.59,0.14,82.24,21.21,24.23,0.0,64.12
2002-11,161.85,1.69,0.17,83.95,19.36,22.02,0.01,65.91
2002-12,104.99,1.21,0.11,84.53,18.21,20.87,0.02,52.52
2003-01,43.53,0.5,0.0,78.36,15.45,19.08,0.09,29.6
2003-02,44.75,0.26,0.02,77.62,18.32,22.01,0.53,22.68
2003-03,65.29,0.29,0.05,75.94,19.83,23.24,1.7,33.86
2003-04,72.85,0.39,0.03,75.24,22.56,26.2,4.52,35.43
2003-05,258.93,2.91,0.2,81.61,23.88,26.68,2.35,98.11
2003-06,215.29,2.31,0.13,81.07,24.27,26.94,1.61,88.38
2003-07,230.14,2.01,0.32,82.58,24.0,26.69,1.2,94.54
2003-08,276.39,3.15,0.38,83.43,24.08,26.53,0.83,99.25
2003-09,261.13,2.73,0.21,84.83,22.95,25.46,0.02,98.23
2003-10,207.03,2.95,0.39,82.92,21.47,24.22,0.01,91.66
2003-11,91.84,1.12,0.3,79.06,19.43,22.84,0.01,55.32
2003-12,64.04,0.52,0.03,77.16,16.17,19.6,0.02,32.23
2004-01,44.15,0.2,0.0,78.38,16.24,19.67,0.02,19.38
2004-02,27.25,0.03,0.0,76.78,16.33,20.25,0.1,14.87
2004-03,49.51,0.17,0.0,77.15,19.37,22.86,1.17,27.76
2004-04,127.64,1.18,0.12,78.96,21.93,25.18,2.66,56.63
2004-05,240.06,3.04,0.38,80.98,23.08,25.95,1.28,95.82
2004-06,210.51,2.26,0.24,81.24,23.91,26.48,0.93,92.11
2004-07,278.65,3.41,0.28,83.26,23.61,26.07,1.21,104.49
2004-08,249.09,2.41,0.22,83.35,23.96,26.33,0.32,95.02
2004-09,192.36,1.49,0.19,83.11,22.7,25.43,0.06,83.89
2004-10,93.74,1.08,0.08,77.49,20.47,23.76,0.0,46.86
2004-11,102.59,1.18,0.22,79.03,19.21,22.52,0.06,61.77
2004-12,39.56,0.25,0.03,75.16,15.71,19.71,0.0,21.49
2005-01,30.71,0.02,0.0,76.8,15.58,19.07,0.03,14.71
2005-02,28.88,0.1,0.0,76.27,17.51,21.5,0.45,15.28
2005-03,57.66,0.37,0.03,76.18,18.23,21.88,0.86,25.27
2005-04,70.59,0.41,0.01,75.89,21.7,25.09,2.5,33.6
2005-05,164.1,1.19,0.01,78.49,24.03,27.07,3.11,58.57
2005-06,233.68,2.63,0.22,80.72,24.62,27.12,1.52,78.06
2005-07,289.55,3.13,0.41,82.78,23.85,26.34,0.86,96.52
2005-08,282.3,3.09,0.36,84.09,23.85,26.1,0.17,96.12
2005-09,302.0,3.5,1.05,83.98,23.02,25.62,0.03,118.05
2005-10,199.55,2.15,0.31,83.45,21.56,24.23,0.0,83.18
2005-11,141.67,1.37,0.19,83.46,19.91,22.63,0.0,66.23
2005-12,176.95,2.27,0.47,81.55,16.43,18.92,0.0,75.86
2006-01,39.6,0.14,0.01,78.94,16.51,19.84,0.01,20.91
2006-02,51.22,0.12,0.0,80.01,17.97,21.03,0.16,18.64
2006-03,64.28,0.49,0.06,78.9,19.21,22.66,0.63,35.75
2006-04,108.27,0.91,0.07,77.35,22.03,25.4,1.35,48.33
2006-05,203.44,2.18,0.14,78.51,22.84,26.0,0.76,82.12
2006-06,239.31,2.75,0.16,81.04,24.3,26.97,2.06,102.06
2006-07,299.53,3.45,0.7,82.7,24.31,26.5,1.34,124.57
2006-08,333.72,3.86,0.63,84.8,23.6,25.8,0.03,128.98
2006-09,260.71,2.91,0.58,81.95,22.53,25.29,0.24,111.96
2006-10,174.74,1.53,0.21,83.16,22.06,24.77,0.0,99.35
2006-11,73.8,0.63,0.17,78.36,20.04,23.64,0.19,49.31
2006-12,69.32,0.82,0.06,76.85,16.9,20.23,0.15,31.95
2007-01,61.71,0.52,0.04,76.84,15.93,19.05,0.11,33.67
2007-02,38.25,0.24,0.0,74.11,18.04,22.22,0.42,19.55
2007-03,87.84,0.69,0.06,78.56,19.94,23.45,0.83,47.99
2007-04,113.18,1.09,0.1,77.45,21.25,24.46,2.17,58.88
2007-05,244.37,2.92,0.22,81.09,22.77,25.71,0.64,91.4
2007-06,244.71,2.68,0.18,81.39,24.3,27.13,1.55,83.75
2007-07,250.54,2.57,0.16,82.22,24.1,26.67,1.69,80.2
2007-08,279.23,3.0,0.43,84.13,23.77,26.15,0.38,117.21
2007-09,283.55,3.74,0.52,83.56,22.64,25.31,0.07,120.33
2007-10,315.73,3.85,1.05,84.17,21.33,23.92,0.0,134.5
2007-11,185.02,2.51,0.88,78.52,17.6,20.89,0.0,94.32
2007-12,56.99,0.33,0.04,80.18,18.06,21.13,0.01,27.03
2008-01,75.49,0.78,0.19,79.35,15.48,18.87,0.14,47.99
2008-02,57.09,0.15,0.0,76.95,14.72,17.53,0.12,34.66
2008-03,74.44,0.43,0.05,78.69,18.99,22.36,0.41,36.44
2008-04,107.31,0.8,0.06,79.5,21.99,25.21,1.55,52.25
2008-05,268.5,3.16,0.41,82.4,22.84,25.53,0.36,104.17
2008-06,262.14,3.36,0.18,82.95,23.78,26.33,0.6,87.69
2008-07,247.98,2.72,0.1,82.55,23.9,26.38,0.65,78.44
2008-08,273.22,2.58,0.63,83.89,23.64,26.09,0.46,113.77
2008-09,312.31,3.58,0.94,84.58,23.06,25.6,0.16,138.25
2008-10,254.09,2.7,0.45,85.42,22.26,24.72,0.0,103.86
2008-11,199.14,2.41,0.45,82.06,18.58,21.53,0.0,115.23
2008-12,102.4,1.25,0.17,80.2,16.24,19.49,0.0,68.17
2009-01,38.04,0.24,0.01,76.74,14.37,18.0,0.0,20.89
2009-02,35.69,0.14,0.0,78.3,18.65,22.69,0.18,23.22
2009-03,78.53,0.45,0.01,77.83,19.61,23.27,0.79,39.37
2009-04,195.45,1.91,0.22,81.82,22.07,24.86,1.13,81.3
2009-05,269.3,2.7,0.3,83.76,22.91,25.48,0.0,102.4
2009-06,172.95,1.37,0.09,80.28,24.41,27.02,1.48,58.97
2009-07,279.67,3.28,0.37,83.1,24.13,26.48,0.73,94.18
2009-08,218.02,1.59,0.08,83.09,23.92,26.64,0.46,77.07
2009-09,392.37,4.79,1.6,84.52,23.32,25.75,0.24,183.12
2009-10,184.47,1.66,0.34,83.47,21.85,24.63,0.0,111.04
2009-11,110.95,1.1,0.34,77.66,18.63,21.82,0.01,71.05
2009-12,45.13,0.3,0.01,78.76,17.35,20.66,0.01,24.92
2010-01,88.66,1.16,0.18,80.25,17.21,20.45,0.03,59.89
2010-02,23.49,0.07,0.0,73.27,18.33,22.55,1.41,14.98
2010-03,40.56,0.19,0.01,71.76,19.88,23.73,2.58,26.04
2010-04,100.8,0.82,0.05,77.15,22.05,25.47,4.63,45.69
2010-05,179.12,2.07,0.21,78.78,24.67,27.62,5.06,73.34
2010-06,245.56,2.47,0.3,80.31,24.78,27.5,3.23,83.33
2010-07,276.88,3.01,0.51,81.46,24.44,27.11,2.45,105.46
2010-08,322.81,2.88,0.64,85.15,23.7,26.06,0.01,127.52
2010-09,243.36,2.36,0.16,84.31,23.41,26.12,0.26,98.98
2010-10,340.47,4.16,1.28,82.81,21.26,23.82,0.0,163.0
2010-11,231.29,3.16,0.78,82.0,18.99,21.81,0.0,98.03
2010-12,75.26,0.46,0.02,81.25,17.21,20.48,0.01,39.77
2011-01,63.1,0.46,0.01,80.22,14.72,17.21,0.07,29.73
2011-02,22.88,0.01,0.0,78.14,16.68,20.31,0.28,14.26
2011-03,124.97,1.61,0.03,80.21,17.38,20.15,0.42,70.78
2011-04,97.58,0.71,0.03,80.26,20.95,24.0,0.99,47.62
2011-05,227.93,2.48,0.31,81.12,22.9,25.85,0.76,88.06
2011-06,262.34,2.53,0.32,82.47,24.24,26.7,0.67,105.1
2011-07,238.27,2.3,0.23,82.38,24.07,26.58,0.8,96.85
2011-08,225.92,2.0,0.12,83.5,23.66,26.27,0.47,83.85
2011-09,350.79,4.34,0.85,85.17,23.14,25.4,0.2,146.61
2011-10,235.73,2.64,0.4,84.85,21.4,23.78,0.0,104.07
2011-11,145.47,1.47,0.41,82.75,19.84,22.85,0.0,82.14
2011-12,81.54,0.93,0.03,78.49,16.28,19.06,0.07,33.76
2012-01,78.29,0.43,0.0,83.41,16.2,18.86,0.2,34.16
2012-02,45.67,0.3,0.02,80.94,16.94,20.26,0.62,25.99
2012-03,85.3,0.73,0.1,78.14,19.48,22.76,1.76,55.2
2012-04,127.66,0.98,0.21,79.11,22.34,25.69,1.83,70.54
2012-05,258.44,2.66,0.33,81.26,23.93,26.72,1.94,97.2
2012-06,240.07,2.64,0.31,81.44,24.66,26.99,0.8,93.23
2012-07,265.13,2.83,0.33,83.09,24.16,26.49,1.05,104.08
2012-08,254.76,2.33,0.72,82.02,24.03,26.58,0.74,108.22
2012-09,297.34,3.7,0.27,85.47,22.72,25.12,0.0,101.14
2012-10,178.31,1.88,0.46,82.82,21.69,24.59,0.04,91.7
2012-11,106.8,0.73,0.06,84.25,20.71,23.56,0.08,50.45
2012-12,62.03,0.41,0.03,80.37,18.17,21.24,0.32,27.63
2013-01,57.45,0.37,0.01,80.93,16.34,19.15,0.32,31.77
2013-02,42.57,0.16,0.01,78.15,18.74,22.22,1.8,25.23
2013-03,69.89,0.42,0.03,75.67,20.78,24.53,3.5,34.72
2013-04,158.86,1.54,0.17,80.16,22.33,25.43,1.99,77.2
2013-05,221.0,1.75,0.16,81.31,23.93,26.85,2.4,84.01
2013-06,274.23,2.91,0.42,81.37,24.09,26.77,1.35,111.66
2013-07,329.37,3.93,0.39,85.3,23.85,26.11,0.11,107.61
2013-08,289.13,3.13,0.75,83.71,23.95,26.33,0.52,106.95
2013-09,341.83,4.33,0.98,85.26,22.8,25.19,0.05,133.2
2013-10,210.06,2.29,0.64,81.62,20.97,23.81,0.0,120.56
2013-11,170.81,2.09,0.7,82.21,20.07,22.64,0.01,78.26
2013-12,61.06,0.78,0.07,76.62,14.93,18.28,0.02,47.67
2014-01,25.54,0.1,0.0,75.28,14.44,18.54,0.03,13.88
2014-02,25.89,0.05,0.0,76.76,16.11,20.0,0.17,11.76
2014-03,52.13,0.22,0.0,77.87,19.45,23.05,2.03,25.81
2014-04,149.8,1.26,0.13,81.64,22.68,25.66,1.26,68.91
2014-05,161.97,1.3,0.06,79.44,24.16,27.27,3.73,64.44
2014-06,278.11,3.34,0.5,82.28,24.75,27.12,2.03,97.89
2014-07,318.26,3.36,0.45,83.81,24.35,26.64,0.6,117.52
2014-08,282.22,2.95,0.53,83.47,23.98,26.39,0.64,105.95
2014-09,235.37,2.22,0.49,83.46,23.59,26.22,0.06,112.76
2014-10,173.34,1.51,0.18,81.95,21.83,24.7,0.01,63.33
2014-11,118.1,1.09,0.11,83.36,20.48,23.19,0.08,60.12
2014-12,106.57,1.0,0.2,79.86,16.59,19.45,0.0,50.6
2015-01,53.72,0.43,0.02,77.81,15.41,19.16,0.0,34.29
2015-02,34.75,0.12,0.0,77.39,17.42,20.95,0.27,16.89
2015-03,50.57,0.24,0.01,76.76,20.25,23.82,1.51,27.02
2015-04,83.48,0.75,0.06,74.8,21.79,25.4,2.72,45.0
2015-05,171.01,1.84,0.24,76.49,24.68,28.01,6.6,69.64
2015-06,222.61,2.57,0.27,79.25,24.71,27.58,4.23,94.51
2015-07,265.36,3.4,0.33,80.91,24.35,26.85,2.08,106.13
2015-08,253.1,2.46,0.33,82.66,24.29,26.88,1.83,100.86
2015-09,269.14,2.9,0.57,84.28,23.79,26.33,0.42,111.25
2015-10,175.73,1.67,0.23,81.76,21.94,24.95,0.0,76.42
2015-11,136.33,1.25,0.11,84.05,21.39,24.08,0.07,62.96
2015-12,96.28,1.02,0.07,82.06,18.12,20.9,0.11,46.07
2016-01,71.81,0.47,0.01,81.58,17.38,20.46,0.2,32.57
2016-02,31.18,0.19,0.01,73.48,15.67,19.41,0.34,17.09
2016-03,28.99,0.19,0.0,76.07,19.14,22.85,1.48,18.2
2016-04,56.07,0.39,0.02,75.72,22.93,26.51,4.78,28.41
2016-05,205.8,2.49,0.22,79.3,24.36,27.31,3.74,88.89
2016-06,215.76,2.03,0.11,80.33,24.78,27.53,2.99,79.96
2016-07,231.39,1.98,0.33,81.52,24.48,27.21,2.39,86.39
2016-08,301.67,3.29,0.76,82.62,24.57,27.01,1.69,108.49
2016-09,287.44,3.25,0.6,83.79,23.77,26.32,0.46,116.7
2016-10,273.98,3.32,0.44,83.88,22.86,25.4,0.0,100.63
2016-11,165.8,1.98,0.4,83.53,20.57,23.3,0.0,90.14
2016-12,184.43,2.29,0.51,81.6,18.41,21.25,0.0,85.91
2017-01,113.1,1.36,0.22,83.06,18.25,20.98,0.02,67.8
2017-02,57.75,0.37,0.02,78.1,17.56,20.8,0.36,28.06
2017-03,108.69,1.01,0.07,79.33,19.76,23.16,1.17,57.81
2017-04,123.96,1.13,0.08,79.94,21.95,25.11,1.56,59.59
2017-05,249.9,2.7,0.21,82.2,23.47,26.31,0.5,87.57
2017-06,240.1,2.36,0.16,81.71,24.77,27.38,2.3,84.4
2017-07,347.03,4.68,0.42,84.84,24.15,26.42,0.82,117.04
2017-08,307.5,3.85,0.6,84.22,24.28,26.76,1.23,98.4
2017-09,229.58,1.73,0.28,84.02,24.08,26.79,0.25,94.34
2017-10,272.46,3.49,0.62,84.37,22.13,24.51,0.0,115.91
2017-11,208.64,2.23,0.81,82.92,20.19,22.76,0.0,99.17
2017-12,117.03,1.38,0.2,79.71,17.0,19.77,0.0,59.75
2018-01,77.41,0.36,0.0,82.15,17.47,20.16,0.07,36.03
2018-02,27.95,0.06,0.0,75.88,16.43,19.89,0.59,15.66
2018-03,69.81,0.36,0.02,77.72,19.71,23.12,0.79,27.97
2018-04,109.97,1.16,0.12,77.69,21.59,24.9,2.21,53.37
2018-05,201.5,1.54,0.1,80.78,23.79,26.94,1.51,76.71
2018-06,242.51,2.75,0.32,81.83,24.55,26.99,1.49,96.2
2018-07,371.05,5.42,0.76,83.67,24.53,26.72,1.83,131.98
2018-08,356.37,4.83,0.74,84.18,24.27,26.5,0.53,130.41
2018-09,229.09,2.59,0.17,83.43,23.39,26.12,0.37,99.57
2018-10,154.83,1.74,0.18,81.39,21.82,24.75,0.12,80.01
2018-11,120.23,1.12,0.27,81.66,20.46,23.54,0.37,64.67
2018-12,148.42,1.9,0.28,83.7,18.92,21.56,0.12,76.99
2019-01,74.18,0.59,0.12,81.12,17.51,20.46,0.32,46.1
2019-02,33.97,0.24,0.02,76.17,19.14,23.17,1.66,18.08
2019-03,61.94,0.41,0.01,76.69,20.7,24.31,2.67,28.23
2019-04,96.95,0.94,0.07,76.18,23.4,26.96,4.98,46.72
2019-05,217.34,2.24,0.23,80.79,24.22,27.07,3.38,88.45
2019-06,190.85,2.02,0.11,79.49,25.33,28.17,4.71,81.45
2019-07,235.41,2.28,0.35,80.97,24.84,27.41,2.8,100.84
2019-08,331.35,4.3,0.84,82.77,24.51,26.93,2.0,144.28
2019-09,238.12,2.92,0.51,81.33,23.07,25.92,0.31,133.64
2019-10,182.49,1.45,0.33,82.72,22.06,24.92,0.03,83.5
2019-11,125.36,1.32,0.36,82.34,19.68,22.57,0.0,76.29
2019-12,35.91,0.21,0.02,76.97,16.51,20.15,0.0,19.37
2020-01,45.16,0.29,0.04,79.45,17.74,21.08,0.0,24.12
2020-02,38.67,0.1,0.0,77.8,17.63,21.26,0.11,21.09
2020-03,75.93,0.79,0.12,78.26,20.68,24.26,1.17,33.2
2020-04,111.77,0.92,0.12,79.78,21.06,24.16,1.48,51.23
2020-05,136.52,1.45,0.08,77.73,24.63,27.89,4.65,64.15
2020-06,198.01,1.86,0.07,79.3,24.97,27.79,4.18,70.67
2020-07,208.34,1.9,0.1,80.8,24.7,27.48,2.98,107.04
2020-08,327.88,4.42,0.7,84.04,24.27,26.65,0.9,144.23
2020-09,287.44,2.92,0.41,84.75,23.76,26.35,0.67,101.63
2020-10,450.41,6.03,2.08,84.79,21.44,23.66,0.0,183.01
2020-11,188.94,2.29,0.86,81.34,20.15,22.9,0.0,93.59
2020-12,76.53,0.6,0.01,80.19,17.07,19.78,0.0,46.5
2021-01,37.13,0.19,0.0,76.75,15.22,18.43,0.0,18.53
2021-02,39.24,0.43,0.02,78.33,17.32,21.0,0.03,25.65
2021-03,43.21,0.15,0.01,78.17,20.33,23.73,0.63,21.7
2021-04,152.92,1.4,0.11,81.1,22.38,25.34,0.62,65.26
2021-05,167.18,1.51,0.17,80.04,24.32,27.37,2.43,77.68
2021-06,184.45,1.88,0.19,78.79,24.9,27.59,3.81,76.13
2021-07,262.43,3.29,0.36,81.37,24.53,27.08,1.86,99.33
2021-08,216.34,2.03,0.15,81.15,24.44,27.14,2.82,84.37
2021-09,303.33,3.24,0.48,85.21,23.31,25.83,0.21,105.79
2021-10,380.05,5.06,1.63,85.64,21.69,23.92,0.0,160.55
2021-11,221.22,2.96,0.74,83.49,19.88,22.3,0.0,98.22
2021-12,69.46,0.69,0.1,78.62,16.83,19.99,0.0,41.88
2022-01,58.03,0.22,0.0,81.02,17.54,20.51,0.02,22.59
2022-02,79.74,0.78,0.07,80.65,16.76,19.6,0.13,45.35
2022-03,131.01,1.4,0.37,80.72,20.71,23.87,0.64,89.31
2022-04,136.64,1.42,0.2,78.86,21.23,24.41,0.76,95.33
2022-05,288.97,3.69,0.46,82.66,23.04,25.52,0.21,112.23
2022-06,205.42,1.99,0.09,79.69,24.53,27.41,2.6,69.53
2022-07,245.92,2.75,0.16,82.49,24.4,27.05,1.59,91.43
2022-08,316.4,3.77,0.69,83.48,24.03,26.55,0.37,104.63
2022-09,340.45,4.33,0.49,84.41,23.29,25.76,0.11,126.0
2022-10,209.55,2.29,0.44,81.01,21.24,24.04,0.0,102.14
2022-11,146.18,1.61,0.24,83.29,20.97,23.89,0.0,78.27
2022-12,78.15,0.9,0.14,77.86,16.44,19.37,0.0,40.58
2023-01,82.46,0.93,0.05,78.15,15.86,19.08,0.0,47.15
2023-02,46.52,0.2,0.02,78.57,18.2,21.49,0.04,23.41
2023-03,32.12,0.11,0.0,76.57,19.39,22.97,0.7,18.12
2023-04,74.21,0.52,0.05,78.67,22.72,25.97,1.81,35.14
2023-05,173.08,1.66,0.18,78.66,24.19,27.33,4.48,78.18
2023-06,270.94,3.48,0.35,81.59,24.69,27.35,2.18,98.77
2023-07,248.27,2.68,0.17,81.71,24.75,27.41,2.63,90.0
2023-08,254.79,3.16,0.24,82.86,24.65,27.04,1.21,97.63
2023-09,312.66,3.91,0.65,84.78,23.83,26.23,0.3,125.94
2023-10,239.67,2.78,0.57,83.59,22.62,25.18,0.03,97.37
2023-11,116.4,1.04,0.16,81.97,20.25,23.25,0.0,53.65
2023-12,68.04,0.59,0.07,80.69,18.28,21.21,0.0,34.66
