Month,rx1day,rx5day,pr,tasmin,tas,tasmax,r20mm,cdd
2014-04,12.65,27.37,53.96,3.13,9.08,14.51,0.46,15.51
2014-05,19.46,37.58,90.94,8.12,13.59,18.76,0.95,12.47
2014-06,23.44,49.84,118.07,13.17,17.88,22.62,1.16,10.59
2014-07,27.24,54.69,129.77,15.53,20.16,24.99,1.2,8.01
2014-08,24.73,49.24,123.97,13.93,18.5,23.38,1.11,8.47
2014-09,21.03,42.19,93.13,9.74,14.7,19.93,0.83,9.67
2014-10,12.66,23.73,39.13,2.9,8.36,14.25,0.29,16.09
2014-11,7.93,15.23,28.44,-4.65,0.56,6.09,0.15,18.12
2014-12,4.07,8.62,12.17,-11.8,-6.5,-0.92,0.03,23.02
2015-01,7.11,13.13,21.43,-11.82,-6.23,-0.49,0.13,18.8
2015-02,6.43,13.54,23.9,-8.93,-3.02,2.67,0.12,20.52
2015-03,9.33,21.11,36.61,-3.16,2.83,8.39,0.2,18.3
2015-04,14.78,29.9,56.55,2.74,8.57,13.96,0.46,13.34
2015-05,20.17,40.71,98.71,8.53,13.9,19.0,1.14,12.03
2015-06,25.05,52.25,129.78,12.89,17.53,22.18,1.4,9.04
2015-07,25.69,51.98,106.64,14.96,19.95,24.91,1.09,10.57
2015-08,24.87,53.02,121.9,14.25,18.97,23.94,1.13,10.02
2015-09,19.16,37.01,87.32,9.72,14.5,19.64,0.68,10.15
2015-10,14.66,28.63,45.91,3.05,8.55,14.44,0.38,16.06
2015-11,11.45,22.77,44.28,-3.45,1.25,6.32,0.39,15.24
2015-12,8.67,15.54,29.96,-10.11,-5.2,-0.05,0.24,19.4
2016-01,6.76,13.6,32.12,-13.48,-8.25,-2.96,0.23,17.59
2016-02,6.44,12.28,18.2,-10.36,-4.25,1.66,0.06,19.83
2016-03,10.81,22.44,40.53,-2.72,3.31,8.85,0.35,19.95
2016-04,15.17,32.5,79.96,3.97,9.62,14.84,0.92,13.98
2016-05,21.32,41.57,100.22,8.2,13.61,18.73,1.14,10.62
2016-06,25.6,53.35,127.38,13.42,18.35,23.26,1.4,9.39
2016-07,32.27,66.55,139.92,16.09,20.68,25.42,1.4,8.78
2016-08,25.38,52.07,119.57,15.37,19.85,24.72,0.97,9.02
2016-09,19.11,41.27,87.67,10.58,15.34,20.47,0.68,11.19
2016-10,16.21,32.99,63.37,2.92,7.81,12.96,0.47,13.7
2016-11,9.47,17.48,33.97,-5.07,0.04,5.51,0.23,17.4
2016-12,5.01,9.0,15.79,-8.56,-3.32,2.36,0.05,21.86
2017-01,5.56,11.47,19.43,-11.48,-6.2,-0.65,0.06,20.74
2017-02,7.46,12.41,20.45,-8.44,-2.58,3.17,0.08,19.56
2017-03,9.56,19.32,47.72,-4.07,1.62,6.87,0.38,18.0
2017-04,12.81,27.22,57.24,3.47,9.19,14.51,0.47,14.04
2017-05,18.77,32.77,71.78,8.57,14.31,19.7,0.7,12.43
2017-06,25.74,55.58,132.08,12.93,17.76,22.49,1.53,9.35
2017-07,27.3,59.44,128.38,16.33,20.96,25.81,1.18,9.07
2017-08,27.41,59.38,136.45,14.87,19.23,23.96,1.31,7.8
2017-09,16.29,32.6,81.07,10.47,15.43,20.73,0.58,10.42
2017-10,13.27,27.16,51.37,2.94,7.97,13.38,0.41,14.93
2017-11,5.79,11.52,22.11,-5.13,0.19,5.88,0.07,21.95
2017-12,2.95,5.5,9.13,-10.2,-4.95,0.79,0.0,24.77
2018-01,7.51,18.51,26.73,-13.01,-7.83,-2.49,0.17,19.76
2018-02,4.64,9.85,16.06,-10.59,-4.58,1.17,0.03,21.23
2018-03,10.15,18.24,39.51,-2.19,4.03,9.89,0.24,17.41
2018-04,14.57,25.56,53.82,3.46,9.43,14.98,0.42,13.61
2018-05,18.04,35.59,81.07,8.8,14.41,19.68,0.72,11.74
2018-06,23.68,51.99,114.02,13.83,18.59,23.35,1.14,10.82
2018-07,29.89,60.83,146.32,16.52,20.81,25.33,1.37,8.08
2018-08,28.01,55.67,140.48,15.5,19.84,24.57,1.29,7.43
2018-09,19.92,40.7,86.44,9.63,14.4,19.49,0.64,9.27
2018-10,8.9,19.09,36.67,1.34,6.89,12.77,0.13,16.64
2018-11,8.26,17.0,30.74,-5.32,-0.13,5.39,0.16,18.29
2018-12,5.99,12.27,24.95,-12.04,-7.1,-2.01,0.05,21.68
2019-01,5.66,10.34,20.12,-12.56,-7.17,-1.75,0.1,19.87
2019-02,6.47,14.78,32.69,-9.92,-4.34,1.0,0.17,17.6
2019-03,9.58,18.71,41.04,-3.75,2.38,8.12,0.37,17.89
2019-04,13.83,24.06,57.21,3.77,9.72,15.24,0.51,15.8
2019-05,19.09,37.75,82.96,7.99,13.4,18.52,0.82,12.54
2019-06,26.16,51.64,121.29,13.13,17.98,22.8,1.36,10.71
2019-07,26.37,56.91,142.85,15.41,19.94,24.63,1.43,8.1
2019-08,26.82,52.63,119.39,14.9,19.59,24.55,1.11,9.41
2019-09,17.61,36.38,68.36,10.39,15.66,21.31,0.52,13.35
2019-10,10.68,21.12,45.23,3.02,8.27,13.95,0.19,16.14
2019-11,6.04,9.96,20.62,-4.31,0.99,6.53,0.04,18.61
2019-12,4.83,9.69,16.04,-11.16,-5.91,-0.19,0.02,21.06
2020-01,8.7,18.23,32.21,-11.83,-6.65,-1.24,0.27,17.16
2020-02,8.33,16.22,30.02,-8.99,-2.93,3.01,0.22,20.07
2020-03,9.36,19.33,45.04,-2.96,2.99,8.45,0.38,16.64
2020-04,11.88,24.15,45.27,2.35,8.34,13.87,0.32,15.83
2020-05,19.54,39.26,83.74,8.75,14.2,19.41,0.84,12.93
2020-06,25.74,53.88,132.45,13.34,18.11,22.87,1.61,9.82
2020-07,27.88,57.99,143.33,15.57,20.02,24.65,1.46,8.59
2020-08,29.43,56.81,141.77,14.92,19.5,24.36,1.62,8.13
2020-09,20.75,43.54,102.45,10.41,15.08,20.15,0.93,10.67
2020-10,10.2,21.36,39.83,2.83,7.93,13.57,0.25,17.54
2020-11,8.92,16.16,23.11,-3.95,1.1,6.66,0.13,21.62
2020-12,3.32,6.0,10.97,-11.69,-6.77,-1.4,0.0,24.35
2021-01,3.67,6.43,12.26,-13.04,-7.2,-1.25,0.0,19.99
2021-02,9.63,16.55,26.55,-7.66,-1.41,4.77,0.19,19.72
2021-03,9.72,20.57,40.4,-1.79,3.99,9.4,0.18,15.95
2021-04,12.11,24.99,53.6,2.46,7.96,13.04,0.32,12.28
2021-05,19.37,42.53,98.32,8.62,13.93,19.02,1.03,11.78
2021-06,23.28,53.72,117.09,13.51,18.26,23.05,1.17,9.61
2021-07,29.4,62.41,140.14,16.51,21.02,25.74,1.43,9.49
2021-08,26.27,58.05,137.27,14.5,18.92,23.64,1.39,9.1
2021-09,21.48,41.31,91.96,10.88,15.97,21.47,0.85,10.36
2021-10,16.88,33.63,61.02,3.01,8.02,13.48,0.53,14.49
2021-11,9.59,17.51,28.83,-5.77,-0.38,5.52,0.2,19.21
2021-12,5.03,8.62,13.78,-10.98,-5.5,0.38,0.05,22.73
2022-01,5.61,12.57,26.25,-12.3,-7.0,-1.38,0.09,19.13
2022-02,7.29,14.88,31.37,-11.81,-6.16,-0.74,0.23,17.96
2022-03,12.35,24.95,49.1,-1.69,4.39,10.15,0.47,20.18
2022-04,15.2,29.85,58.21,3.46,9.47,15.11,0.63,16.46
2022-05,18.66,40.22,93.32,8.83,14.21,19.34,0.93,12.02
2022-06,25.62,55.72,134.44,14.12,18.93,23.74,1.63,10.26
2022-07,25.87,51.97,112.02,16.18,21.06,26.06,1.11,9.97
2022-08,21.98,44.03,103.06,15.54,20.11,25.08,0.83,9.62
2022-09,15.5,33.45,66.2,10.42,15.66,21.27,0.47,13.24
2022-10,12.83,27.87,43.84,2.32,7.64,13.38,0.3,17.35
2022-11,9.84,19.66,36.09,-3.83,1.49,7.15,0.25,18.6
2022-12,3.56,8.37,11.24,-11.94,-6.73,-1.09,0.01,24.38
2023-01,4.26,8.53,13.08,-12.86,-7.07,-1.04,0.04,19.7
2023-02,5.55,12.72,23.16,-7.97,-2.33,3.22,0.05,21.02
2023-03,9.16,21.39,35.56,-2.25,3.99,9.88,0.25,21.01
2023-04,16.22,29.25,61.78,2.5,8.28,13.64,0.6,14.98
2023-05,18.25,34.27,76.38,7.83,13.22,18.28,0.67,11.13
2023-06,21.47,48.1,104.37,13.47,18.54,23.52,1.04,10.98
2023-07,29.02,57.32,135.24,16.27,20.86,25.6,1.39,9.0
2023-08,25.98,51.6,130.52,15.33,19.87,24.7,1.23,8.66
2023-09,20.28,39.79,85.85,10.98,15.95,21.31,0.73,10.69
2023-10,12.64,24.88,45.81,3.64,9.1,15.11,0.3,15.16
2023-11,10.12,17.64,27.25,-5.09,0.52,6.53,0.21,18.46
2023-12,6.22,11.84,18.73,-11.01,-5.6,0.13,0.06,21.9
