Month,hurs,pr,rx5day,r20mm,rx1day,tasmin,r50mm,cdd
2008-04,82.81,178.76,90.99,1.78,37.39,23.72,0.23,3.92
2008-05,84.86,333.81,125.62,3.87,54.62,23.8,0.6,1.64
2008-06,84.04,272.36,114.46,2.86,55.69,23.82,0.48,1.89
2008-07,85.04,305.88,115.21,3.16,42.81,23.75,0.44,1.23
2008-08,84.71,295.38,128.82,3.44,56.14,23.64,0.62,2.6
2008-09,85.03,295.18,109.47,3.4,48.04,23.81,0.38,1.62
2008-10,85.5,247.69,81.96,2.13,32.14,23.8,0.16,1.26
2008-11,86.08,264.99,100.41,3.13,40.05,23.61,0.44,1.81
2008-12,84.76,231.7,104.03,2.63,47.32,22.91,0.48,4.44
2009-01,85.09,281.09,127.44,3.39,55.55,22.34,0.9,3.79
2009-02,84.77,188.4,82.24,2.24,44.77,23.02,0.42,4.32
2009-03,82.67,123.83,51.75,0.78,22.64,23.38,0.06,5.76
2009-04,84.23,300.72,137.69,3.82,52.8,23.93,0.55,2.35
2009-05,84.56,283.0,120.4,3.18,48.44,23.95,0.43,1.57
2009-06,84.84,273.08,96.71,3.28,39.51,24.06,0.3,2.12
2009-07,85.59,383.55,128.06,4.73,52.39,23.99,0.86,0.85
2009-08,84.09,223.01,95.15,1.81,39.2,24.42,0.27,3.4
2009-09,85.54,348.2,133.26,4.63,61.87,24.22,1.11,2.72
2009-10,84.49,289.36,131.92,3.11,65.55,23.7,1.06,3.59
2009-11,84.97,201.98,115.09,1.8,52.6,23.4,0.62,4.19
2009-12,82.89,84.94,36.97,0.43,14.33,22.43,0.01,8.57
2010-01,84.06,162.29,74.94,1.85,31.2,22.39,0.25,5.61
2010-02,80.12,41.59,21.85,0.24,9.34,22.42,0.04,12.92
2010-03,79.03,78.43,38.93,0.52,18.68,23.25,0.09,13.05
2010-04,79.04,97.07,50.39,0.76,22.12,24.13,0.07,8.06
2010-05,79.82,129.06,57.89,0.99,21.47,24.91,0.05,6.87
2010-06,83.72,291.85,87.63,3.23,32.56,24.59,0.14,0.89
2010-07,84.88,359.45,109.33,4.56,48.15,24.06,0.37,0.64
2010-08,85.12,316.76,98.11,3.64,36.16,24.04,0.17,0.98
2010-09,84.29,267.17,91.77,2.58,33.84,23.87,0.18,1.24
2010-10,85.68,319.79,119.24,3.39,54.8,23.76,0.4,1.59
2010-11,86.17,257.31,90.13,2.02,40.22,23.55,0.37,1.21
2010-12,85.7,230.1,90.49,2.29,37.8,23.13,0.26,2.69
2011-01,85.22,305.76,119.14,3.92,53.0,22.46,0.84,2.65
2011-02,83.81,206.99,99.93,2.36,42.38,22.41,0.5,4.86
2011-03,84.39,259.68,89.0,3.1,40.72,22.98,0.29,3.54
2011-04,81.62,146.63,61.7,1.37,27.23,23.27,0.14,5.77
2011-05,84.7,324.7,129.13,3.59,62.76,24.19,0.62,1.96
2011-06,85.49,360.5,133.78,4.92,61.11,24.19,0.88,2.08
2011-07,85.11,325.29,139.83,4.74,51.82,23.99,0.68,2.72
2011-08,85.7,305.96,110.48,3.3,43.24,23.99,0.3,1.82
2011-09,85.32,340.57,128.28,4.08,55.3,24.02,0.74,1.58
2011-10,85.0,283.12,132.73,3.12,60.0,23.74,0.62,2.22
2011-11,85.61,246.11,90.53,2.56,39.83,23.73,0.29,1.8
2011-12,86.23,307.9,111.21,4.14,49.52,23.43,0.79,2.15
2012-01,85.02,164.47,59.53,1.28,24.12,22.94,0.09,3.52
2012-02,84.73,249.69,103.81,3.13,47.16,22.97,0.47,3.31
2012-03,83.18,221.0,103.71,2.81,42.69,23.23,0.45,4.8
2012-04,82.13,132.75,52.73,0.71,15.05,23.84,0.02,3.94
2012-05,83.9,283.09,94.31,2.82,31.18,24.25,0.09,1.25
2012-06,84.11,262.2,94.58,2.95,32.07,24.26,0.17,2.44
2012-07,85.9,413.27,138.33,5.79,52.36,23.91,0.84,0.86
2012-08,84.27,287.7,120.69,3.58,55.81,24.05,0.55,2.98
2012-09,85.55,328.78,119.33,4.39,50.45,23.88,0.44,1.37
2012-10,84.77,239.75,113.91,2.84,47.88,23.47,0.44,3.13
2012-11,84.31,143.8,59.25,1.34,27.07,23.53,0.13,4.96
2012-12,84.38,189.36,89.44,1.96,54.58,23.34,0.52,6.05
2013-01,85.19,292.47,123.63,4.31,54.12,22.67,1.03,4.6
2013-02,83.57,152.07,93.37,1.77,42.38,23.02,0.4,5.34
2013-03,82.07,116.85,46.02,0.71,21.91,23.45,0.08,5.03
2013-04,81.26,138.33,51.47,1.13,26.35,24.29,0.13,4.2
2013-05,82.95,238.31,76.98,2.23,30.11,24.5,0.13,2.52
2013-06,84.87,338.45,111.68,4.56,48.47,24.38,0.48,1.21
2013-07,85.48,390.22,124.51,5.66,46.52,23.85,0.48,0.91
2013-08,85.36,331.31,119.07,4.65,55.61,24.01,0.66,2.32
2013-09,85.24,334.31,120.0,4.49,44.25,24.06,0.53,2.03
2013-10,84.48,240.14,107.74,2.53,50.31,23.49,0.5,2.84
2013-11,86.12,264.35,106.65,3.12,56.38,23.54,0.64,2.29
2013-12,86.01,208.26,85.47,1.69,38.31,23.33,0.32,2.59
2014-01,83.37,294.2,148.06,3.56,61.44,21.57,1.45,7.04
2014-02,82.68,93.37,51.31,0.85,17.32,21.9,0.03,8.15
2014-03,81.87,157.24,80.48,1.72,36.43,22.85,0.28,8.55
2014-04,81.73,151.11,80.96,1.32,39.16,23.89,0.26,5.08
2014-05,81.5,177.68,56.15,1.28,19.87,24.57,0.01,2.92
2014-06,84.17,323.03,112.09,3.91,45.11,24.62,0.38,0.99
2014-07,85.75,358.63,119.07,4.67,59.11,24.35,0.72,1.42
2014-08,84.45,299.49,112.31,3.82,48.02,23.97,0.44,4.55
2014-09,85.44,351.99,124.16,4.71,65.2,23.88,1.09,2.02
2014-10,85.26,280.93,103.33,3.08,44.2,23.74,0.34,1.64
2014-11,84.17,189.42,80.25,1.8,36.22,23.51,0.21,3.71
2014-12,85.24,282.31,131.98,3.44,71.24,23.29,1.1,3.52
2015-01,83.31,171.11,79.04,1.72,47.98,22.16,0.42,5.51
2015-02,80.89,74.26,38.1,0.45,17.56,22.05,0.06,7.88
2015-03,77.15,61.76,30.26,0.31,15.18,22.45,0.06,12.29
2015-04,78.51,94.84,45.44,0.55,19.25,23.77,0.07,6.5
2015-05,79.72,145.83,62.06,1.0,24.96,24.38,0.09,4.79
2015-06,82.82,272.12,102.69,3.1,35.94,24.44,0.21,1.43
2015-07,83.91,314.63,143.27,4.24,54.62,24.24,0.87,5.12
2015-08,84.24,312.02,148.82,3.7,53.9,24.27,0.71,2.26
2015-09,84.91,289.51,101.49,3.18,37.07,24.08,0.18,1.21
2015-10,83.65,239.47,132.6,1.97,64.45,23.98,0.82,3.75
2015-11,83.8,130.59,46.51,0.76,19.56,23.71,0.05,5.4
2015-12,84.02,230.76,144.28,2.43,74.14,23.36,0.99,5.64
2016-01,81.17,72.63,34.08,0.51,16.71,22.88,0.04,7.81
2016-02,81.31,112.35,46.46,1.11,23.89,22.78,0.08,6.14
2016-03,78.61,58.6,26.58,0.28,11.34,23.54,0.03,10.62
2016-04,77.02,80.21,33.7,0.43,13.92,24.56,0.01,8.99
2016-05,80.6,224.06,80.59,2.23,29.2,24.95,0.08,3.89
2016-06,84.18,342.48,114.34,3.96,43.31,24.52,0.27,0.45
2016-07,84.01,320.2,119.84,3.94,48.22,24.28,0.53,1.26
2016-08,84.8,293.81,105.83,3.8,41.47,24.63,0.62,2.76
2016-09,85.21,306.35,98.03,3.45,36.98,24.16,0.21,1.99
2016-10,86.08,406.5,160.71,5.17,81.21,24.11,0.84,2.01
2016-11,85.19,247.18,113.43,3.08,57.35,23.69,0.65,3.51
2016-12,85.79,293.85,113.41,3.17,55.54,23.67,0.73,2.28
2017-01,84.8,308.06,137.92,4.11,67.0,22.92,1.15,3.71
2017-02,82.7,166.2,94.73,1.48,49.78,22.55,0.43,4.81
2017-03,82.61,183.36,82.64,2.16,32.47,23.08,0.22,5.5
2017-04,81.87,127.83,51.49,0.93,23.31,23.86,0.05,5.22
2017-05,83.83,304.39,101.2,3.73,34.1,24.6,0.2,2.21
2017-06,83.77,276.0,87.56,2.78,33.99,24.38,0.12,1.06
2017-07,85.12,367.66,120.33,5.04,43.37,24.18,0.41,2.05
2017-08,85.18,348.82,107.36,4.22,47.18,24.27,0.42,0.73
2017-09,85.04,342.51,129.01,4.38,62.08,24.23,0.65,1.47
2017-10,85.61,344.78,137.24,4.55,59.3,24.05,0.81,1.61
2017-11,85.82,216.96,91.62,2.16,44.23,24.07,0.36,1.92
2017-12,85.25,340.75,164.48,4.05,80.28,23.51,1.25,2.3
2018-01,85.31,251.38,104.81,3.04,56.23,23.09,0.65,3.12
2018-02,83.27,172.44,81.2,2.01,44.83,23.07,0.5,4.74
2018-03,79.69,88.84,37.57,0.57,17.36,23.01,0.01,6.39
2018-04,79.93,116.37,51.67,0.68,20.15,24.02,0.1,4.96
2018-05,80.59,169.22,66.3,1.16,25.29,24.62,0.11,2.94
2018-06,83.27,279.64,109.95,3.36,38.5,24.48,0.43,2.76
2018-07,85.01,388.79,129.33,5.92,46.32,24.3,0.87,1.58
2018-08,83.93,296.11,113.33,3.94,37.92,24.38,0.45,3.0
2018-09,84.19,304.03,125.43,3.44,59.01,23.97,0.59,2.02
2018-10,81.89,182.32,83.65,1.28,43.01,23.81,0.33,3.6
2018-11,82.89,151.31,77.7,1.48,33.8,23.64,0.17,4.93
2018-12,84.12,231.94,132.36,2.86,57.37,23.56,0.75,5.52
2019-01,81.35,136.59,60.15,1.44,30.0,22.64,0.29,7.52
2019-02,76.99,31.31,16.16,0.11,6.91,21.79,0.01,12.28
2019-03,75.87,67.63,36.64,0.61,21.13,22.93,0.1,14.49
2019-04,76.69,87.12,42.64,0.52,15.93,24.29,0.01,9.29
2019-05,81.05,222.34,79.23,2.06,28.9,24.7,0.14,3.23
2019-06,83.0,272.19,102.85,3.02,38.28,24.88,0.26,1.25
2019-07,84.27,344.06,115.6,4.48,49.05,24.29,0.5,2.03
2019-08,83.48,304.22,113.5,4.38,46.03,24.65,0.63,4.96
2019-09,82.47,225.62,119.67,3.11,51.57,24.36,0.59,4.83
2019-10,82.91,191.66,73.8,1.39,26.21,23.86,0.07,2.36
2019-11,83.81,231.9,113.14,2.21,46.99,23.89,0.5,3.02
2019-12,83.44,195.58,93.42,1.82,56.45,23.47,0.54,4.79
2020-01,82.23,93.12,37.67,0.53,18.46,23.02,0.05,4.87
2020-02,79.08,77.36,33.3,0.43,14.9,22.55,0.01,7.43
2020-03,77.89,75.16,40.32,0.7,21.53,23.53,0.06,10.56
2020-04,76.6,68.84,30.25,0.23,12.91,24.37,0.02,9.8
2020-05,81.09,228.71,94.51,2.1,54.69,25.2,0.42,4.08
2020-06,82.84,297.21,105.65,3.65,48.25,24.58,0.44,1.5
2020-07,83.43,343.7,123.07,4.14,48.76,24.26,0.46,0.72
2020-08,84.36,304.44,112.86,3.97,44.19,24.29,0.32,2.36
2020-09,83.89,290.04,102.52,3.25,42.71,24.28,0.38,1.28
2020-10,86.29,500.64,151.49,7.94,73.18,24.14,1.28,0.57
2020-11,85.19,269.97,128.81,2.61,69.25,23.83,0.71,3.05
2020-12,86.26,335.13,121.85,4.01,63.04,23.71,1.02,1.68
2021-01,85.09,318.06,139.05,4.31,66.12,22.96,0.96,3.45
2021-02,83.54,215.43,97.19,2.5,51.24,22.84,0.56,3.64
2021-03,82.06,174.12,83.76,1.95,33.79,23.52,0.19,4.34
2021-04,80.63,142.56,72.59,1.14,35.71,23.73,0.27,5.26
2021-05,81.21,225.22,92.15,2.76,31.2,24.83,0.23,4.54
2021-06,82.32,280.85,103.81,3.06,49.79,24.34,0.34,1.91
2021-07,83.48,309.13,114.38,4.17,42.07,24.59,0.37,3.35
2021-08,83.35,292.88,91.83,3.45,36.42,24.29,0.15,2.81
2021-09,84.36,333.29,129.72,4.2,57.59,24.05,0.61,1.19
2021-10,84.4,336.05,130.64,4.38,62.92,24.16,0.69,2.07
2021-11,84.34,223.55,70.99,1.96,31.73,24.05,0.16,2.65
2021-12,83.31,258.03,113.75,2.98,60.86,23.07,0.9,3.95
2022-01,82.68,148.48,71.88,1.43,38.34,22.61,0.29,5.22
2022-02,83.0,132.73,52.52,1.04,27.82,22.93,0.11,3.97
2022-03,83.3,217.54,91.29,2.47,40.55,23.62,0.42,4.3
2022-04,83.61,312.4,144.44,4.26,57.32,23.82,0.86,2.54
2022-05,82.57,298.91,107.4,4.24,41.48,24.33,0.33,3.37
2022-06,82.24,259.97,88.04,2.51,31.97,24.18,0.13,1.09
2022-07,84.24,364.24,111.7,4.93,43.08,24.28,0.28,1.04
2022-08,84.41,384.23,122.6,5.14,50.68,23.99,0.62,0.88
2022-09,83.12,268.38,99.31,2.99,42.16,24.1,0.24,1.99
2022-10,84.83,408.16,176.89,4.64,85.6,24.13,1.43,1.41
2022-11,84.4,204.17,84.43,1.76,32.22,23.94,0.18,2.78
2022-12,84.2,267.12,110.64,3.17,50.29,23.36,0.66,2.98
2023-01,85.03,393.12,153.04,6.11,59.65,22.85,1.33,2.64
2023-02,82.63,184.1,95.63,2.24,50.91,22.81,0.48,4.22
2023-03,79.67,114.78,50.96,0.94,20.68,22.94,0.1,7.57
2023-04,79.75,136.14,69.57,1.14,31.19,24.12,0.19,5.01
2023-05,81.7,250.15,95.12,2.61,42.32,24.84,0.29,2.6
2023-06,83.94,336.18,115.34,4.4,44.33,24.53,0.4,1.62
2023-07,84.42,412.0,170.72,5.63,77.82,24.65,1.02,1.66
2023-08,83.09,263.68,110.43,3.15,40.3,24.75,0.35,4.13
2023-09,84.79,312.55,102.97,3.72,37.58,24.47,0.21,1.75
2023-10,83.51,221.94,78.44,1.94,30.22,24.28,0.04,1.96
2023-11,83.75,205.74,84.69,1.97,38.08,24.21,0.28,2.89
2023-12,84.01,173.04,77.0,1.44,40.48,23.99,0.39,3.95
