Month,pr,tasmin,rx5day,r20mm,hurs,tas,rx1day,cdd
2003-01,43.53,15.45,29.6,0.5,78.36,19.08,14.41,18.92
2003-02,44.75,18.32,22.68,0.26,77.62,22.01,11.77,15.57
2003-03,65.29,19.83,33.86,0.29,75.94,23.24,14.18,16.51
2003-04,72.85,22.56,35.43,0.39,75.24,26.2,15.78,9.4
2003-05,258.93,23.88,98.11,2.91,81.61,26.68,38.78,3.41
2003-06,215.29,24.27,88.38,2.31,81.07,26.94,30.77,4.59
2003-07,230.14,24.0,94.54,2.01,82.58,26.69,47.14,2.94
2003-08,276.39,24.08,99.25,3.15,83.43,26.53,49.18,2.66
2003-09,261.13,22.95,98.23,2.73,84.83,25.46,34.73,2.49
2003-10,207.03,21.47,91.66,2.95,82.92,24.22,38.83,8.37
2003-11,91.84,19.43,55.32,1.12,79.06,22.84,29.04,13.11
2003-12,64.04,16.17,32.23,0.52,77.16,19.6,12.9,13.81
2004-01,44.15,16.24,19.38,0.2,78.38,19.67,8.91,14.29
2004-02,27.25,16.33,14.87,0.03,76.78,20.25,5.88,17.72
2004-03,49.51,19.37,27.76,0.17,77.15,22.86,11.03,17.66
2004-04,127.64,21.93,56.63,1.18,78.96,25.18,23.58,7.65
2004-05,240.06,23.08,95.82,3.04,80.98,25.95,45.23,3.47
2004-06,210.51,23.91,92.11,2.26,81.24,26.48,37.71,4.55
2004-07,278.65,23.61,104.49,3.41,83.26,26.07,40.65,3.21
2004-08,249.09,23.96,95.02,2.41,83.35,26.33,39.89,2.25
2004-09,192.36,22.7,83.89,1.49,83.11,25.43,35.64,3.18
2004-10,93.74,20.47,46.86,1.08,77.49,23.76,18.64,11.72
2004-11,102.59,19.21,61.77,1.18,79.03,22.52,28.57,10.61
2004-12,39.56,15.71,21.49,0.25,75.16,19.71,10.68,20.37
2005-01,30.71,15.58,14.71,0.02,76.8,19.07,5.42,17.43
2005-02,28.88,17.51,15.28,0.1,76.27,21.5,6.84,17.81
2005-03,57.66,18.23,25.27,0.37,76.18,21.88,12.86,15.8
2005-04,70.59,21.7,33.6,0.41,75.89,25.09,16.75,10.95
2005-05,164.1,24.03,58.57,1.19,78.49,27.07,22.01,6.46
2005-06,233.68,24.62,78.06,2.63,80.72,27.12,32.76,2.86
2005-07,289.55,23.85,96.52,3.13,82.78,26.34,44.2,2.38
2005-08,282.3,23.85,96.12,3.09,84.09,26.1,41.59,1.64
2005-09,302.0,23.02,118.05,3.5,83.98,25.62,64.3,2.45
2005-10,199.55,21.56,83.18,2.15,83.45,24.23,31.34,4.65
2005-11,141.67,19.91,66.23,1.37,83.46,22.63,30.71,8.53
2005-12,176.95,16.43,75.86,2.27,81.55,18.92,30.86,9.18
2006-01,39.6,16.51,20.91,0.14,78.94,19.84,8.67,15.4
2006-02,51.22,17.97,18.64,0.12,80.01,21.03,9.25,11.92
2006-03,64.28,19.21,35.75,0.49,78.9,22.66,21.81,10.78
2006-04,108.27,22.03,48.33,0.91,77.35,25.4,25.27,6.2
2006-05,203.44,22.84,82.12,2.18,78.51,26.0,34.69,5.44
2006-06,239.31,24.3,102.06,2.75,81.04,26.97,30.82,3.32
2006-07,299.53,24.31,124.57,3.45,82.7,26.5,64.03,3.0
2006-08,333.72,23.6,128.98,3.86,84.8,25.8,58.17,1.58
2006-09,260.71,22.53,111.96,2.91,81.95,25.29,50.11,4.49
2006-10,174.74,22.06,99.35,1.53,83.16,24.77,33.89,4.81
2006-11,73.8,20.04,49.31,0.63,78.36,23.64,25.82,11.23
2006-12,69.32,16.9,31.95,0.82,76.85,20.23,15.39,16.39
2007-01,61.71,15.93,33.67,0.52,76.84,19.05,13.03,11.82
2007-02,38.25,18.04,19.55,0.24,74.11,22.22,9.39,19.5
2007-03,87.84,19.94,47.99,0.69,78.56,23.45,24.12,11.28
2007-04,113.18,21.25,58.88,1.09,77.45,24.46,27.27,7.99
2007-05,244.37,22.77,91.4,2.92,81.09,25.71,38.98,3.73
2007-06,244.71,24.3,83.75,2.68,81.39,27.13,32.29,2.33
2007-07,250.54,24.1,80.2,2.57,82.22,26.67,29.81,2.52
2007-08,279.23,23.77,117.21,3.0,84.13,26.15,44.96,2.33
2007-09,283.55,22.64,120.33,3.74,83.56,25.31,48.11,3.66
2007-10,315.73,21.33,134.5,3.85,84.17,23.92,56.89,7.57
2007-11,185.02,17.6,94.32,2.51,78.52,20.89,38.63,13.86
2007-12,56.99,18.06,27.03,0.33,80.18,21.13,11.1,19.09
2008-01,75.49,15.48,47.99,0.78,79.35,18.87,24.17,11.56
2008-02,57.09,14.72,34.66,0.15,76.95,17.53,13.53,14.64
2008-03,74.44,18.99,36.44,0.43,78.69,22.36,20.44,9.85
2008-04,107.31,21.99,52.25,0.8,79.5,25.21,23.56,6.52
2008-05,268.5,22.84,104.17,3.16,82.4,25.53,49.7,3.34
2008-06,262.14,23.78,87.69,3.36,82.95,26.33,32.35,2.41
2008-07,247.98,23.9,78.44,2.72,82.55,26.38,31.44,2.54
2008-08,273.22,23.64,113.77,2.58,83.89,26.09,49.17,2.49
2008-09,312.31,23.06,138.25,3.58,84.58,25.6,69.6,3.24
2008-10,254.09,22.26,103.86,2.7,85.42,24.72,44.35,2.96
2008-11,199.14,18.58,115.23,2.41,82.06,21.53,44.23,7.51
2008-12,102.4,16.24,68.17,1.25,80.2,19.49,26.31,17.52
2009-01,38.04,14.37,20.89,0.24,76.74,18.0,9.0,16.92
2009-02,35.69,18.65,23.22,0.14,78.3,22.69,10.37,17.25
2009-03,78.53,19.61,39.37,0.45,77.83,23.27,16.89,7.71
2009-04,195.45,22.07,81.3,1.91,81.82,24.86,36.81,3.17
2009-05,269.3,22.91,102.4,2.7,83.76,25.48,40.74,2.56
2009-06,172.95,24.41,58.97,1.37,80.28,27.02,24.36,3.78
2009-07,279.67,24.13,94.18,3.28,83.1,26.48,42.01,2.61
2009-08,218.02,23.92,77.07,1.59,83.09,26.64,28.75,2.48
2009-09,392.37,23.32,183.12,4.79,84.52,25.75,84.88,2.56
2009-10,184.47,21.85,111.04,1.66,83.47,24.63,40.7,5.58
2009-11,110.95,18.63,71.05,1.1,77.66,21.82,41.9,11.28
2009-12,45.13,17.35,24.92,0.3,78.76,20.66,9.61,15.6
2010-01,88.66,17.21,59.89,1.16,80.25,20.45,33.96,9.82
2010-02,23.49,18.33,14.98,0.07,73.27,22.55,6.71,18.48
2010-03,40.56,19.88,26.04,0.19,71.76,23.73,12.45,18.35
2010-04,100.8,22.05,45.69,0.82,77.15,25.47,20.84,9.45
2010-05,179.12,24.67,73.34,2.07,78.78,27.62,30.87,4.77
2010-06,245.56,24.78,83.33,2.47,80.31,27.5,43.02,3.1
2010-07,276.88,24.44,105.46,3.01,81.46,27.11,54.69,3.44
2010-08,322.81,23.7,127.52,2.88,85.15,26.06,52.7,1.36
2010-09,243.36,23.41,98.98,2.36,84.31,26.12,33.65,2.68
2010-10,340.47,21.26,163.0,4.16,82.81,23.82,71.76,4.8
2010-11,231.29,18.99,98.03,3.16,82.0,21.81,37.3,11.59
2010-12,75.26,17.21,39.77,0.46,81.25,20.48,17.92,8.73
2011-01,63.1,14.72,29.73,0.46,80.22,17.21,12.83,12.34
2011-02,22.88,16.68,14.26,0.01,78.14,20.31,5.5,18.37
2011-03,124.97,17.38,70.78,1.61,80.21,20.15,25.84,12.55
2011-04,97.58,20.95,47.62,0.71,80.26,24.0,23.14,8.37
2011-05,227.93,22.9,88.06,2.48,81.12,25.85,39.66,4.75
2011-06,262.34,24.24,105.1,2.53,82.47,26.7,48.88,3.29
2011-07,238.27,24.07,96.85,2.3,82.38,26.58,36.45,3.18
2011-08,225.92,23.66,83.85,2.0,83.5,26.27,31.95,3.52
2011-09,350.79,23.14,146.61,4.34,85.17,25.4,64.64,3.25
2011-10,235.73,21.4,104.07,2.64,84.85,23.78,39.2,5.89
2011-11,145.47,19.84,82.14,1.47,82.75,22.85,46.77,8.77
2011-12,81.54,16.28,33.76,0.93,78.49,19.06,14.2,12.67
2012-01,78.29,16.2,34.16,0.43,83.41,18.86,15.74,7.32
2012-02,45.67,16.94,25.99,0.3,80.94,20.26,13.23,10.9
2012-03,85.3,19.48,55.2,0.73,78.14,22.76,24.24,9.17
2012-04,127.66,22.34,70.54,0.98,79.11,25.69,36.16,5.23
2012-05,258.44,23.93,97.2,2.66,81.26,26.72,39.73,4.93
2012-06,240.07,24.66,93.23,2.64,81.44,26.99,43.31,3.26
2012-07,265.13,24.16,104.08,2.83,83.09,26.49,41.04,2.87
2012-08,254.76,24.03,108.22,2.33,82.02,26.58,53.34,3.32
2012-09,297.34,22.72,101.14,3.7,85.47,25.12,40.97,2.18
2012-10,178.31,21.69,91.7,1.88,82.82,24.59,49.6,5.76
2012-11,106.8,20.71,50.45,0.73,84.25,23.56,24.05,5.2
2012-12,62.03,18.17,27.63,0.41,80.37,21.24,14.41,10.36
2013-01,57.45,16.34,31.77,0.37,80.93,19.15,15.35,11.72
2013-02,42.57,18.74,25.23,0.16,78.15,22.22,11.39,13.94
2013-03,69.89,20.78,34.72,0.42,75.67,24.53,16.99,12.83
2013-04,158.86,22.33,77.2,1.54,80.16,25.43,36.26,4.92
2013-05,221.0,23.93,84.01,1.75,81.31,26.85,31.82,2.77
2013-06,274.23,24.09,111.66,2.91,81.37,26.77,51.79,3.35
2013-07,329.37,23.85,107.61,3.93,85.3,26.11,42.07,1.43
2013-08,289.13,23.95,106.95,3.13,83.71,26.33,54.42,3.94
2013-09,341.83,22.8,133.2,4.33,85.26,25.19,60.1,2.38
2013-10,210.06,20.97,120.56,2.29,81.62,23.81,57.79,7.48
2013-11,170.81,20.07,78.26,2.09,82.21,22.64,51.36,7.79
2013-12,61.06,14.93,47.67,0.78,76.62,18.28,23.59,13.38
2014-01,25.54,14.44,13.88,0.1,75.28,18.54,5.99,17.92
2014-02,25.89,16.11,11.76,0.05,76.76,20.0,6.08,18.96
2014-03,52.13,19.45,25.81,0.22,77.87,23.05,12.96,16.76
2014-04,149.8,22.68,68.91,1.26,81.64,25.66,33.95,5.44
2014-05,161.97,24.16,64.44,1.3,79.44,27.27,23.61,3.69
2014-06,278.11,24.75,97.89,3.34,82.28,27.12,44.35,2.65
2014-07,318.26,24.35,117.52,3.36,83.81,26.64,51.16,1.81
2014-08,282.22,23.98,105.95,2.95,83.47,26.39,52.96,3.43
2014-09,235.37,23.59,112.76,2.22,83.46,26.22,52.79,3.23
2014-10,173.34,21.83,63.33,1.51,81.95,24.7,32.5,5.75
2014-11,118.1,20.48,60.12,1.09,83.36,23.19,27.46,7.18
2014-12,106.57,16.59,50.6,1.0,79.86,19.45,21.65,9.56
2015-01,53.72,15.41,34.29,0.43,77.81,19.16,15.73,17.29
2015-02,34.75,17.42,16.89,0.12,77.39,20.95,8.48,15.61
2015-03,50.57,20.25,27.02,0.24,76.76,23.82,11.36,17.0
2015-04,83.48,21.79,45.0,0.75,74.8,25.4,23.25,12.26
2015-05,171.01,24.68,69.64,1.84,76.49,28.01,32.97,4.98
2015-06,222.61,24.71,94.51,2.57,79.25,27.58,40.48,4.1
2015-07,265.36,24.35,106.13,3.4,80.91,26.85,41.97,5.25
2015-08,253.1,24.29,100.86,2.46,82.66,26.88,40.48,2.78
2015-09,269.14,23.79,111.25,2.9,84.28,26.33,46.41,2.1
2015-10,175.73,21.94,76.42,1.67,81.76,24.95,34.0,7.67
2015-11,136.33,21.39,62.96,1.25,84.05,24.08,25.81,5.77
2015-12,96.28,18.12,46.07,1.02,82.06,20.9,25.25,8.67
2016-01,71.81,17.38,32.57,0.47,81.58,20.46,13.6,10.38
2016-02,31.18,15.67,17.09,0.19,73.48,19.41,6.96,18.48
2016-03,28.99,19.14,18.2,0.19,76.07,22.85,10.27,18.51
2016-04,56.07,22.93,28.41,0.39,75.72,26.51,14.64,17.25
2016-05,205.8,24.36,88.89,2.49,79.3,27.31,37.9,5.99
2016-06,215.76,24.78,79.96,2.03,80.33,27.53,32.63,2.97
2016-07,231.39,24.48,86.39,1.98,81.52,27.21,46.76,3.12
2016-08,301.67,24.57,108.49,3.29,82.62,27.01,55.33,2.62
2016-09,287.44,23.77,116.7,3.25,83.79,26.32,56.44,2.89
2016-10,273.98,22.86,100.63,3.32,83.88,25.4,43.94,3.36
2016-11,165.8,20.57,90.14,1.98,83.53,23.3,37.23,5.77
2016-12,184.43,18.41,85.91,2.29,81.6,21.25,39.94,9.95
2017-01,113.1,18.25,67.8,1.36,83.06,20.98,34.54,7.82
2017-02,57.75,17.56,28.06,0.37,78.1,20.8,14.44,11.34
2017-03,108.69,19.76,57.81,1.01,79.33,23.16,24.36,11.46
2017-04,123.96,21.95,59.59,1.13,79.94,25.11,26.79,6.8
2017-05,249.9,23.47,87.57,2.7,82.2,26.31,39.06,3.5
2017-06,240.1,24.77,84.4,2.36,81.71,27.38,37.14,5.01
2017-07,347.03,24.15,117.04,4.68,84.84,26.42,48.84,2.01
2017-08,307.5,24.28,98.4,3.85,84.22,26.76,45.43,3.25
2017-09,229.58,24.08,94.34,1.73,84.02,26.79,42.69,1.85
2017-10,272.46,22.13,115.91,3.49,84.37,24.51,51.45,4.41
2017-11,208.64,20.19,99.17,2.23,82.92,22.76,47.2,6.8
2017-12,117.03,17.0,59.75,1.38,79.71,19.77,28.7,9.35
2018-01,77.41,17.47,36.03,0.36,82.15,20.16,14.53,8.53
2018-02,27.95,16.43,15.66,0.06,75.88,19.89,7.5,14.68
2018-03,69.81,19.71,27.97,0.36,77.72,23.12,16.63,9.95
2018-04,109.97,21.59,53.37,1.16,77.69,24.9,26.87,8.7
2018-05,201.5,23.79,76.71,1.54,80.78,26.94,28.13,2.81
2018-06,242.51,24.55,96.2,2.75,81.83,26.99,40.11,2.99
2018-07,371.05,24.53,131.98,5.42,83.67,26.72,50.91,3.57
2018-08,356.37,24.27,130.41,4.83,84.18,26.5,57.49,1.83
2018-09,229.09,23.39,99.57,2.59,83.43,26.12,36.53,2.95
2018-10,154.83,21.82,80.01,1.74,81.39,24.75,34.73,6.65
2018-11,120.23,20.46,64.67,1.12,81.66,23.54,32.69,8.4
2018-12,148.42,18.92,76.99,1.9,83.7,21.56,32.52,9.57
2019-01,74.18,17.51,46.1,0.59,81.12,20.46,21.63,10.35
2019-02,33.97,19.14,18.08,0.24,76.17,23.17,10.06,16.46
2019-03,61.94,20.7,28.23,0.41,76.69,24.31,16.8,15.29
2019-04,96.95,23.4,46.72,0.94,76.18,26.96,21.78,7.7
2019-05,217.34,24.22,88.45,2.24,80.79,27.07,37.21,3.68
2019-06,190.85,25.33,81.45,2.02,79.49,28.17,28.0,4.01
2019-07,235.41,24.84,100.84,2.28,80.97,27.41,46.17,3.88
2019-08,331.35,24.51,144.28,4.3,82.77,26.93,57.17,2.5
2019-09,238.12,23.07,133.64,2.92,81.33,25.92,49.99,6.1
2019-10,182.49,22.06,83.5,1.45,82.72,24.92,47.58,7.2
2019-11,125.36,19.68,76.29,1.32,82.34,22.57,33.7,8.57
2019-12,35.91,16.51,19.37,0.21,76.97,20.15,8.5,19.32
2020-01,45.16,17.74,24.12,0.29,79.45,21.08,14.48,15.66
2020-02,38.67,17.63,21.09,0.1,77.8,21.26,8.7,14.53
2020-03,75.93,20.68,33.2,0.79,78.26,24.26,18.44,15.38
2020-04,111.77,21.06,51.23,0.92,79.78,24.16,24.9,11.88
2020-05,136.52,24.63,64.15,1.45,77.73,27.89,27.67,9.75
2020-06,198.01,24.97,70.67,1.86,79.3,27.79,28.2,3.77
2020-07,208.34,24.7,107.04,1.9,80.8,27.48,31.26,3.47
2020-08,327.88,24.27,144.23,4.42,84.04,26.65,55.76,2.69
2020-09,287.44,23.76,101.63,2.92,84.75,26.35,49.21,1.72
2020-10,450.41,21.44,183.01,6.03,84.79,23.66,80.48,4.05
2020-11,188.94,20.15,93.59,2.29,81.34,22.9,47.12,8.48
2020-12,76.53,17.07,46.5,0.6,80.19,19.78,12.82,11.19
2021-01,37.13,15.22,18.53,0.19,76.75,18.43,8.97,14.11
2021-02,39.24,17.32,25.65,0.43,78.33,21.0,17.1,14.28
2021-03,43.21,20.33,21.7,0.15,78.17,23.73,11.16,12.66
2021-04,152.92,22.38,65.26,1.4,81.1,25.34,28.87,7.93
2021-05,167.18,24.32,77.68,1.51,80.04,27.37,37.39,5.08
2021-06,184.45,24.9,76.13,1.88,78.79,27.59,34.43,5.21
2021-07,262.43,24.53,99.33,3.29,81.37,27.08,42.15,4.47
2021-08,216.34,24.44,84.37,2.03,81.15,27.14,31.76,4.52
2021-09,303.33,23.31,105.79,3.24,85.21,25.83,47.8,2.15
2021-10,380.05,21.69,160.55,5.06,85.64,23.92,74.81,3.67
2021-11,221.22,19.88,98.22,2.96,83.49,22.3,40.45,5.51
2021-12,69.46,16.83,41.88,0.69,78.62,19.99,18.01,14.19
2022-01,58.03,17.54,22.59,0.22,81.02,20.51,11.08,13.06
2022-02,79.74,16.76,45.35,0.78,80.65,19.6,22.6,11.54
2022-03,131.01,20.71,89.31,1.4,80.72,23.87,45.31,11.12
2022-04,136.64,21.23,95.33,1.42,78.86,24.41,41.52,7.62
2022-05,288.97,23.04,112.23,3.69,82.66,25.52,41.96,2.95
2022-06,205.42,24.53,69.53,1.99,79.69,27.41,27.4,3.2
2022-07,245.92,24.4,91.43,2.75,82.49,27.05,35.08,3.31
2022-08,316.4,24.03,104.63,3.77,83.48,26.55,55.22,2.04
2022-09,340.45,23.29,126.0,4.33,84.41,25.76,54.82,1.65
2022-10,209.55,21.24,102.14,2.29,81.01,24.04,44.56,6.54
2022-11,146.18,20.97,78.27,1.61,83.29,23.89,35.88,10.77
2022-12,78.15,16.44,40.58,0.9,77.86,19.37,16.83,14.7
2023-01,82.46,15.86,47.15,0.93,78.15,19.08,18.22,11.75
2023-02,46.52,18.2,23.41,0.2,78.57,21.49,10.95,14.15
2023-03,32.12,19.39,18.12,0.11,76.57,22.97,8.47,19.54
2023-04,74.21,22.72,35.14,0.52,78.67,25.97,20.19,10.71
2023-05,173.08,24.19,78.18,1.66,78.66,27.33,36.49,6.77
2023-06,270.94,24.69,98.77,3.48,81.59,27.35,41.94,3.31
2023-07,248.27,24.75,90.0,2.68,81.71,27.41,33.46,3.1
2023-08,254.79,24.65,97.63,3.16,82.86,27.04,35.79,3.83
2023-09,312.66,23.83,125.94,3.91,84.78,26.23,55.27,2.8
2023-10,239.67,22.62,97.37,2.78,83.59,25.18,43.55,5.3
2023-11,116.4,20.25,53.65,1.04,81.97,23.25,23.97,7.95
2023-12,68.04,18.28,34.66,0.59,80.69,21.21,13.03,12.48
