Month,pr,r20mm,r50mm,hurs,tasmin,tas,hd35,rx5day
1981-01,251.61,3.28,0.54,84.0,21.15,23.25,0.0,94.33
1981-02,96.84,0.63,0.02,82.91,21.64,24.19,0.02,43.26
1981-03,58.0,0.18,0.0,79.0,22.15,25.24,0.14,26.51
1981-04,82.02,0.4,0.03,78.09,23.45,26.65,0.65,37.18
1981-05,199.09,1.49,0.08,82.42,23.93,26.7,0.34,67.31
1981-06,344.22,4.68,0.5,85.19,23.78,26.14,0.05,117.71
1981-07,333.24,3.8,0.38,85.54,23.41,25.81,0.02,121.24
1981-08,226.35,2.88,0.3,83.52,23.78,26.24,0.04,88.88
1981-09,277.67,2.79,0.38,85.22,23.42,25.91,0.01,114.33
1981-10,271.53,3.09,0.26,86.05,23.08,25.45,0.0,102.05
1981-11,250.89,2.26,0.46,86.23,22.97,25.15,0.0,101.92
1981-12,152.1,1.55,0.3,84.1,21.68,23.96,0.0,75.95
1982-01,169.32,1.78,0.21,83.62,21.16,23.23,0.0,57.06
1982-02,148.2,1.41,0.24,84.11,21.58,23.86,0.0,67.13
1982-03,130.03,1.19,0.24,81.63,22.24,25.04,0.03,64.81
1982-04,121.14,0.53,0.03,82.57,23.26,26.0,0.11,45.44
1982-05,174.95,1.11,0.16,82.89,23.59,26.43,0.18,72.37
1982-06,279.04,3.01,0.31,84.53,23.88,26.33,0.27,106.19
1982-07,321.51,3.97,0.57,85.06,23.4,25.68,0.02,109.55
1982-08,339.13,4.38,0.62,85.61,23.3,25.54,0.02,142.44
1982-09,260.53,2.54,0.48,85.01,23.38,25.67,0.01,123.51
1982-10,188.78,1.16,0.17,84.63,22.77,25.3,0.0,71.46
1982-11,131.21,0.55,0.04,84.78,22.79,25.3,0.02,48.19
1982-12,145.52,1.25,0.14,85.42,22.59,24.91,0.01,55.23
1983-01,82.76,0.6,0.07,82.75,21.89,24.39,0.01,33.26
1983-02,26.98,0.05,0.0,78.26,21.29,24.52,0.08,12.44
1983-03,40.05,0.13,0.01,77.2,22.33,25.59,0.49,17.7
1983-04,31.48,0.07,0.0,73.13,23.16,26.73,1.21,17.11
1983-05,99.91,0.63,0.05,75.98,24.1,27.33,1.76,48.89
1983-06,211.94,1.93,0.07,81.69,23.98,26.82,1.17,78.36
1983-07,371.08,4.11,0.64,84.77,23.62,26.05,0.71,125.35
1983-08,307.71,3.59,0.2,85.09,23.64,26.11,0.11,98.08
1983-09,273.82,2.75,0.25,84.72,23.56,26.08,0.15,99.98
1983-10,252.06,2.23,0.23,85.62,23.36,25.73,0.0,91.39
1983-11,237.66,2.41,0.32,84.54,22.77,24.96,0.0,87.39
1983-12,190.35,1.69,0.1,84.35,21.84,23.86,0.0,61.55
1984-01,185.14,1.57,0.09,84.87,21.85,23.91,0.0,62.59
1984-02,132.68,0.94,0.07,82.88,22.01,24.22,0.01,46.7
1984-03,139.05,1.24,0.1,82.71,22.66,25.3,0.15,68.67
1984-04,169.37,1.25,0.1,81.74,23.32,26.17,0.34,68.64
1984-05,262.22,2.22,0.04,84.39,23.54,26.21,0.04,72.48
1984-06,349.77,4.58,0.36,85.29,23.41,25.88,0.1,115.74
1984-07,259.36,2.19,0.16,84.15,23.25,25.9,0.04,89.64
1984-08,370.43,5.41,0.8,85.2,23.64,25.74,0.01,125.49
1984-09,250.64,2.01,0.17,85.16,22.9,25.5,0.01,82.11
1984-10,376.08,4.94,0.79,85.97,23.08,25.21,0.0,135.93
1984-11,149.21,0.83,0.2,84.53,22.67,25.09,0.01,78.48
1984-12,155.5,1.31,0.19,84.01,22.27,24.43,0.0,80.02
1985-01,120.11,1.08,0.22,81.88,21.31,23.71,0.02,58.77
1985-02,93.47,0.66,0.04,82.38,22.36,25.03,0.05,43.05
1985-03,84.77,0.16,0.03,80.24,22.74,25.59,0.26,33.35
1985-04,224.17,2.48,0.23,82.67,23.38,26.05,0.31,98.89
1985-05,170.9,1.03,0.03,82.04,23.67,26.46,0.51,58.86
1985-06,327.28,4.07,0.78,84.55,23.92,26.22,0.02,122.13
1985-07,290.3,2.88,0.26,84.76,22.95,25.45,0.01,100.83
1985-08,259.56,2.88,0.12,85.12,23.31,25.68,0.02,93.23
1985-09,353.99,4.6,0.56,86.04,23.06,25.4,0.0,121.48
1985-10,324.96,3.39,0.89,85.79,23.11,25.43,0.0,131.72
1985-11,198.11,1.43,0.11,85.56,23.02,25.35,0.0,71.41
1985-12,200.81,1.89,0.54,84.59,21.77,24.15,0.0,109.61
1986-01,223.73,2.69,0.41,84.81,21.76,23.66,0.01,86.75
1986-02,93.97,0.76,0.01,82.24,21.33,23.87,0.0,47.79
1986-03,129.23,1.08,0.1,82.02,22.39,24.89,0.04,52.17
1986-04,90.87,0.74,0.08,79.7,23.33,26.29,0.23,52.69
1986-05,203.27,1.73,0.09,82.14,24.08,26.86,0.21,70.34
1986-06,239.01,2.35,0.07,83.77,23.76,26.4,0.05,87.12
1986-07,340.38,3.45,0.62,84.82,23.61,25.98,0.03,138.24
1986-08,334.36,5.01,0.64,85.09,23.94,26.04,0.11,140.47
1986-09,302.8,3.19,0.48,85.3,23.39,25.69,0.04,125.47
1986-10,300.82,3.03,0.7,86.0,23.33,25.61,0.01,105.36
1986-11,274.7,3.04,0.49,86.4,23.18,25.36,0.0,105.69
1986-12,82.37,0.49,0.17,82.06,21.88,24.43,0.0,47.98
1987-01,97.06,0.7,0.04,81.59,21.43,23.86,0.01,39.73
1987-02,84.52,0.54,0.03,81.19,21.31,23.84,0.04,38.5
1987-03,46.33,0.17,0.01,77.81,22.28,25.43,0.34,21.56
1987-04,52.74,0.21,0.02,76.57,23.62,26.88,1.01,25.81
1987-05,133.72,0.64,0.01,78.62,24.34,27.43,1.17,46.59
1987-06,253.47,2.66,0.11,83.45,24.26,26.86,0.43,88.78
1987-07,274.4,2.8,0.22,84.78,23.76,26.15,0.14,94.29
1987-08,309.4,3.34,0.51,84.56,23.7,26.22,0.11,121.26
1987-09,237.02,2.43,0.33,84.74,23.72,26.18,0.02,93.04
1987-10,212.68,1.29,0.3,84.07,23.56,26.19,0.01,102.5
1987-11,247.56,2.31,0.47,85.66,23.49,25.78,0.01,98.34
1987-12,177.22,1.63,0.4,84.99,22.88,25.13,0.04,70.64
1988-01,103.78,0.65,0.09,83.25,22.78,25.38,0.09,42.64
1988-02,135.8,1.31,0.24,82.64,22.74,25.34,0.05,67.89
1988-03,79.0,0.69,0.02,78.87,23.33,26.25,0.44,50.15
1988-04,126.16,0.8,0.05,81.72,23.9,26.68,0.24,61.25
1988-05,193.12,1.75,0.1,82.7,24.57,27.21,0.74,84.92
1988-06,290.69,3.3,0.21,85.0,23.89,26.33,0.15,99.81
1988-07,315.2,3.27,0.37,85.03,23.8,26.25,0.13,102.74
1988-08,231.68,2.16,0.09,83.72,23.8,26.47,0.1,81.78
1988-09,264.71,2.19,0.1,85.28,23.67,26.17,0.05,83.98
1988-10,453.59,5.83,1.45,86.57,23.63,25.7,0.0,159.89
1988-11,312.01,3.49,1.02,85.72,23.04,25.1,0.0,144.32
1988-12,205.66,2.54,0.5,83.36,21.87,23.93,0.0,105.1
1989-01,178.35,1.81,0.39,84.05,22.39,24.63,0.02,94.4
1989-02,150.86,1.35,0.17,84.06,22.04,24.25,0.0,71.02
1989-03,193.7,1.49,0.11,84.44,22.43,24.78,0.01,69.18
1989-04,112.57,0.66,0.0,82.85,23.4,26.19,0.22,42.65
1989-05,275.03,2.56,0.5,84.0,23.93,26.55,0.45,114.76
1989-06,292.08,3.02,0.19,85.25,23.65,26.15,0.35,97.37
1989-07,308.2,3.53,0.63,84.89,23.69,26.11,0.11,118.82
1989-08,295.2,3.86,0.23,85.14,23.65,25.96,0.04,102.96
1989-09,280.75,2.87,0.49,84.61,23.5,26.05,0.07,109.09
1989-10,246.66,2.01,0.52,84.88,23.3,25.82,0.0,104.6
1989-11,149.48,1.17,0.25,83.29,22.67,25.17,0.02,74.92
1989-12,76.74,0.35,0.04,81.95,21.69,24.2,0.04,40.59
1990-01,115.45,0.95,0.09,83.21,21.93,24.34,0.02,57.16
1990-02,35.52,0.04,0.0,79.77,22.13,25.06,0.17,14.53
1990-03,70.42,0.36,0.02,78.62,22.46,25.48,0.46,26.38
1990-04,66.29,0.27,0.02,77.59,23.85,27.02,1.13,28.35
1990-05,278.19,3.56,0.41,82.57,24.26,26.88,0.85,127.35
1990-06,385.62,5.37,1.14,85.65,24.05,26.31,0.09,142.74
1990-07,264.21,2.62,0.16,84.9,23.63,26.07,0.03,91.22
1990-08,304.81,4.15,0.72,84.29,24.09,26.27,0.08,128.63
1990-09,282.14,2.95,0.49,84.73,23.56,25.97,0.03,115.43
1990-10,227.05,1.53,0.03,85.76,23.24,25.56,0.01,80.64
1990-11,246.05,2.68,0.51,85.6,23.04,25.23,0.01,106.76
1990-12,95.58,0.54,0.07,83.97,22.31,24.69,0.03,33.63
1991-01,91.64,0.62,0.02,82.63,22.01,24.39,0.02,41.27
1991-02,97.69,0.79,0.05,82.41,22.15,24.62,0.04,48.24
1991-03,85.95,0.74,0.25,79.23,22.3,25.27,0.15,56.3
1991-04,111.66,0.92,0.19,79.75,23.47,26.42,0.64,52.9
1991-05,127.69,0.66,0.02,81.25,24.14,26.99,0.61,42.78
1991-06,217.48,2.1,0.39,82.53,24.22,26.82,0.91,100.51
1991-07,334.49,4.16,0.93,84.36,23.9,26.25,0.46,139.96
1991-08,295.28,3.51,0.44,85.53,23.86,26.06,0.01,99.04
1991-09,229.58,2.52,0.26,84.68,23.71,26.04,0.04,85.43
1991-10,225.95,1.52,0.52,84.03,23.12,25.64,0.02,118.42
1991-11,153.82,1.25,0.33,84.54,22.55,24.95,0.02,70.02
1991-12,87.74,0.46,0.01,82.93,21.91,24.36,0.06,33.78
1992-01,77.07,0.37,0.03,82.49,21.35,23.95,0.04,32.27
1992-02,38.98,0.13,0.02,78.75,21.51,24.49,0.18,19.02
1992-03,42.8,0.08,0.0,77.09,22.37,25.65,0.5,16.98
1992-04,56.55,0.19,0.01,76.43,23.53,26.76,1.07,28.49
1992-05,143.17,1.0,0.07,80.08,24.07,26.98,0.78,58.14
1992-06,258.74,3.22,0.46,83.3,24.12,26.62,0.22,125.92
1992-07,307.75,3.36,0.48,85.12,23.4,25.76,0.06,110.23
1992-08,302.61,3.66,0.54,85.12,23.84,26.07,0.02,108.24
1992-09,242.83,2.26,0.39,84.86,23.58,26.02,0.08,101.07
1992-10,284.25,2.99,0.41,85.65,23.36,25.57,0.0,98.4
1992-11,135.47,1.16,0.12,84.2,22.29,24.74,0.0,61.63
1992-12,117.77,1.04,0.2,84.2,22.12,24.58,0.0,52.82
1993-01,81.06,0.56,0.06,82.18,21.56,24.1,0.0,54.0
1993-02,138.54,1.41,0.25,83.2,21.71,24.23,0.02,65.13
1993-03,98.23,0.76,0.04,80.77,22.07,24.9,0.06,53.2
1993-04,88.31,0.5,0.09,80.03,23.09,26.19,0.32,38.86
1993-05,83.42,0.38,0.0,78.22,23.96,27.19,1.48,35.34
1993-06,246.47,2.22,0.37,82.82,24.11,26.83,0.82,93.74
1993-07,321.32,3.83,0.5,84.77,23.82,26.24,0.25,122.44
1993-08,287.84,3.58,0.45,85.12,23.57,25.85,0.1,103.6
1993-09,282.59,2.93,0.31,85.8,23.34,25.74,0.01,96.68
1993-10,264.6,2.31,0.72,85.47,23.28,25.56,0.05,135.33
1993-11,205.96,1.66,0.47,85.82,23.34,25.62,0.05,102.84
1993-12,335.95,4.21,1.16,86.48,23.07,24.96,0.01,146.9
1994-01,119.51,0.99,0.09,84.27,22.1,24.54,0.01,51.84
1994-02,77.92,0.47,0.02,82.59,22.28,24.85,0.04,39.7
1994-03,102.91,0.51,0.02,81.53,22.97,25.5,0.08,36.35
1994-04,135.18,0.94,0.2,81.72,23.64,26.44,0.41,61.11
1994-05,255.06,2.28,0.27,83.76,24.09,26.78,0.39,93.2
1994-06,325.99,3.68,0.21,85.41,23.82,26.22,0.19,106.31
1994-07,364.47,4.83,1.04,85.65,23.82,25.84,0.0,130.18
1994-08,242.4,3.16,0.41,83.62,23.64,26.09,0.05,113.43
1994-09,278.52,3.32,0.17,85.47,23.53,25.66,0.0,97.81
1994-10,153.22,0.98,0.16,83.57,23.17,25.68,0.02,67.13
1994-11,86.02,0.15,0.0,82.81,22.73,25.23,0.02,28.8
1994-12,146.38,1.43,0.4,83.1,22.39,24.75,0.0,80.05
1995-01,106.97,0.86,0.15,82.56,21.69,24.2,0.03,51.48
1995-02,86.56,0.6,0.11,81.58,21.64,24.38,0.02,45.9
1995-03,82.41,0.64,0.06,79.66,22.02,25.14,0.14,40.04
1995-04,59.53,0.38,0.0,77.16,22.98,26.38,0.8,25.56
1995-05,211.83,1.86,0.08,81.56,23.77,26.64,0.69,83.0
1995-06,240.74,2.36,0.27,84.33,23.94,26.68,0.48,89.68
1995-07,339.05,3.66,0.43,85.53,23.35,25.88,0.07,110.42
1995-08,361.52,4.46,0.43,86.16,23.58,25.98,0.03,114.83
1995-09,410.82,5.94,1.0,86.73,23.5,25.74,0.0,141.29
1995-10,284.37,3.11,0.22,86.72,23.2,25.61,0.0,144.32
1995-11,281.88,2.44,0.72,86.74,23.17,25.41,0.0,135.25
1995-12,351.01,4.08,1.0,86.65,22.07,24.19,0.0,142.54
1996-01,237.83,2.89,0.36,85.9,21.56,23.77,0.0,82.98
1996-02,184.83,2.27,0.45,83.1,21.25,23.7,0.0,85.55
1996-03,101.87,0.65,0.08,82.65,22.29,25.2,0.11,70.18
1996-04,206.92,1.91,0.26,84.42,23.11,25.84,0.09,88.57
1996-05,224.89,1.88,0.09,85.22,23.6,26.36,0.12,76.79
1996-06,246.88,2.27,0.04,84.87,23.42,26.24,0.11,78.54
1996-07,330.82,3.92,0.74,85.06,23.61,26.15,0.07,140.86
1996-08,239.61,2.39,0.3,84.55,23.34,26.11,0.02,97.04
1996-09,279.7,3.5,0.21,85.69,23.49,26.04,0.03,105.74
1996-10,278.37,2.55,0.14,86.19,23.3,25.91,0.01,90.92
1996-11,277.09,3.15,0.71,86.57,22.95,25.23,0.0,126.51
1996-12,134.99,1.12,0.13,83.05,21.5,24.07,0.0,58.42
1997-01,121.28,1.16,0.1,83.15,21.06,23.61,0.0,53.94
1997-02,170.67,2.09,0.31,83.78,21.59,24.1,0.0,77.31
1997-03,96.86,0.95,0.15,81.26,21.49,24.57,0.07,55.82
1997-04,80.59,0.28,0.01,79.87,22.82,26.18,0.24,33.6
1997-05,198.95,2.07,0.28,82.16,23.48,26.55,0.64,87.03
1997-06,212.8,2.05,0.15,83.94,23.41,26.27,0.11,89.9
1997-07,362.47,4.97,0.39,86.61,23.36,25.77,0.01,124.32
1997-08,193.62,2.01,0.12,83.88,23.7,26.24,0.07,71.38
1997-09,267.75,2.36,0.11,85.89,23.17,25.76,0.01,89.49
1997-10,189.74,1.18,0.13,84.62,23.02,25.74,0.02,72.48
1997-11,104.54,0.6,0.11,83.23,22.56,25.48,0.08,53.9
1997-12,81.53,0.43,0.04,82.3,22.13,24.7,0.05,32.41
1998-01,58.7,0.33,0.01,80.32,21.95,24.85,0.11,27.54
1998-02,39.89,0.19,0.03,78.84,22.13,25.44,0.36,19.63
1998-03,32.42,0.02,0.0,74.77,22.5,26.11,1.34,17.87
1998-04,38.84,0.14,0.01,73.73,23.45,27.16,3.18,20.27
1998-05,189.53,2.14,0.28,79.19,24.43,27.54,2.64,89.5
1998-06,237.9,2.41,0.09,83.54,24.12,26.99,0.77,82.62
1998-07,243.13,2.02,0.07,83.82,23.83,26.78,0.71,81.88
1998-08,247.4,1.9,0.08,84.56,23.73,26.58,0.34,74.05
1998-09,312.01,3.47,0.64,84.92,23.72,26.34,0.2,127.91
1998-10,389.76,3.95,1.18,86.44,23.73,26.17,0.01,180.95
1998-11,260.4,2.73,0.25,86.96,23.3,25.75,0.0,86.57
1998-12,258.16,3.01,0.58,86.67,22.95,25.28,0.0,112.48
1999-01,253.7,3.24,0.47,85.78,22.44,24.72,0.0,96.54
1999-02,146.51,1.38,0.47,82.46,21.61,24.33,0.0,73.93
1999-03,253.22,3.48,0.24,85.68,22.73,25.42,0.01,102.02
1999-04,268.48,3.23,0.42,85.32,23.18,25.99,0.04,105.22
1999-05,263.0,2.35,0.1,85.16,23.31,26.24,0.06,83.08
1999-06,317.47,3.81,0.31,85.49,23.18,25.84,0.01,110.75
1999-07,318.54,3.94,0.49,85.11,23.28,25.82,0.02,109.68
1999-08,309.28,3.8,0.3,85.81,23.09,25.57,0.01,111.28
1999-09,245.46,2.66,0.21,85.46,23.05,25.62,0.0,93.41
1999-10,268.49,2.6,0.48,85.79,23.08,25.69,0.0,103.23
1999-11,249.95,2.48,0.42,85.99,22.77,25.18,0.0,107.35
1999-12,298.84,3.46,0.56,87.2,22.71,24.82,0.0,105.01
2000-01,155.18,1.55,0.37,84.09,22.05,24.45,0.0,85.96
2000-02,263.92,3.27,0.52,86.51,22.51,24.63,0.0,128.76
2000-03,236.81,2.39,0.34,85.23,22.82,25.3,0.0,92.6
2000-04,172.69,1.38,0.05,83.92,23.49,26.31,0.1,61.66
2000-05,270.46,2.87,0.32,84.34,23.68,26.4,0.09,104.24
2000-06,288.38,2.74,0.03,85.15,23.53,26.14,0.06,89.17
2000-07,341.85,4.24,0.84,85.8,23.34,25.67,0.01,136.01
2000-08,280.76,3.35,0.33,85.05,23.41,25.84,0.01,105.92
2000-09,218.88,2.02,0.23,84.64,23.33,25.9,0.01,82.63
2000-10,377.51,5.08,0.65,86.76,23.27,25.58,0.0,139.9
2000-11,254.53,1.99,0.64,86.83,23.02,25.4,0.0,120.39
2000-12,275.76,2.95,0.86,86.76,22.99,25.05,0.0,135.02
2001-01,137.87,0.95,0.06,85.15,22.52,24.75,0.0,54.71
2001-02,194.48,2.21,0.6,84.43,22.72,24.98,0.0,114.83
2001-03,185.8,1.89,0.12,84.3,23.0,25.47,0.01,75.04
2001-04,106.86,0.54,0.01,82.23,23.9,26.69,0.13,44.41
2001-05,242.86,2.44,0.23,83.83,24.06,26.69,0.25,95.95
2001-06,276.6,3.04,0.26,84.56,23.82,26.33,0.19,98.24
2001-07,321.66,3.33,0.59,85.44,23.63,25.91,0.01,135.44
2001-08,353.79,5.07,0.41,86.18,23.97,25.97,0.0,118.66
2001-09,227.73,1.77,0.24,84.32,23.79,26.29,0.06,82.6
2001-10,218.75,1.91,0.2,85.17,23.64,26.04,0.04,82.24
2001-11,260.96,3.04,0.63,84.58,23.18,25.31,0.01,110.84
2001-12,195.86,1.92,0.39,84.88,22.48,24.53,0.0,92.66
2002-01,100.61,0.72,0.12,82.9,22.01,24.34,0.04,45.0
2002-02,105.7,0.94,0.14,82.0,22.0,24.43,0.04,52.94
2002-03,93.7,0.73,0.06,80.8,22.67,25.46,0.16,44.28
2002-04,74.61,0.34,0.02,79.64,23.49,26.58,0.56,34.99
2002-05,200.53,1.71,0.09,81.96,24.25,26.99,0.92,74.05
2002-06,246.83,2.26,0.1,84.04,24.14,26.7,0.52,84.58
2002-07,321.23,4.34,1.16,84.88,24.15,26.34,0.21,132.41
2002-08,318.33,4.04,0.52,85.46,23.87,26.05,0.07,125.02
2002-09,285.64,3.34,0.21,85.85,23.62,25.89,0.03,101.19
2002-10,194.27,1.0,0.04,84.58,23.68,26.25,0.03,65.53
2002-11,179.99,1.26,0.29,84.58,23.36,25.79,0.05,74.02
2002-12,100.13,0.46,0.01,84.05,22.97,25.49,0.08,35.85
2003-01,121.24,0.87,0.06,83.15,22.06,24.39,0.03,44.92
2003-02,72.51,0.49,0.05,81.38,21.96,24.6,0.05,32.96
2003-03,104.33,0.77,0.01,80.97,22.68,25.5,0.23,36.58
2003-04,70.4,0.35,0.11,78.84,23.87,27.1,1.35,41.56
2003-05,287.73,3.54,0.81,83.48,24.36,26.88,0.83,145.86
2003-06,230.78,2.35,0.34,83.96,23.76,26.34,0.06,105.94
2003-07,320.81,3.51,0.69,84.99,23.85,26.25,0.12,123.93
2003-08,321.47,3.74,0.35,85.49,23.94,26.22,0.02,111.67
2003-09,274.67,2.67,0.11,85.78,23.65,25.94,0.01,87.19
2003-10,214.81,1.95,0.1,84.13,23.4,25.83,0.02,78.17
2003-11,147.96,1.06,0.26,84.35,23.48,25.95,0.08,70.34
2003-12,235.09,3.24,0.78,83.79,22.16,24.23,0.01,112.71
2004-01,85.34,0.3,0.02,84.03,22.25,24.66,0.03,32.69
2004-02,130.21,1.23,0.1,83.6,22.47,24.82,0.04,58.98
2004-03,110.92,0.74,0.11,82.82,23.21,25.87,0.22,49.1
2004-04,72.49,0.23,0.01,79.97,23.81,26.96,0.88,33.31
2004-05,257.27,2.79,0.52,83.22,24.18,26.8,0.6,121.5
2004-06,314.93,3.3,0.52,85.38,23.96,26.18,0.13,137.08
2004-07,305.52,3.54,0.12,85.39,23.57,26.04,0.06,123.58
2004-08,277.76,3.79,0.44,85.16,23.98,26.17,0.04,105.2
2004-09,201.12,1.83,0.08,83.85,23.49,26.18,0.04,82.78
2004-10,175.95,1.86,0.21,83.86,23.06,25.52,0.01,84.2
2004-11,189.6,1.9,0.71,84.44,23.25,25.69,0.11,118.8
2004-12,159.88,1.15,0.4,84.8,22.8,25.06,0.07,103.71
2005-01,89.4,0.57,0.07,83.34,21.79,24.23,0.02,40.35
2005-02,38.87,0.07,0.01,80.69,22.19,25.1,0.18,18.98
2005-03,105.88,0.87,0.1,80.72,22.79,25.55,0.4,45.84
2005-04,55.58,0.19,0.0,78.89,23.46,26.61,1.02,24.88
2005-05,216.33,2.02,0.13,82.05,24.41,27.21,1.42,81.45
2005-06,286.35,3.07,0.26,84.28,24.23,26.77,0.31,98.86
2005-07,288.36,3.04,0.33,84.47,24.04,26.48,0.33,97.21
2005-08,286.01,3.26,0.31,85.2,23.99,26.26,0.22,107.49
2005-09,303.52,3.74,0.57,85.55,23.83,26.13,0.07,122.64
2005-10,255.12,2.47,0.18,85.23,23.76,26.13,0.15,88.05
2005-11,201.42,1.69,0.26,85.13,23.62,25.92,0.03,73.93
2005-12,420.4,5.65,1.5,86.74,23.01,24.82,0.0,162.72
2006-01,165.04,1.46,0.35,85.29,22.81,24.99,0.0,83.47
2006-02,150.14,1.66,0.16,84.09,22.88,25.17,0.04,74.06
2006-03,171.1,1.72,0.41,83.09,23.19,25.81,0.13,84.49
2006-04,78.11,0.23,0.01,79.52,23.8,26.91,0.86,35.08
2006-05,239.64,2.11,0.36,81.84,24.14,26.93,1.05,111.02
2006-06,277.9,3.16,0.18,83.76,24.03,26.71,0.7,95.34
2006-07,300.34,3.71,0.53,85.23,24.14,26.34,0.23,105.21
2006-08,309.78,4.02,0.44,85.49,23.93,26.14,0.05,123.24
2006-09,322.66,3.6,0.45,85.31,23.72,26.14,0.04,125.03
2006-10,235.08,2.39,0.29,84.73,23.56,25.87,0.02,103.23
2006-11,159.82,1.06,0.39,84.0,23.58,26.16,0.09,83.63
2006-12,237.88,2.42,0.75,85.24,23.28,25.5,0.1,109.69
2007-01,182.6,2.09,0.2,84.55,22.78,24.87,0.01,76.56
2007-02,87.97,0.68,0.06,82.13,22.48,25.08,0.06,52.37
2007-03,90.76,0.6,0.07,80.47,22.92,25.87,0.3,43.11
2007-04,93.29,0.32,0.0,79.84,23.99,26.99,1.13,34.42
2007-05,218.32,1.83,0.07,82.18,24.26,27.08,0.83,75.62
2007-06,271.99,2.77,0.16,84.07,24.37,26.99,0.31,90.17
2007-07,265.69,3.05,0.25,84.18,24.09,26.63,0.27,95.6
2007-08,311.43,4.04,0.48,85.14,23.95,26.21,0.14,112.04
2007-09,327.42,4.66,0.54,85.4,23.99,26.27,0.2,120.28
2007-10,252.46,2.33,0.22,85.07,23.69,25.99,0.12,96.91
2007-11,335.26,4.51,1.02,86.07,23.24,25.31,0.0,143.38
2007-12,199.64,1.73,0.28,85.89,23.08,25.24,0.01,84.27
2008-01,207.95,2.46,0.34,85.17,22.73,24.9,0.04,87.92
2008-02,296.72,4.08,0.99,84.89,22.48,24.57,0.04,145.93
2008-03,171.16,1.5,0.14,83.79,22.95,25.46,0.08,73.29
2008-04,178.76,1.78,0.23,82.81,23.72,26.48,0.38,90.99
2008-05,333.81,3.87,0.6,84.86,23.8,26.23,0.06,125.62
2008-06,272.36,2.86,0.48,84.04,23.82,26.42,0.13,114.46
2008-07,305.88,3.16,0.44,85.04,23.75,26.18,0.04,115.21
2008-08,295.38,3.44,0.62,84.71,23.64,26.06,0.01,128.82
2008-09,295.18,3.4,0.38,85.03,23.81,26.17,0.06,109.47
2008-10,247.69,2.13,0.16,85.5,23.8,26.22,0.07,81.96
2008-11,264.99,3.13,0.44,86.08,23.61,25.79,0.02,100.41
2008-12,231.7,2.63,0.48,84.76,22.91,25.02,0.04,104.03
2009-01,281.09,3.39,0.9,85.09,22.34,24.32,0.0,127.44
2009-02,188.4,2.24,0.42,84.77,23.02,25.24,0.01,82.24
2009-03,123.83,0.78,0.06,82.67,23.38,26.09,0.21,51.75
2009-04,300.72,3.82,0.55,84.23,23.93,26.41,0.29,137.69
2009-05,283.0,3.18,0.43,84.56,23.95,26.43,0.08,120.4
2009-06,273.08,3.28,0.3,84.84,24.06,26.45,0.07,96.71
2009-07,383.55,4.73,0.86,85.59,23.99,26.22,0.02,128.06
2009-08,223.01,1.81,0.27,84.09,24.42,26.8,0.13,95.15
2009-09,348.2,4.63,1.11,85.54,24.22,26.33,0.12,133.26
2009-10,289.36,3.11,1.06,84.49,23.7,26.05,0.13,131.92
2009-11,201.98,1.8,0.62,84.97,23.4,25.77,0.1,115.09
2009-12,84.94,0.43,0.01,82.89,22.43,24.84,0.02,36.97
2010-01,162.29,1.85,0.25,84.06,22.39,24.62,0.06,74.94
2010-02,41.59,0.24,0.04,80.12,22.42,25.47,0.19,21.85
2010-03,78.43,0.52,0.09,79.03,23.25,26.22,0.61,38.93
2010-04,97.07,0.76,0.07,79.04,24.13,27.14,1.47,50.39
2010-05,129.06,0.99,0.05,79.82,24.91,27.85,2.25,57.89
2010-06,291.85,3.23,0.14,83.72,24.59,27.25,0.49,87.63
2010-07,359.45,4.56,0.37,84.88,24.06,26.54,0.23,109.33
2010-08,316.76,3.64,0.17,85.12,24.04,26.42,0.02,98.11
2010-09,267.17,2.58,0.18,84.29,23.87,26.51,0.18,91.77
2010-10,319.79,3.39,0.4,85.68,23.76,26.1,0.09,119.24
2010-11,257.31,2.02,0.37,86.17,23.55,25.8,0.07,90.13
2010-12,230.1,2.29,0.26,85.7,23.13,25.27,0.04,90.49
2011-01,305.76,3.92,0.84,85.22,22.46,24.4,0.0,119.14
2011-02,206.99,2.36,0.5,83.81,22.41,24.67,0.0,99.93
2011-03,259.68,3.1,0.29,84.39,22.98,25.14,0.02,89.0
2011-04,146.63,1.37,0.14,81.62,23.27,25.86,0.19,61.7
2011-05,324.7,3.59,0.62,84.7,24.19,26.61,0.34,129.13
2011-06,360.5,4.92,0.88,85.49,24.19,26.46,0.16,133.78
2011-07,325.29,4.74,0.68,85.11,23.99,26.21,0.05,139.83
2011-08,305.96,3.3,0.3,85.7,23.99,26.19,0.02,110.48
2011-09,340.57,4.08,0.74,85.32,24.02,26.27,0.05,128.28
2011-10,283.12,3.12,0.62,85.0,23.74,26.12,0.04,132.73
2011-11,246.11,2.56,0.29,85.61,23.73,25.93,0.04,90.53
2011-12,307.9,4.14,0.79,86.23,23.43,25.37,0.03,111.21
2012-01,164.47,1.28,0.09,85.02,22.94,25.09,0.02,59.53
2012-02,249.69,3.13,0.47,84.73,22.97,25.16,0.01,103.81
2012-03,221.0,2.81,0.45,83.18,23.23,25.68,0.06,103.71
2012-04,132.75,0.71,0.02,82.13,23.84,26.66,0.5,52.73
2012-05,283.09,2.82,0.09,83.9,24.25,26.89,0.54,94.31
