Month,cdd_true,cdd_pred,label_true,label_pred,label_true_txt,label_pred_txt
2019-07-01,8.100000381469727,8.628031,0,0,Non-drought,Non-drought
2019-08-01,9.40999984741211,8.423435,0,0,Non-drought,Non-drought
2019-09-01,13.350000381469727,10.520956,1,0,Slight drought,Non-drought
2019-10-01,16.139999389648438,14.899541,2,1,Drought,Slight drought
2019-11-01,18.610000610351562,19.036968,2,2,Drought,Drought
2019-12-01,21.059999465942383,22.135307,2,2,Drought,Drought
2020-01-01,17.15999984741211,19.149231,2,2,Drought,Drought
2020-02-01,20.06999969482422,19.640028,2,2,Drought,Drought
2020-03-01,16.639999389648438,16.727673,2,2,Drought,Drought
2020-04-01,15.829999923706055,13.843788,1,1,Slight drought,Slight drought
2020-05-01,12.930000305175781,11.943615,1,1,Slight drought,Slight drought
2020-06-01,9.819999694824219,10.206818,0,0,Non-drought,Non-drought
2020-07-01,8.59000015258789,8.699844,0,0,Non-drought,Non-drought
2020-08-01,8.130000114440918,8.413588,0,0,Non-drought,Non-drought
2020-09-01,10.670000076293945,10.085718,0,0,Non-drought,Non-drought
2020-10-01,17.540000915527344,14.229049,2,1,Drought,Slight drought
2020-11-01,21.6200008392334,19.088425,2,2,Drought,Drought
2020-12-01,24.350000381469727,22.436543,2,2,Drought,Drought
2021-01-01,19.989999771118164,19.459703,2,2,Drought,Drought
2021-02-01,19.719999313354492,20.1779,2,2,Drought,Drought
2021-03-01,15.949999809265137,16.59939,1,2,Slight drought,Drought
2021-04-01,12.279999732971191,13.77976,1,1,Slight drought,Slight drought
2021-05-01,11.779999732971191,12.111065,1,1,Slight drought,Slight drought
2021-06-01,9.609999656677246,10.28364,0,0,Non-drought,Non-drought
2021-07-01,9.489999771118164,8.955534,0,0,Non-drought,Non-drought
2021-08-01,9.100000381469727,8.533606,0,0,Non-drought,Non-drought
2021-09-01,10.359999656677246,10.530465,0,0,Non-drought,Non-drought
2021-10-01,14.489999771118164,14.30107,1,1,Slight drought,Slight drought
2021-11-01,19.209999084472656,18.417824,2,2,Drought,Drought
2021-12-01,22.729999542236328,22.524704,2,2,Drought,Drought
2022-01-01,19.1299991607666,19.60446,2,2,Drought,Drought
2022-02-01,17.959999084472656,19.720161,2,2,Drought,Drought
2022-03-01,20.18000030517578,17.474232,2,2,Drought,Drought
2022-04-01,16.459999084472656,13.44393,2,1,Drought,Slight drought
2022-05-01,12.020000457763672,11.393805,1,1,Slight drought,Slight drought
2022-06-01,10.260000228881836,9.877507,0,0,Non-drought,Non-drought
2022-07-01,9.970000267028809,8.275869,0,0,Non-drought,Non-drought
2022-08-01,9.619999885559082,8.656448,0,0,Non-drought,Non-drought
2022-09-01,13.239999771118164,11.503369,1,1,Slight drought,Slight drought
2022-10-01,17.350000381469727,15.259836,2,1,Drought,Slight drought
2022-11-01,18.600000381469727,19.227766,2,2,Drought,Drought
2022-12-01,24.3799991607666,20.859798,2,2,Drought,Drought
2023-01-01,19.700000762939453,19.477594,2,2,Drought,Drought
2023-02-01,21.020000457763672,19.973228,2,2,Drought,Drought
2023-03-01,21.010000228881836,17.014978,2,2,Drought,Drought
2023-04-01,14.979999542236328,13.958398,1,1,Slight drought,Slight drought
2023-05-01,11.130000114440918,11.925296,1,1,Slight drought,Slight drought
2023-06-01,10.979999542236328,10.495953,0,0,Non-drought,Non-drought
2023-07-01,9.0,9.199406,0,0,Non-drought,Non-drought
2023-08-01,8.65999984741211,8.69488,0,0,Non-drought,Non-drought
2023-09-01,10.6899995803833,10.470621,0,0,Non-drought,Non-drought
2023-10-01,15.15999984741211,14.285474,1,1,Slight drought,Slight drought
