Month,pr,rx5day,rx1day,hurs,tasmin,r20mm,tas,cdd
1982-05,176.42,64.74,28.01,75.05,24.64,1.56,28.16,8.68
1982-06,200.85,70.94,23.16,79.61,24.49,1.46,27.17,2.52
1982-07,222.89,74.46,27.8,80.29,24.05,2.07,26.74,2.38
1982-08,268.67,79.97,30.7,83.41,23.83,3.3,26.15,2.11
1982-09,327.14,115.94,48.34,85.5,23.49,3.93,25.87,1.71
1982-10,143.98,55.12,21.47,82.72,22.83,0.56,25.92,3.92
1982-11,63.89,29.36,12.42,78.33,21.65,0.14,25.36,10.36
1982-12,20.94,15.94,7.07,70.52,16.08,0.19,21.18,26.55
1983-01,24.31,18.78,8.37,68.56,16.82,0.09,22.13,17.38
1983-02,7.14,3.78,2.12,63.12,19.88,0.0,25.72,26.23
1983-03,15.81,10.86,5.48,58.09,21.87,0.05,27.72,24.25
1983-04,35.74,28.71,10.39,58.41,25.01,0.17,30.27,22.76
1983-05,155.64,67.64,23.57,71.84,25.22,1.12,28.82,6.03
1983-06,201.29,86.13,36.6,77.91,24.87,2.13,27.76,3.92
1983-07,216.5,78.0,26.75,79.87,24.56,1.83,27.45,3.0
1983-08,291.7,90.02,30.47,84.1,24.05,2.98,26.66,1.43
1983-09,259.99,93.74,33.54,84.61,23.8,2.47,26.41,1.81
1983-10,262.06,102.01,46.57,84.6,23.13,2.93,25.72,2.9
1983-11,76.25,41.13,15.68,76.39,19.42,0.41,23.04,13.66
1983-12,37.09,28.27,11.55,72.74,17.21,0.36,21.69,27.75
1984-01,17.2,8.88,4.09,69.88,16.8,0.06,22.09,24.77
1984-02,36.07,18.53,8.78,68.92,20.65,0.08,25.42,23.07
1984-03,43.98,28.07,12.38,63.42,21.58,0.19,27.01,22.72
1984-04,105.38,44.92,17.99,69.01,24.39,0.51,28.66,9.97
1984-05,173.2,62.21,23.72,76.58,24.17,1.1,27.43,3.96
1984-06,244.9,79.44,30.32,81.19,24.23,2.46,26.85,1.61
1984-07,200.62,71.39,23.92,81.14,23.73,1.66,26.48,3.03
1984-08,258.56,88.22,35.66,81.66,23.98,3.39,26.44,2.59
1984-09,237.26,84.84,30.64,83.86,23.2,2.29,26.0,1.84
1984-10,182.21,74.53,29.43,82.11,22.11,1.33,25.11,8.86
1984-11,53.34,35.2,17.98,75.83,20.43,0.41,24.34,14.58
1984-12,33.93,21.22,6.1,70.41,17.88,0.39,22.85,26.87
1985-01,16.28,12.17,7.15,68.72,18.05,0.03,23.48,21.0
1985-02,35.92,18.62,9.99,65.72,20.16,0.1,25.73,16.25
1985-03,37.64,18.67,10.28,61.85,21.52,0.13,27.14,18.54
1985-04,121.97,55.87,24.1,68.14,23.85,1.11,28.25,9.11
1985-05,215.27,70.81,24.22,78.87,24.12,1.56,27.35,4.06
1985-06,217.02,77.75,25.57,80.92,24.2,2.08,26.7,2.64
1985-07,200.59,70.24,26.76,80.75,23.34,1.73,26.22,3.13
1985-08,232.02,70.15,26.81,82.47,23.27,2.07,26.12,1.84
1985-09,284.38,99.17,37.82,83.51,23.19,3.25,26.05,2.2
1985-10,185.24,78.95,37.12,82.13,22.56,1.52,25.52,4.59
1985-11,80.71,35.36,13.77,79.65,21.36,0.41,24.88,9.02
1985-12,19.41,11.62,2.91,69.8,17.03,0.1,22.22,26.71
1986-01,7.13,5.02,1.76,66.05,16.3,0.02,21.99,28.08
1986-02,7.84,6.5,2.93,63.65,19.05,0.01,24.99,26.76
1986-03,17.53,12.88,6.15,58.19,20.54,0.04,26.38,25.24
1986-04,102.45,40.74,16.88,68.94,23.95,0.4,28.3,13.66
1986-05,263.51,111.96,47.9,79.09,24.35,3.34,27.26,3.54
1986-06,202.6,70.28,28.2,79.54,24.58,1.95,27.37,3.9
1986-07,242.61,83.26,32.72,80.77,24.0,2.5,26.66,2.65
1986-08,288.8,97.58,37.56,81.51,24.15,3.56,26.81,1.89
1986-09,258.4,109.06,35.91,81.25,23.46,3.43,26.4,4.91
1986-10,192.48,81.55,34.66,82.06,22.8,1.47,25.85,3.65
1986-11,68.67,40.47,14.49,76.01,20.31,0.65,24.22,11.43
1986-12,34.42,30.91,12.8,72.73,18.32,0.23,22.92,21.36
1987-01,8.03,4.48,2.02,65.56,17.99,0.01,23.38,27.31
1987-02,8.23,16.1,3.03,62.64,19.63,0.0,25.21,27.3
1987-03,50.54,33.62,18.06,62.98,22.04,0.41,27.23,16.28
1987-04,73.49,32.91,16.54,64.89,24.14,0.31,28.76,11.76
1987-05,128.06,49.23,19.13,72.8,24.92,0.7,28.57,4.22
1987-06,234.28,79.77,29.47,79.77,24.86,2.31,27.75,2.9
1987-07,147.93,52.77,22.6,76.8,24.6,1.12,27.48,4.54
1987-08,306.51,119.65,55.87,80.46,24.38,3.74,27.16,2.25
1987-09,302.91,110.59,49.05,83.58,24.06,3.5,26.66,1.74
1987-10,161.14,59.05,20.52,81.93,23.23,0.71,26.46,5.59
1987-11,142.8,54.31,25.16,81.02,22.63,1.23,25.72,5.09
1987-12,26.31,18.53,5.51,68.43,16.05,0.38,20.97,27.39
1988-01,8.58,4.72,2.24,67.02,18.39,0.01,23.98,26.91
1988-02,36.14,19.49,10.61,66.83,20.99,0.15,26.1,20.6
1988-03,21.67,14.43,6.28,60.56,22.69,0.03,28.1,18.46
1988-04,131.73,60.99,23.66,69.43,24.35,1.08,28.57,16.36
1988-05,238.01,94.85,30.25,80.59,24.87,2.08,27.7,3.39
1988-06,242.28,115.3,45.37,80.3,24.58,2.82,27.26,3.11
1988-07,242.59,84.62,30.68,81.24,24.38,2.03,27.12,1.67
1988-08,219.94,73.07,25.97,83.11,24.18,1.5,26.77,1.54
1988-09,230.92,81.85,31.7,82.1,23.91,2.18,26.8,3.45
1988-10,275.12,107.34,46.6,82.88,22.95,3.29,25.54,4.69
1988-11,84.81,52.57,25.61,72.49,19.63,0.95,23.21,15.83
1988-12,9.98,11.05,3.37,68.78,17.35,0.06,22.13,27.88
1989-01,24.98,15.63,6.76,68.43,19.08,0.04,24.12,18.4
1989-02,6.71,4.17,2.28,62.38,19.08,0.0,24.89,23.61
1989-03,64.79,32.84,15.69,65.26,21.78,0.37,26.58,21.49
1989-04,70.47,36.23,16.44,62.98,24.37,0.6,29.12,12.2
1989-05,234.52,94.72,40.13,75.76,24.67,2.37,27.88,4.44
1989-06,195.33,66.67,26.16,79.38,24.32,1.45,27.04,2.89
1989-07,219.8,71.5,31.76,80.38,24.31,2.06,27.04,2.41
1989-08,256.65,77.03,29.53,81.73,24.13,2.73,26.69,1.95
1989-09,243.61,84.56,34.97,82.73,23.79,2.43,26.52,2.14
1989-10,197.53,79.4,34.6,82.3,22.77,2.03,25.72,6.74
1989-11,34.54,18.06,8.79,74.4,20.52,0.17,24.44,19.05
1989-12,5.37,3.34,1.41,68.21,16.81,0.01,22.17,28.23
1990-01,12.19,7.84,4.02,68.22,19.17,0.02,24.33,17.29
1990-02,14.09,8.25,4.08,65.38,20.4,0.01,25.69,23.85
1990-03,59.95,34.57,14.71,66.28,22.0,0.31,26.88,17.23
1990-04,61.3,29.63,15.82,63.4,24.43,0.27,29.03,12.4
1990-05,253.96,86.88,36.37,78.09,24.54,2.71,27.67,3.75
1990-06,202.31,66.67,23.87,78.86,24.82,1.82,27.47,2.43
1990-07,221.58,72.39,28.72,79.6,24.12,2.11,26.8,2.6
1990-08,216.83,81.71,35.85,79.19,24.35,1.83,27.19,2.65
1990-09,234.55,74.29,30.48,82.47,23.78,1.55,26.6,1.66
1990-10,204.94,90.53,39.3,81.97,23.12,2.34,25.97,5.15
1990-11,78.5,45.25,21.15,76.48,21.03,0.66,24.78,13.8
1990-12,13.89,5.85,2.36,70.6,18.11,0.07,22.92,26.47
1991-01,9.94,4.92,2.16,67.58,19.2,0.02,24.49,24.83
1991-02,7.2,6.81,2.55,60.41,19.17,0.02,25.18,24.85
1991-03,32.98,23.76,15.76,61.24,23.02,0.27,28.44,20.98
1991-04,70.74,45.53,22.78,65.25,24.66,0.46,29.06,11.91
1991-05,168.79,55.75,20.29,73.8,24.87,0.96,28.42,3.8
1991-06,213.19,81.67,31.79,79.07,24.66,2.5,27.38,3.63
1991-07,234.12,76.05,27.8,79.8,24.43,2.3,27.13,2.44
1991-08,345.67,126.52,58.77,83.45,24.1,4.53,26.43,1.7
1991-09,285.31,82.69,29.94,83.69,24.1,2.37,26.69,1.09
1991-10,169.53,65.37,23.16,81.9,22.58,1.05,25.64,6.28
1991-11,28.04,15.97,7.5,73.42,19.72,0.18,24.04,19.57
1991-12,37.43,27.71,16.4,70.95,18.75,0.44,23.07,27.05
1992-01,25.89,19.35,8.89,70.89,17.29,0.05,22.16,20.73
1992-02,23.95,18.13,11.41,64.34,18.67,0.21,24.35,25.42
1992-03,6.01,3.46,1.83,58.1,21.68,0.0,27.71,26.73
1992-04,30.62,17.03,8.29,57.63,24.76,0.11,30.06,22.42
1992-05,116.84,45.59,17.11,68.04,25.32,0.47,29.25,6.74
1992-06,231.44,74.32,27.17,77.82,24.83,2.19,27.62,2.49
1992-07,270.37,99.09,38.92,79.96,24.15,3.67,26.92,3.53
1992-08,291.28,90.97,31.95,82.57,24.08,3.2,26.66,1.65
1992-09,239.04,75.6,27.34,82.7,23.68,1.76,26.51,1.67
1992-10,193.2,75.97,33.08,81.06,21.93,1.85,24.78,5.77
1992-11,39.54,29.27,11.98,72.52,18.72,0.47,23.01,22.16
1992-12,39.98,30.25,18.69,71.62,17.76,0.5,22.58,27.07
1993-01,14.46,8.23,4.46,68.48,17.46,0.03,22.54,19.55
1993-02,5.68,4.27,1.76,61.26,17.94,0.0,24.02,24.89
1993-03,54.7,32.38,14.06,66.09,21.96,0.31,26.95,17.89
1993-04,87.16,40.64,21.26,67.56,23.91,0.8,28.36,10.88
1993-05,182.95,69.57,25.07,73.91,24.62,1.63,28.16,10.63
1993-06,168.62,62.93,24.3,76.99,24.87,1.19,27.91,2.79
1993-07,198.66,70.19,27.22,78.01,24.7,1.73,27.56,2.74
1993-08,236.42,74.36,28.91,81.27,23.98,2.34,26.51,2.27
1993-09,278.36,84.34,32.1,83.85,23.69,2.45,26.31,1.33
1993-10,147.24,54.27,21.42,79.43,22.48,1.2,25.63,6.39
1993-11,37.82,18.42,9.67,71.12,20.33,0.31,24.71,22.55
1993-12,38.49,17.88,9.71,66.65,17.34,0.37,22.35,22.65
1994-01,4.3,2.3,0.84,65.16,18.18,0.0,23.98,27.77
1994-02,30.51,18.56,9.24,63.69,21.09,0.18,26.58,25.48
1994-03,103.22,54.79,26.26,68.13,21.74,1.0,26.42,20.85
1994-04,62.15,27.98,11.32,67.96,24.37,0.12,28.78,10.19
1994-05,252.33,99.0,43.39,78.98,24.8,2.92,27.8,3.99
1994-06,307.52,99.28,42.32,82.42,24.5,3.78,26.87,1.53
1994-07,276.4,99.91,34.39,81.39,24.4,3.56,26.76,2.31
1994-08,332.05,110.18,43.21,84.12,23.91,4.5,26.17,2.23
1994-09,264.88,88.17,32.03,84.08,23.92,2.58,26.45,1.54
1994-10,111.05,46.6,16.77,78.08,21.64,0.37,25.15,10.15
1994-11,46.12,28.64,10.9,71.77,20.4,0.28,24.54,25.22
1994-12,22.91,19.65,7.8,70.45,19.06,0.04,23.85,19.75
1995-01,16.02,10.45,4.9,66.39,17.9,0.01,23.62,22.65
1995-02,7.11,5.33,2.25,60.5,18.42,0.0,24.62,24.95
1995-03,50.28,31.91,17.91,61.42,22.46,0.35,27.96,23.42
1995-04,67.94,29.46,13.28,65.22,24.71,0.2,29.42,8.42
1995-05,191.33,79.23,31.67,75.92,24.75,1.94,28.12,5.67
1995-06,222.73,84.71,30.25,79.07,24.96,2.22,27.84,2.27
1995-07,288.62,86.39,39.06,82.0,24.15,3.53,26.79,1.99
1995-08,339.35,111.44,41.83,84.75,24.17,4.09,26.61,1.19
1995-09,310.07,116.59,41.48,84.24,23.89,3.6,26.49,2.14
1995-10,170.41,72.78,25.89,81.18,23.09,1.35,26.15,5.88
1995-11,91.56,47.4,24.5,76.03,20.63,1.22,24.4,14.62
1995-12,18.43,10.29,5.55,68.85,17.08,0.15,22.09,26.38
1996-01,10.18,6.71,2.98,66.24,17.31,0.03,23.16,25.39
1996-02,33.41,29.47,16.24,64.3,18.23,0.31,23.82,25.25
1996-03,32.41,23.05,11.38,62.67,21.99,0.19,27.58,20.76
1996-04,167.84,66.72,26.45,72.93,23.75,1.61,27.77,7.81
1996-05,186.32,65.67,21.41,79.84,24.41,0.97,27.51,2.2
1996-06,229.04,78.15,27.09,81.2,24.42,1.81,27.26,1.71
1996-07,237.91,83.52,28.15,80.89,24.25,2.35,26.97,2.54
1996-08,218.09,76.51,31.57,82.42,23.95,1.75,26.65,2.31
1996-09,350.61,137.34,58.8,85.38,23.83,4.27,26.24,1.37
1996-10,185.33,87.01,29.2,81.6,22.95,1.59,25.95,5.81
1996-11,122.12,78.16,31.57,79.94,21.58,1.25,24.88,11.83
1996-12,46.46,25.17,11.35,71.38,17.66,0.62,22.37,25.98
1997-01,5.03,3.57,1.69,66.48,17.01,0.0,22.79,24.76
1997-02,26.34,13.7,7.14,64.16,19.05,0.1,24.9,20.35
1997-03,42.09,25.35,12.27,63.49,21.66,0.18,27.18,23.59
1997-04,89.49,42.82,18.26,69.0,22.89,0.49,27.37,8.78
1997-05,144.64,59.01,25.88,71.43,24.92,1.35,28.66,6.32
1997-06,149.48,62.24,21.75,73.3,24.91,1.13,28.24,4.32
1997-07,308.33,107.04,37.93,80.83,24.53,4.0,27.01,2.21
1997-08,266.0,91.66,37.09,81.97,24.34,3.23,26.84,2.71
1997-09,248.23,96.61,42.12,82.99,23.64,2.63,26.43,1.85
1997-10,146.41,72.16,30.39,81.48,23.27,1.04,26.45,4.89
1997-11,57.87,29.98,16.31,75.08,21.34,0.47,25.42,13.42
1997-12,14.61,6.79,2.57,69.91,19.66,0.09,24.75,27.13
1998-01,7.51,4.59,2.34,66.41,19.26,0.0,25.09,23.27
1998-02,12.18,8.56,4.66,62.62,20.61,0.01,26.56,23.62
1998-03,17.42,14.3,5.86,57.84,23.08,0.02,28.94,25.13
1998-04,45.2,25.93,13.53,62.8,24.81,0.23,29.77,12.43
1998-05,174.82,77.22,36.27,72.01,25.78,1.64,29.42,14.37
1998-06,200.38,89.02,28.81,77.22,25.45,1.86,28.48,2.93
1998-07,180.0,73.6,24.77,80.0,24.79,1.25,27.68,3.19
1998-08,229.18,72.73,25.99,81.8,24.42,1.88,27.32,2.85
1998-09,246.87,91.82,37.27,83.16,23.95,2.65,26.73,2.46
1998-10,166.27,69.24,30.37,79.71,23.06,1.68,26.35,8.59
1998-11,117.01,54.77,31.62,76.19,21.17,1.53,24.94,13.04
1998-12,40.15,20.54,10.02,71.32,19.08,0.3,23.51,19.38
1999-01,31.22,21.44,10.6,69.28,18.85,0.16,23.88,16.77
1999-02,28.16,19.79,11.37,64.71,19.96,0.28,25.48,20.71
1999-03,75.88,39.92,19.92,63.56,22.47,0.61,27.81,20.24
1999-04,220.67,82.02,35.47,77.04,24.19,2.08,27.54,5.14
1999-05,269.73,89.41,32.79,82.56,24.02,2.5,26.69,2.16
1999-06,199.36,68.39,24.58,80.78,24.38,1.52,27.02,3.51
1999-07,234.71,76.43,34.15,80.65,24.45,2.25,27.08,2.63
1999-08,250.12,86.92,29.1,82.32,23.98,2.32,26.55,1.82
1999-09,262.07,88.0,34.16,83.72,23.75,2.34,26.37,1.84
1999-10,215.99,75.51,29.98,83.2,23.04,1.74,25.8,3.24
1999-11,102.66,62.37,23.31,78.93,21.12,0.83,24.66,13.47
1999-12,49.92,31.4,14.11,68.36,16.31,0.63,20.9,21.48
2000-01,19.02,9.38,4.38,68.25,18.53,0.02,23.92,18.46
2000-02,52.88,32.83,15.01,66.77,18.96,0.23,24.52,24.13
2000-03,55.2,29.99,13.84,64.17,21.6,0.24,26.93,15.75
2000-04,198.38,73.22,29.53,76.3,23.88,1.89,27.55,6.1
2000-05,284.24,102.88,40.86,81.46,24.24,3.22,27.13,1.88
2000-06,245.68,87.15,31.44,82.46,24.35,2.47,26.88,1.59
2000-07,231.58,72.01,27.44,81.67,24.17,2.39,26.79,2.51
2000-08,295.87,123.72,54.54,81.87,24.16,3.31,26.85,2.27
2000-09,265.61,93.18,39.28,83.52,23.4,2.76,26.1,4.23
2000-10,187.86,66.55,26.77,82.54,23.29,1.52,26.14,3.13
2000-11,66.92,39.84,20.21,73.17,19.78,0.7,24.17,19.42
2000-12,33.03,15.49,6.4,70.92,19.32,0.31,24.13,23.85
2001-01,35.52,17.02,9.64,70.01,19.69,0.17,24.84,12.64
2001-02,10.93,6.71,3.76,63.37,19.79,0.02,25.69,21.84
2001-03,150.77,71.65,35.25,73.92,22.53,1.49,26.56,21.33
2001-04,65.55,46.35,11.89,66.87,25.07,0.22,29.68,9.92
2001-05,269.9,90.92,40.48,80.69,24.55,2.98,27.27,2.16
2001-06,189.14,64.62,24.02,80.0,24.5,1.56,27.21,3.47
2001-07,204.53,71.21,30.37,80.48,24.56,1.86,27.11,2.77
2001-08,297.06,101.42,44.9,82.65,24.46,3.68,26.92,1.9
2001-09,220.9,79.55,32.37,82.9,23.98,1.76,26.75,2.5
2001-10,212.49,73.25,28.31,83.11,23.53,1.72,26.34,3.74
2001-11,39.63,27.12,12.48,73.48,19.24,0.2,23.31,17.64
2001-12,24.62,12.58,6.21,71.67,19.05,0.17,23.61,25.1
2002-01,8.41,5.12,3.22,68.79,18.04,0.01,23.38,20.74
2002-02,9.84,7.45,3.86,65.94,20.27,0.01,25.81,23.8
2002-03,51.05,29.07,15.25,66.11,22.23,0.32,27.43,17.14
2002-04,72.65,32.59,15.36,65.71,23.98,0.29,28.87,10.1
2002-05,271.66,107.92,40.93,78.54,24.59,3.53,27.74,2.71
2002-06,195.78,63.46,22.65,79.59,24.89,1.42,27.73,2.28
2002-07,203.16,66.2,25.33,79.92,24.77,1.85,27.38,2.69
2002-08,314.83,108.85,42.33,82.92,24.1,3.9,26.61,1.82
2002-09,342.51,131.59,49.89,84.91,23.89,4.56,26.32,1.74
2002-10,150.76,58.11,27.44,80.11,22.86,0.97,26.25,7.49
2002-11,82.8,36.25,15.9,78.25,21.61,0.65,25.29,9.97
2002-12,49.14,27.31,14.09,77.22,20.78,0.25,24.86,13.86
2003-01,15.97,13.86,6.1,70.8,17.78,0.05,23.08,25.81
2003-02,23.72,14.02,7.13,68.71,20.06,0.02,25.53,25.74
2003-03,91.1,41.52,16.72,70.63,21.84,0.4,26.74,13.51
2003-04,60.59,35.72,13.21,68.95,24.31,0.14,29.06,10.5
2003-05,177.43,84.51,33.87,74.55,25.03,1.8,28.59,4.74
2003-06,197.33,86.81,29.18,79.31,24.72,1.88,27.57,3.51
2003-07,218.36,78.41,29.27,81.08,24.43,1.9,27.33,2.35
2003-08,232.9,85.4,30.92,81.78,24.5,2.6,27.2,2.7
2003-09,299.93,106.47,40.36,84.62,24.02,3.32,26.56,1.4
2003-10,134.59,53.35,23.76,79.39,23.07,1.4,26.39,9.54
2003-11,25.36,12.3,5.58,72.49,20.68,0.15,25.47,22.83
2003-12,18.04,11.46,5.95,67.72,17.4,0.22,22.71,27.0
2004-01,21.02,14.0,7.21,68.98,18.24,0.02,23.79,14.21
2004-02,28.03,24.46,12.41,67.43,18.77,0.19,24.42,20.41
2004-03,28.22,18.14,8.83,62.2,22.15,0.07,27.98,25.91
2004-04,76.25,38.59,19.16,65.68,24.35,0.46,29.21,11.8
2004-05,224.59,73.8,28.96,78.17,24.73,2.19,27.89,2.65
2004-06,255.39,114.96,51.66,80.12,24.53,2.99,27.26,3.65
2004-07,230.42,84.13,35.92,81.07,24.16,2.24,26.98,2.82
2004-08,216.17,69.84,25.46,81.53,24.51,1.91,27.09,2.24
2004-09,223.35,81.09,31.66,82.71,23.76,2.07,26.61,3.5
2004-10,64.37,32.8,13.29,75.19,22.11,0.37,26.06,17.65
2004-11,27.15,14.51,7.44,70.21,20.84,0.09,25.5,25.07
2004-12,9.16,6.22,2.04,65.71,16.92,0.06,22.62,29.0
2005-01,7.63,5.49,2.7,66.72,18.03,0.0,23.74,20.51
2005-02,5.49,4.03,2.17,62.05,20.7,0.0,26.93,25.2
2005-03,39.6,25.22,12.57,62.89,21.7,0.17,27.25,24.95
2005-04,82.07,38.51,21.11,68.39,24.33,0.48,28.87,6.78
2005-05,167.1,61.89,26.61,74.45,25.27,1.24,28.75,4.2
2005-06,205.28,62.61,22.8,79.99,25.14,1.62,27.87,1.61
2005-07,254.65,91.21,31.85,80.79,24.59,2.94,27.34,2.63
2005-08,243.7,84.88,31.23,82.22,24.44,2.46,27.01,2.22
2005-09,302.47,104.99,50.06,84.43,24.15,3.63,26.71,1.8
2005-10,134.78,55.41,23.11,79.54,23.19,1.15,26.45,7.67
2005-11,95.33,53.62,25.8,78.0,21.78,0.6,25.37,11.7
2005-12,81.38,40.05,23.03,71.52,18.85,0.89,23.05,19.99
2006-01,11.54,8.5,3.02,67.84,17.93,0.04,23.76,27.3
2006-02,31.32,20.16,9.41,67.09,20.65,0.15,25.94,24.35
2006-03,68.79,41.54,18.61,66.23,22.71,0.54,27.87,17.28
2006-04,119.73,50.28,22.68,72.79,24.17,0.86,28.24,6.01
2006-05,231.42,99.74,38.88,78.56,24.14,2.53,27.34,3.34
2006-06,199.75,74.97,25.89,79.26,24.94,1.44,27.83,2.95
2006-07,248.05,74.46,31.49,81.87,24.68,2.59,27.15,2.06
2006-08,292.99,97.82,40.97,82.57,24.34,3.71,26.86,2.11
2006-09,265.93,104.56,40.53,82.8,23.97,2.98,26.77,2.19
2006-10,194.47,99.95,43.33,80.93,23.31,2.5,26.47,11.18
2006-11,24.35,10.08,3.44,73.01,21.44,0.0,26.02,23.45
2006-12,13.02,7.19,3.95,68.12,18.34,0.07,23.44,26.23
2007-01,18.9,13.7,6.23,66.0,17.83,0.17,23.4,23.33
2007-02,11.4,8.43,3.96,62.65,19.39,0.01,25.45,25.9
2007-03,39.52,24.34,12.46,63.14,22.43,0.23,28.03,18.26
2007-04,106.52,57.13,21.36,67.62,24.1,0.82,28.63,9.97
2007-05,279.53,108.49,43.0,80.47,24.62,3.54,27.4,4.25
2007-06,204.15,76.44,28.21,78.97,25.15,1.66,28.17,2.58
2007-07,215.74,73.69,27.68,80.01,24.59,1.75,27.41,2.24
2007-08,302.72,100.64,45.46,81.59,24.46,3.43,27.11,1.99
2007-09,251.6,93.81,35.08,82.92,24.06,2.61,26.9,3.77
2007-10,249.3,130.65,55.43,81.39,23.0,3.1,25.87,9.83
2007-11,65.94,40.89,20.05,72.88,19.67,0.58,23.77,12.57
2007-12,16.08,6.71,3.04,71.14,19.34,0.11,24.34,27.42
2008-01,20.66,20.44,8.65,68.66,18.18,0.13,23.71,23.71
2008-02,31.2,27.18,11.67,68.33,18.97,0.26,24.06,18.26
2008-03,47.68,33.11,10.62,65.86,21.79,0.12,26.95,20.9
2008-04,150.22,71.16,32.57,73.17,24.11,1.59,28.2,5.8
2008-05,232.85,94.33,38.55,80.62,24.25,2.38,27.06,2.59
2008-06,212.29,71.68,26.88,81.28,24.47,1.94,27.26,2.6
2008-07,229.31,70.22,26.69,81.77,24.26,2.15,26.93,1.94
2008-08,248.31,82.58,31.82,82.38,24.13,2.11,26.89,2.08
2008-09,293.42,117.55,49.29,83.72,23.9,3.59,26.56,2.78
2008-10,197.47,76.1,32.93,83.17,23.67,1.39,26.54,3.83
2008-11,100.65,77.98,24.47,76.92,20.52,1.22,24.24,14.45
2008-12,28.65,16.57,8.25,72.8,17.45,0.32,22.24,28.03
2009-01,9.52,9.3,3.72,67.82,16.01,0.09,21.78,28.58
2009-02,12.13,9.94,5.15,65.66,20.24,0.03,26.19,26.26
2009-03,89.35,35.37,17.89,69.59,22.12,0.55,27.12,13.47
2009-04,116.16,56.03,22.3,72.29,24.29,0.79,28.34,7.3
2009-05,245.22,83.13,28.95,79.63,24.44,2.22,27.57,4.15
2009-06,191.73,67.31,27.1,80.4,24.71,1.63,27.46,2.65
2009-07,243.24,77.89,37.1,81.77,24.41,2.71,27.01,2.46
2009-08,227.34,76.53,28.82,81.89,24.45,2.01,27.31,2.05
2009-09,293.64,107.61,49.4,83.43,24.22,3.67,26.98,1.89
2009-10,150.07,80.24,22.03,82.34,23.6,0.8,26.7,5.5
2009-11,40.7,20.86,10.61,73.57,20.32,0.39,24.79,15.98
2009-12,13.82,8.88,3.87,72.23,18.68,0.06,23.86,27.72
2010-01,53.84,36.35,18.81,74.11,19.76,0.4,24.61,12.17
2010-02,13.75,8.96,4.42,67.22,20.77,0.01,26.53,19.35
2010-03,19.95,12.7,6.12,62.12,22.09,0.04,27.88,25.2
2010-04,58.95,28.89,13.51,64.54,24.96,0.25,29.98,15.6
2010-05,125.98,50.73,21.72,72.09,25.97,0.73,29.72,5.32
2010-06,192.77,73.14,31.62,77.41,25.4,1.65,28.63,2.91
2010-07,231.0,75.37,32.48,81.39,24.78,2.01,27.65,2.27
2010-08,323.27,93.58,38.19,85.13,24.21,3.95,26.78,1.33
2010-09,252.9,82.03,29.14,84.49,24.25,2.25,26.96,1.4
2010-10,261.94,126.34,48.94,83.09,23.21,3.4,25.95,4.7
2010-11,73.94,34.63,17.96,74.6,20.69,0.81,24.71,20.73
2010-12,63.7,31.02,16.17,75.22,19.43,0.67,23.86,23.21
2011-01,25.23,12.18,5.65,70.56,17.74,0.19,22.63,21.47
2011-02,26.71,18.35,8.59,68.53,19.63,0.1,25.23,23.56
2011-03,160.65,96.61,37.98,72.57,20.67,2.13,24.87,12.32
2011-04,132.25,60.67,23.59,74.72,23.32,0.94,27.4,6.71
2011-05,229.24,76.93,31.11,80.88,24.49,2.3,27.52,2.61
2011-06,220.89,78.04,29.51,81.91,24.77,1.79,27.38,1.82
2011-07,270.89,98.17,45.72,82.52,24.32,3.07,27.02,3.03
2011-08,290.09,114.48,36.91,84.32,24.11,3.46,26.67,2.3
2011-09,352.13,110.67,47.01,85.54,24.15,5.24,26.5,1.21
2011-10,169.45,79.82,31.91,82.6,23.08,1.75,25.97,8.11
2011-11,34.14,17.25,7.25,75.15,20.9,0.24,25.17,18.52
2011-12,29.87,12.32,8.11,71.85,18.03,0.25,22.72,25.31
2012-01,60.69,33.56,15.08,73.77,19.43,0.39,24.17,10.8
2012-02,30.1,21.72,11.09,69.37,20.24,0.18,25.89,18.34
2012-03,62.67,33.69,16.44,68.01,22.12,0.39,27.27,15.3
2012-04,94.51,36.51,14.82,71.71,24.04,0.32,28.4,9.67
2012-05,221.21,77.41,32.71,78.95,24.77,2.22,27.91,3.36
2012-06,167.09,63.21,23.77,79.92,24.83,1.33,27.5,3.5
2012-07,219.89,72.96,27.47,81.96,24.27,2.25,26.92,2.45
2012-08,234.8,81.66,30.78,82.09,24.16,2.22,26.81,2.56
2012-09,295.26,98.42,37.14,84.3,24.02,3.53,26.71,1.64
2012-10,113.01,61.68,22.57,79.75,23.13,0.8,26.7,10.45
2012-11,95.53,37.52,16.53,79.79,22.9,0.63,26.56,9.47
2012-12,35.52,19.69,6.6,74.9,20.34,0.29,25.08,21.75
2013-01,28.03,23.56,12.07,71.37,18.59,0.19,23.9,21.28
2013-02,26.02,23.31,9.94,68.46,21.17,0.18,26.53,16.73
2013-03,32.68,21.2,13.33,65.14,22.22,0.19,27.82,20.04
2013-04,89.93,46.76,20.09,66.91,24.38,0.75,29.19,18.32
2013-05,151.08,49.86,18.78,74.94,24.97,0.53,28.67,3.35
2013-06,215.42,79.87,37.34,80.19,24.73,2.3,27.62,3.49
2013-07,283.63,95.51,35.42,82.67,24.29,3.44,26.88,2.87
2013-08,231.78,78.08,30.07,82.9,24.15,2.31,26.81,2.6
2013-09,343.69,122.87,55.5,85.16,23.95,4.73,26.5,2.13
