Month,pr,r20mm,r50mm,hurs,tasmax,tas,hd35,rx5day
1981-01,223.72,2.64,0.51,85.01,27.98,23.95,0.02,103.95
1981-02,185.71,1.22,0.07,85.28,29.26,24.63,0.12,65.67
1981-03,173.78,1.33,0.17,82.95,30.16,25.26,0.34,67.11
1981-04,240.24,1.84,0.16,86.48,30.18,25.49,0.09,85.93
1981-05,267.63,1.81,0.13,86.87,30.36,25.68,0.08,78.03
1981-06,109.36,0.32,0.0,83.68,30.55,25.78,0.28,48.12
1981-07,201.08,1.5,0.14,84.11,30.07,25.27,0.38,78.13
1981-08,88.17,0.37,0.0,79.63,31.17,25.93,0.82,60.68
1981-09,283.68,3.48,0.29,86.48,29.51,24.97,0.05,100.86
1981-10,269.53,2.26,0.11,86.23,29.69,25.05,0.05,83.2
1981-11,292.88,2.66,0.15,87.92,29.07,24.64,0.01,95.93
1981-12,222.54,1.58,0.19,86.26,28.25,24.26,0.01,90.18
1982-01,210.0,1.85,0.21,83.59,28.49,24.27,0.13,76.45
1982-02,161.84,1.11,0.07,83.27,29.44,24.8,0.43,65.11
1982-03,190.04,1.28,0.15,83.25,30.12,25.2,0.38,75.06
1982-04,265.27,1.82,0.04,86.79,30.06,25.33,0.02,70.29
1982-05,238.68,1.31,0.05,87.02,30.07,25.5,0.05,74.13
1982-06,129.42,0.38,0.0,84.71,30.06,25.5,0.05,52.93
1982-07,131.25,0.48,0.02,83.87,29.85,25.16,0.05,46.09
1982-08,168.28,0.65,0.01,84.41,29.85,25.01,0.05,49.15
1982-09,182.31,1.11,0.1,84.01,30.16,25.18,0.21,66.59
1982-10,249.29,1.53,0.02,86.53,29.48,24.65,0.01,71.84
1982-11,231.91,1.2,0.13,86.31,29.73,24.96,0.02,72.05
1982-12,239.75,1.71,0.16,86.86,29.01,24.79,0.02,79.47
1983-01,170.68,1.54,0.07,83.74,29.25,24.98,0.14,66.93
1983-02,93.73,0.39,0.07,80.21,30.76,25.7,0.96,38.11
1983-03,87.06,0.16,0.01,78.96,31.67,26.37,2.49,31.98
1983-04,142.86,1.02,0.24,78.52,32.16,26.81,3.93,71.12
1983-05,238.94,1.46,0.04,86.06,30.63,25.97,0.19,69.52
1983-06,190.57,1.15,0.08,85.77,30.3,25.74,0.08,67.08
1983-07,237.9,1.42,0.04,87.11,29.73,25.24,0.02,68.49
1983-08,232.17,1.69,0.14,86.14,30.04,25.39,0.07,75.42
1983-09,307.53,3.21,0.12,87.46,29.48,24.98,0.04,93.15
1983-10,228.23,1.58,0.09,86.3,29.72,25.15,0.03,74.36
1983-11,241.43,1.57,0.05,87.3,28.94,24.61,0.0,82.12
1983-12,408.44,4.86,1.03,89.28,27.82,24.02,0.0,149.78
1984-01,310.17,3.1,0.12,88.41,27.86,23.88,0.0,109.91
1984-02,343.65,3.83,0.62,88.79,27.86,23.94,0.0,128.76
1984-03,278.15,2.17,0.19,87.29,29.16,24.71,0.01,82.86
1984-04,303.91,2.73,0.19,87.52,29.68,25.12,0.03,94.1
1984-05,314.67,2.61,0.1,88.07,29.59,25.08,0.0,81.65
1984-06,182.27,1.02,0.01,86.24,29.75,25.19,0.02,66.31
1984-07,266.3,2.2,0.09,87.26,29.06,24.57,0.01,88.97
1984-08,151.71,0.49,0.0,84.38,30.11,25.28,0.04,47.8
1984-09,263.19,1.71,0.06,86.34,29.37,24.56,0.0,78.97
1984-10,265.26,1.94,0.03,87.22,29.1,24.61,0.03,78.02
1984-11,270.79,2.07,0.13,87.53,29.06,24.57,0.0,77.03
1984-12,299.78,2.7,0.08,88.22,28.34,24.18,0.0,90.6
1985-01,160.95,0.99,0.01,83.79,28.79,24.3,0.01,75.32
1985-02,221.41,2.04,0.26,85.71,29.68,25.0,0.03,87.3
1985-03,273.47,2.64,0.2,86.86,29.4,24.81,0.0,81.82
1985-04,219.78,1.14,0.05,86.37,29.97,25.3,0.04,69.28
1985-05,280.17,1.97,0.06,87.47,29.87,25.38,0.01,77.4
1985-06,91.56,0.3,0.0,81.66,30.55,25.64,0.29,43.72
1985-07,195.33,0.91,0.04,84.5,29.41,24.59,0.06,65.79
1985-08,208.91,1.34,0.04,84.68,30.01,24.97,0.03,63.61
1985-09,267.18,2.25,0.09,86.28,29.35,24.66,0.01,86.17
1985-10,313.61,2.52,0.06,87.99,29.1,24.62,0.0,88.4
1985-11,299.48,2.21,0.07,88.24,29.06,24.59,0.0,82.12
1985-12,253.34,1.88,0.08,87.57,28.65,24.24,0.0,83.62
1986-01,330.59,4.52,0.71,87.56,27.55,23.95,0.02,133.57
1986-02,153.1,1.26,0.06,83.01,29.09,24.46,0.17,60.22
1986-03,310.32,3.66,0.2,86.33,29.01,24.65,0.06,101.49
1986-04,247.15,1.74,0.04,86.19,30.06,25.35,0.03,70.33
1986-05,157.36,0.55,0.04,84.65,30.56,25.86,0.13,57.57
1986-06,174.97,0.96,0.05,85.64,29.98,25.41,0.02,64.2
1986-07,141.36,0.52,0.03,83.42,30.11,25.28,0.15,49.72
1986-08,131.97,0.58,0.02,82.11,30.48,25.57,0.33,56.34
1986-09,289.49,2.66,0.11,86.38,29.7,24.91,0.02,91.37
1986-10,347.13,3.02,0.22,88.12,29.38,24.79,0.0,96.75
1986-11,322.91,3.2,0.37,88.57,28.67,24.41,0.0,112.74
1986-12,202.07,1.12,0.04,86.13,28.73,24.53,0.0,77.14
1987-01,231.63,2.55,0.13,85.76,28.15,24.18,0.12,79.72
1987-02,94.17,0.51,0.05,80.97,29.45,24.76,0.65,42.83
1987-03,208.37,1.65,0.07,83.41,30.41,25.53,0.19,74.94
1987-04,192.02,1.31,0.06,83.51,30.77,25.95,0.39,72.92
1987-05,255.66,1.67,0.04,86.39,30.27,25.65,0.04,80.41
1987-06,173.49,1.01,0.02,85.44,30.55,26.01,0.03,69.52
1987-07,132.34,0.41,0.0,83.33,30.29,25.57,0.07,53.84
1987-08,269.33,2.25,0.02,86.69,29.81,25.2,0.01,80.87
1987-09,232.67,1.87,0.08,85.62,30.12,25.42,0.0,82.63
1987-10,330.4,2.67,0.17,87.52,29.91,25.25,0.0,92.64
1987-11,310.88,3.29,0.27,87.55,29.59,25.24,0.0,108.42
1987-12,390.71,4.78,1.0,88.65,28.45,24.67,0.0,154.39
1988-01,259.24,2.82,0.32,85.66,29.23,25.02,0.08,87.06
1988-02,216.4,1.77,0.05,85.73,29.57,25.06,0.11,78.34
1988-03,297.05,3.74,0.49,85.55,30.12,25.68,0.2,114.97
1988-04,238.66,1.88,0.13,84.88,30.76,25.99,0.11,83.61
1988-05,260.57,2.24,0.1,86.84,30.33,25.94,0.02,86.62
1988-06,177.74,0.85,0.02,85.43,30.33,25.55,0.04,63.52
1988-07,219.96,1.38,0.1,86.26,29.65,25.18,0.0,72.72
1988-08,357.19,4.47,0.36,87.38,29.44,24.95,0.01,105.49
1988-09,307.81,3.06,0.16,87.14,29.57,25.06,0.0,87.34
1988-10,201.1,1.16,0.01,85.28,29.85,25.22,0.03,63.76
1988-11,431.85,4.94,1.06,89.42,28.42,24.48,0.0,161.81
1988-12,220.25,1.81,0.38,86.45,27.93,23.92,0.0,138.59
1989-01,238.57,2.04,0.17,86.37,28.65,24.54,0.05,79.37
1989-02,189.4,1.86,0.17,83.01,29.01,24.47,0.32,70.59
1989-03,252.96,1.83,0.06,86.06,29.22,24.61,0.1,80.83
1989-04,231.64,1.77,0.09,85.94,29.81,25.14,0.06,84.68
1989-05,246.91,1.14,0.0,86.79,30.03,25.48,0.0,69.41
1989-06,187.67,0.81,0.0,85.28,29.79,25.26,0.03,58.37
1989-07,187.91,0.82,0.01,84.95,29.92,25.28,0.04,59.24
1989-08,192.8,1.04,0.04,85.05,29.87,25.14,0.02,64.21
1989-09,268.99,2.52,0.11,86.14,29.67,24.9,0.0,84.13
1989-10,303.48,2.26,0.04,87.23,29.4,24.89,0.0,80.57
1989-11,283.04,2.34,0.17,87.83,29.07,24.79,0.0,89.77
1989-12,198.68,1.61,0.11,85.42,28.73,24.54,0.0,73.42
1990-01,226.76,2.32,0.35,85.68,28.51,24.38,0.07,91.3
1990-02,138.13,0.86,0.1,82.85,29.87,25.27,0.32,55.17
1990-03,175.38,1.54,0.08,81.76,30.29,25.44,0.69,60.41
1990-04,220.65,1.99,0.12,84.92,30.61,25.94,0.06,76.52
1990-05,222.94,1.33,0.04,86.11,30.43,25.9,0.04,72.41
1990-06,135.62,0.49,0.01,83.72,30.61,25.95,0.11,52.41
1990-07,185.73,0.96,0.03,83.84,30.0,25.19,0.04,58.33
1990-08,123.55,0.59,0.0,81.5,30.54,25.71,0.39,54.54
1990-09,276.18,2.79,0.19,85.58,29.64,24.99,0.05,96.99
1990-10,304.15,2.7,0.22,86.57,29.76,25.11,0.0,93.66
1990-11,249.41,2.41,0.11,86.96,29.17,24.92,0.01,95.26
1990-12,266.74,2.92,0.48,86.04,28.69,24.58,0.0,98.69
1991-01,270.48,3.44,0.39,85.46,28.7,24.62,0.02,113.71
1991-02,163.72,1.35,0.08,83.52,29.45,24.91,0.3,76.76
1991-03,190.98,1.48,0.12,82.41,30.23,25.44,0.32,75.14
1991-04,275.82,2.67,0.22,85.39,30.26,25.58,0.07,94.35
1991-05,311.42,2.56,0.04,87.9,29.67,25.41,0.0,90.03
1991-06,189.06,2.29,0.24,84.77,30.31,25.95,0.03,111.2
1991-07,143.5,0.62,0.01,83.85,30.28,25.57,0.05,57.72
1991-08,172.36,0.6,0.01,84.33,30.33,25.46,0.06,51.01
1991-09,215.63,1.33,0.05,85.62,29.91,25.2,0.0,70.49
1991-10,269.82,2.12,0.04,86.3,29.44,24.74,0.0,80.1
1991-11,319.75,2.68,0.09,88.58,28.51,24.39,0.0,85.79
1991-12,381.82,4.74,0.79,88.72,28.04,24.3,0.0,133.81
1992-01,128.74,0.5,0.02,84.6,28.59,24.36,0.0,49.24
1992-02,161.36,0.96,0.18,83.6,29.56,24.94,0.03,60.89
1992-03,136.96,0.7,0.06,81.81,30.44,25.65,0.36,57.36
1992-04,173.98,0.91,0.06,82.98,30.84,26.04,0.58,61.87
1992-05,251.49,1.83,0.11,86.34,30.18,25.66,0.13,75.58
1992-06,197.65,1.65,0.09,85.45,29.98,25.61,0.03,78.64
1992-07,231.56,1.5,0.15,85.27,29.68,25.03,0.0,78.07
1992-08,145.84,0.49,0.01,83.26,30.4,25.55,0.09,47.23
1992-09,219.98,1.28,0.08,83.83,30.17,25.19,0.14,76.41
1992-10,277.5,2.13,0.02,86.88,29.15,24.72,0.02,75.96
1992-11,305.91,2.86,0.18,88.05,28.23,24.28,0.0,89.34
1992-12,284.21,2.65,0.29,87.81,28.0,24.16,0.0,96.98
1993-01,197.0,1.86,0.32,84.53,28.44,24.26,0.0,95.52
1993-02,126.86,0.71,0.03,83.1,29.0,24.55,0.12,53.37
1993-03,224.65,1.78,0.16,84.03,29.38,24.91,0.07,80.55
1993-04,202.15,1.19,0.04,84.73,30.12,25.55,0.05,67.92
1993-05,258.44,1.89,0.11,86.24,30.13,25.71,0.04,81.05
1993-06,191.71,1.08,0.11,84.83,30.36,25.8,0.12,71.54
1993-07,216.49,1.39,0.08,85.93,29.64,25.25,0.0,79.16
1993-08,169.61,0.63,0.03,84.52,30.03,25.29,0.06,55.64
1993-09,260.88,1.88,0.05,85.94,29.64,24.93,0.0,73.66
1993-10,320.04,2.55,0.08,87.68,29.23,24.79,0.01,86.94
1993-11,325.11,3.33,0.26,87.75,29.19,24.92,0.0,105.49
1993-12,388.13,4.13,1.1,88.07,28.54,24.71,0.0,174.76
1994-01,234.44,2.43,0.48,84.31,28.82,24.75,0.01,92.34
1994-02,197.16,1.93,0.26,83.97,29.7,25.09,0.11,91.72
1994-03,330.46,3.66,0.25,86.78,29.14,24.88,0.05,98.88
1994-04,242.85,1.58,0.02,86.05,30.13,25.53,0.01,74.44
1994-05,237.2,1.13,0.02,86.27,30.15,25.69,0.01,69.06
1994-06,216.96,1.73,0.08,85.85,29.9,25.44,0.01,70.37
1994-07,89.51,0.19,0.0,81.88,30.34,25.72,0.05,47.12
1994-08,232.11,1.83,0.1,84.66,29.8,25.12,0.09,71.76
1994-09,190.27,1.01,0.0,84.92,29.88,25.31,0.01,63.88
1994-10,274.5,1.95,0.18,85.94,29.63,24.92,0.02,89.79
1994-11,342.77,3.84,0.31,87.73,29.01,24.81,0.0,95.7
1994-12,230.91,2.27,0.13,85.75,28.97,24.87,0.0,85.15
1995-01,211.44,1.94,0.25,85.06,28.76,24.8,0.05,75.43
1995-02,245.11,2.64,0.37,84.77,29.09,24.83,0.2,88.78
1995-03,231.65,2.13,0.25,83.86,29.87,25.34,0.28,77.96
1995-04,238.8,1.89,0.14,85.01,30.24,25.71,0.11,75.51
1995-05,227.91,1.76,0.25,84.83,30.51,25.98,0.07,86.66
1995-06,219.0,1.2,0.02,86.09,30.23,25.79,0.04,67.46
1995-07,256.19,2.64,0.4,85.27,29.66,25.28,0.01,85.74
1995-08,383.12,4.7,0.56,87.35,29.36,25.11,0.0,120.2
1995-09,233.71,2.07,0.04,85.46,29.73,25.35,0.0,74.46
1995-10,299.64,2.59,0.06,86.51,29.81,25.24,0.02,83.91
1995-11,353.77,4.3,0.29,88.36,28.98,24.88,0.0,109.46
1995-12,291.6,3.14,0.41,87.33,28.41,24.44,0.0,105.36
1996-01,307.52,3.55,0.5,86.3,27.96,24.03,0.03,114.31
1996-02,272.29,3.64,0.51,85.76,28.23,24.33,0.11,122.77
1996-03,203.73,1.97,0.16,82.83,30.12,25.46,0.34,76.23
1996-04,276.38,2.67,0.2,85.12,30.33,25.67,0.08,92.15
1996-05,188.43,0.69,0.04,85.1,30.52,25.94,0.02,61.57
1996-06,253.57,2.08,0.09,86.49,29.93,25.54,0.01,80.83
1996-07,179.02,1.71,0.15,83.45,30.28,25.71,0.04,80.7
1996-08,280.22,2.76,0.17,85.18,29.8,25.21,0.03,92.31
1996-09,208.73,1.92,0.12,83.83,30.21,25.55,0.07,80.73
1996-10,345.86,4.18,0.3,86.93,29.33,25.0,0.0,98.09
1996-11,243.48,1.88,0.06,86.39,29.33,24.89,0.01,78.87
1996-12,335.44,4.03,0.62,87.53,28.27,24.24,0.0,122.46
1997-01,143.89,1.18,0.14,81.94,28.95,24.49,0.05,66.1
1997-02,260.54,3.13,0.25,85.66,28.9,24.62,0.02,97.28
1997-03,151.49,0.65,0.04,82.78,30.09,25.39,0.12,68.39
1997-04,231.4,1.62,0.09,85.6,30.05,25.45,0.03,77.99
1997-05,170.21,1.25,0.09,83.88,30.56,26.0,0.2,73.66
1997-06,152.81,0.48,0.01,83.05,30.77,25.8,0.26,56.55
1997-07,189.36,1.55,0.12,84.61,29.97,25.49,0.02,84.47
1997-08,161.72,0.61,0.01,83.13,30.58,25.85,0.08,56.2
1997-09,235.16,1.56,0.1,85.69,29.94,25.33,0.04,77.72
1997-10,300.96,2.37,0.04,86.59,29.79,25.14,0.02,83.27
1997-11,286.69,2.41,0.09,87.07,29.8,25.13,0.0,85.46
1997-12,244.0,2.08,0.22,85.87,29.43,25.18,0.0,84.85
1998-01,140.84,0.63,0.05,83.1,30.03,25.72,0.14,57.02
1998-02,89.91,0.4,0.03,78.51,31.34,26.47,1.84,38.16
1998-03,141.59,0.87,0.1,77.59,31.96,26.93,3.14,52.46
1998-04,165.43,1.21,0.07,77.61,32.56,27.39,5.43,52.49
1998-05,206.69,1.38,0.09,82.07,32.02,27.26,2.17,71.4
1998-06,249.02,2.14,0.2,84.79,30.66,26.15,0.32,80.49
1998-07,279.05,2.3,0.14,85.53,30.13,25.66,0.07,78.86
1998-08,337.94,3.53,0.23,86.54,29.85,25.36,0.01,94.24
1998-09,282.85,2.89,0.1,85.06,30.21,25.66,0.02,82.99
1998-10,297.69,3.09,0.26,85.37,30.08,25.65,0.15,99.04
1998-11,300.54,3.14,0.17,87.14,29.43,25.18,0.0,97.24
1998-12,302.61,3.02,0.26,87.96,28.75,24.71,0.0,98.85
1999-01,312.87,3.74,0.39,87.09,28.74,24.79,0.0,121.76
1999-02,215.66,2.11,0.28,84.74,29.09,24.87,0.01,92.15
1999-03,308.06,3.31,0.19,86.04,29.75,25.23,0.03,91.2
1999-04,229.05,1.71,0.04,84.75,30.37,25.75,0.03,73.3
1999-05,302.72,2.43,0.04,86.39,29.84,25.37,0.0,81.45
1999-06,176.98,1.26,0.02,83.76,30.1,25.54,0.02,58.1
1999-07,149.71,0.76,0.02,83.14,29.94,25.39,0.06,62.83
1999-08,253.91,2.55,0.19,84.35,29.89,25.18,0.03,94.08
1999-09,245.39,2.19,0.19,84.17,30.12,25.26,0.03,88.53
1999-10,366.84,4.48,0.34,87.22,29.32,24.91,0.0,104.18
1999-11,230.88,1.46,0.07,86.17,29.46,24.98,0.0,76.43
1999-12,332.41,3.63,0.56,87.7,28.51,24.58,0.0,118.61
2000-01,300.77,3.57,0.4,86.37,28.55,24.44,0.0,103.12
2000-02,271.01,3.17,0.35,85.71,29.14,24.82,0.04,94.66
2000-03,254.65,2.35,0.13,85.02,29.89,25.22,0.01,91.2
2000-04,284.55,2.43,0.18,85.99,30.06,25.45,0.0,83.08
2000-05,156.05,0.45,0.0,83.86,30.8,26.12,0.08,58.16
2000-06,223.49,1.79,0.1,85.91,29.6,25.26,0.02,75.79
2000-07,134.57,0.72,0.0,82.03,30.5,25.81,0.13,65.12
2000-08,196.34,1.42,0.1,83.72,29.95,25.35,0.07,75.31
2000-09,288.28,2.8,0.2,84.54,30.24,25.39,0.11,98.3
2000-10,264.33,2.31,0.21,85.25,29.94,25.33,0.14,105.02
2000-11,335.15,3.62,0.43,87.28,29.45,25.15,0.0,118.19
2000-12,257.16,2.47,0.23,86.31,29.32,25.09,0.0,98.64
2001-01,342.91,3.91,0.62,87.06,28.82,24.65,0.0,121.15
2001-02,222.88,2.24,0.43,85.12,29.08,24.86,0.06,99.2
2001-03,287.16,2.77,0.18,85.14,30.02,25.33,0.09,87.65
2001-04,287.02,2.52,0.13,86.17,30.26,25.71,0.02,85.53
2001-05,197.62,0.9,0.03,85.04,30.73,26.1,0.02,61.54
2001-06,175.81,0.78,0.01,84.35,30.08,25.55,0.03,62.37
2001-07,174.83,1.13,0.13,81.58,30.71,25.82,0.14,72.68
2001-08,150.87,0.78,0.0,82.58,30.54,25.88,0.18,61.83
2001-09,303.45,2.95,0.32,84.63,30.27,25.41,0.1,93.01
2001-10,304.65,2.92,0.11,86.68,29.72,25.3,0.07,92.67
2001-11,273.27,2.44,0.12,87.37,29.07,24.96,0.0,89.56
2001-12,274.8,2.95,0.73,85.58,28.89,24.76,0.0,116.89
2002-01,202.35,1.86,0.31,84.12,28.86,24.76,0.12,90.66
2002-02,140.82,1.17,0.1,80.12,29.78,25.11,0.71,55.89
2002-03,181.56,1.43,0.17,80.6,30.62,25.78,1.38,67.56
2002-04,209.84,1.63,0.1,82.76,30.88,26.05,0.28,73.27
2002-05,190.36,1.5,0.07,83.4,31.03,26.32,0.23,79.47
2002-06,179.93,1.37,0.16,83.48,30.47,25.91,0.25,78.0
2002-07,112.56,0.38,0.04,80.59,31.02,26.18,0.31,47.57
2002-08,163.87,1.21,0.05,80.31,30.54,25.64,0.29,62.23
2002-09,210.26,1.48,0.11,83.24,30.33,25.44,0.11,70.56
2002-10,255.17,1.89,0.09,84.46,30.24,25.42,0.14,77.23
2002-11,286.54,2.53,0.23,85.9,29.89,25.32,0.02,96.91
2002-12,200.48,1.32,0.02,84.34,30.1,25.57,0.03,63.15
2003-01,263.08,2.73,0.54,84.23,29.15,25.01,0.06,111.82
2003-02,126.74,0.72,0.02,82.25,29.61,25.19,0.35,62.39
2003-03,232.53,2.22,0.17,82.57,30.43,25.65,1.04,83.44
2003-04,183.55,1.02,0.06,83.29,30.76,25.99,0.44,61.51
2003-05,151.98,1.26,0.1,81.53,31.1,26.53,0.87,72.15
2003-06,198.94,1.44,0.11,81.78,30.87,25.97,0.83,70.48
2003-07,186.04,1.42,0.04,83.69,30.05,25.47,0.14,67.35
2003-08,204.99,1.74,0.07,83.33,30.47,25.74,0.2,79.27
2003-09,194.31,1.38,0.08,83.01,30.34,25.56,0.09,68.07
2003-10,290.87,2.95,0.21,85.94,29.65,25.17,0.02,98.1
2003-11,264.64,2.1,0.23,86.41,29.65,25.22,0.0,91.45
2003-12,305.37,3.98,0.55,86.84,28.38,24.62,0.0,120.62
2004-01,231.12,2.3,0.32,84.36,29.32,25.09,0.1,93.53
2004-02,110.03,0.64,0.02,81.78,29.66,25.21,0.48,54.43
2004-03,205.73,1.78,0.27,83.53,30.25,25.66,0.3,86.03
2004-04,174.44,1.31,0.07,82.41,31.06,26.27,1.15,65.05
2004-05,190.34,1.75,0.14,82.81,30.84,26.26,0.74,79.81
2004-06,87.29,0.42,0.03,79.83,30.97,26.18,0.67,42.76
2004-07,234.5,1.91,0.07,84.18,29.7,25.19,0.13,73.19
2004-08,93.94,0.46,0.0,79.97,30.77,25.97,0.26,45.07
2004-09,304.37,3.52,0.37,84.03,30.1,25.18,0.31,93.53
2004-10,215.32,1.69,0.07,84.33,29.86,25.29,0.01,89.01
2004-11,240.79,1.85,0.17,84.95,29.81,25.29,0.05,80.78
2004-12,285.03,3.26,0.54,85.59,28.94,24.83,0.01,117.64
2005-01,130.91,1.13,0.2,81.08,29.12,24.78,0.43,65.96
2005-02,113.75,0.59,0.08,78.98,30.62,25.81,1.83,45.76
2005-03,190.6,1.94,0.2,79.89,30.65,25.89,1.36,86.62
2005-04,171.27,1.29,0.13,82.22,30.85,26.16,0.82,78.24
2005-05,239.9,1.8,0.16,84.43,30.58,26.07,0.62,76.77
2005-06,182.53,1.16,0.06,83.13,30.77,26.14,0.52,57.79
2005-07,158.07,1.08,0.06,81.72,30.64,25.92,0.56,64.37
2005-08,174.25,1.44,0.15,80.49,31.1,26.19,1.14,76.78
2005-09,185.28,1.37,0.15,81.11,31.09,26.09,0.99,66.3
2005-10,320.4,3.28,0.23,85.57,29.88,25.4,0.07,91.59
2005-11,295.6,2.33,0.4,86.78,29.34,25.04,0.0,104.85
2005-12,324.35,2.97,0.6,87.5,28.66,24.76,0.0,104.42
2006-01,241.11,2.43,0.4,85.29,29.11,24.91,0.01,99.4
2006-02,267.74,2.91,0.46,85.43,29.49,25.2,0.09,112.45
2006-03,192.63,1.68,0.11,83.3,30.25,25.58,0.54,76.36
2006-04,275.54,2.52,0.18,85.78,30.36,25.59,0.06,81.16
2006-05,297.21,2.61,0.33,86.47,30.16,25.61,0.02,91.81
2006-06,226.4,1.55,0.04,85.77,29.92,25.53,0.04,72.16
2006-07,174.7,0.6,0.0,84.17,30.59,25.95,0.05,51.96
2006-08,182.32,1.46,0.06,83.11,30.42,25.68,0.15,75.57
2006-09,250.66,2.06,0.25,85.85,29.7,25.23,0.01,93.48
2006-10,262.92,1.87,0.11,86.23,29.76,25.28,0.0,80.09
2006-11,278.5,2.04,0.09,86.29,30.01,25.28,0.02,79.05
2006-12,307.27,3.3,0.5,86.18,29.53,25.3,0.01,107.07
2007-01,373.97,4.82,0.81,87.12,28.48,24.78,0.0,152.63
2007-02,196.74,1.96,0.25,83.85,29.57,25.15,0.06,72.75
2007-03,217.45,2.2,0.12,83.01,30.44,25.66,0.35,83.21
2007-04,272.89,2.47,0.19,84.75,30.53,25.9,0.07,85.46
2007-05,283.61,2.16,0.1,85.58,30.73,26.05,0.01,81.67
2007-06,279.55,2.34,0.35,86.05,30.21,25.81,0.0,92.58
2007-07,239.39,2.27,0.25,84.7,30.05,25.58,0.06,97.21
2007-08,214.54,1.56,0.09,83.74,30.19,25.53,0.05,88.61
2007-09,256.2,2.72,0.33,85.26,30.0,25.44,0.01,100.59
2007-10,324.34,3.28,0.09,86.24,29.92,25.33,0.04,92.84
2007-11,283.95,2.22,0.12,87.12,29.14,24.86,0.0,86.28
2007-12,343.2,4.67,0.63,87.07,28.85,24.83,0.0,119.8
2008-01,253.62,1.94,0.31,85.31,29.34,24.97,0.07,94.69
2008-02,263.07,3.14,0.72,83.67,29.01,24.72,0.2,115.92
2008-03,372.51,4.38,0.4,86.75,29.4,24.89,0.01,112.95
2008-04,282.2,2.33,0.09,85.67,30.23,25.55,0.01,80.78
2008-05,194.04,0.86,0.01,84.39,30.5,25.78,0.0,65.04
2008-06,245.02,1.75,0.2,85.59,29.92,25.41,0.01,87.3
2008-07,279.68,2.95,0.33,85.93,29.57,25.18,0.0,92.82
2008-08,288.67,2.75,0.25,85.23,29.97,25.29,0.01,98.64
2008-09,250.07,2.74,0.21,84.79,30.06,25.42,0.01,102.28
2008-10,355.69,3.8,0.51,86.39,29.87,25.34,0.01,124.93
2008-11,374.35,4.3,0.55,87.65,29.45,25.19,0.0,117.23
2008-12,360.24,4.16,0.85,87.01,28.89,24.86,0.0,132.39
2009-01,356.26,4.7,1.02,86.18,28.35,24.45,0.0,166.87
2009-02,212.62,2.44,0.34,83.33,29.6,25.12,0.24,99.87
2009-03,311.27,2.96,0.23,85.67,29.89,25.21,0.0,92.92
2009-04,229.43,2.17,0.09,84.25,30.72,26.08,0.15,84.81
2009-05,205.18,1.26,0.07,83.96,30.89,26.22,0.2,72.55
2009-06,159.66,0.75,0.04,82.77,30.93,26.2,0.19,58.06
2009-07,145.19,0.56,0.01,82.28,30.46,25.81,0.15,57.5
2009-08,227.63,1.89,0.08,82.43,30.82,25.98,0.49,77.8
2009-09,172.61,0.94,0.03,83.27,30.81,26.03,0.19,65.92
2009-10,269.41,2.17,0.08,84.5,30.37,25.58,0.11,80.17
2009-11,357.84,4.27,0.63,87.08,29.42,25.23,0.0,133.04
2009-12,286.7,2.83,0.38,86.11,29.23,25.14,0.0,100.3
2010-01,266.59,2.79,0.54,85.65,29.17,25.08,0.02,122.31
2010-02,128.31,0.75,0.19,81.46,30.78,26.11,0.41,55.79
2010-03,199.44,1.77,0.23,81.17,31.14,26.38,1.2,75.52
2010-04,228.66,1.69,0.18,84.36,31.18,26.49,0.41,74.57
2010-05,250.38,2.08,0.19,84.76,31.44,26.78,0.43,79.13
2010-06,260.52,2.25,0.2,85.06,30.63,26.11,0.17,80.5
2010-07,304.38,3.21,0.36,86.31,29.76,25.47,0.0,100.86
2010-08,248.72,2.21,0.29,85.03,30.27,25.73,0.06,95.71
2010-09,306.97,3.45,0.25,85.58,30.1,25.52,0.05,98.85
2010-10,251.79,2.64,0.27,84.04,30.45,25.81,0.13,102.04
2010-11,336.38,3.32,0.31,86.8,29.72,25.29,0.0,105.38
2010-12,339.9,3.91,0.23,87.61,28.93,24.72,0.0,102.83
2011-01,365.44,4.7,0.63,87.24,28.46,24.54,0.0,127.1
2011-02,208.43,1.99,0.28,84.86,29.35,24.99,0.09,80.96
2011-03,372.63,4.53,0.6,87.01,29.17,24.99,0.05,133.07
2011-04,249.83,1.92,0.1,85.64,30.1,25.61,0.0,89.07
2011-05,230.19,1.23,0.12,85.74,30.6,26.05,0.1,82.99
2011-06,204.18,1.42,0.03,85.53,30.45,25.96,0.04,66.8
2011-07,136.03,0.69,0.04,84.15,30.53,25.87,0.05,59.61
2011-08,236.34,1.95,0.1,85.24,30.34,25.62,0.04,73.69
2011-09,216.95,1.73,0.09,84.65,30.36,25.7,0.02,74.41
2011-10,282.94,2.36,0.06,85.96,30.05,25.38,0.01,82.39
2011-11,303.86,2.7,0.09,87.24,29.59,25.3,0.0,102.27
2011-12,331.48,3.61,0.65,87.52,28.95,25.04,0.0,115.89
2012-01,269.78,2.92,0.26,86.24,29.19,25.0,0.0,93.76
2012-02,255.45,2.04,0.11,85.99,29.69,25.19,0.03,90.05
2012-03,312.92,3.69,0.39,86.15,29.77,25.32,0.0,106.97
2012-04,288.2,2.32,0.1,86.33,30.33,25.65,0.02,79.32
2012-05,203.89,1.04,0.04,85.14,30.73,26.08,0.02,61.59
